NO,Polygon Points
557,"(5262.623, 3382.848); (5256.793, 3374.554); (5261.997, 3373.041); (5273.875, 3380.170); (5268.077, 3381.905)"
558,"(2236.388, 3142.585); (2232.931, 3137.162); (2237.307, 3132.613); (2239.270, 3133.006)"
559,"(4089.302, 3431.317); (4102.189, 3420.070); (4100.356, 3428.221)"
560,"(2057.780, 3449.726); (2067.104, 3454.351); (2056.539, 3462.527); (2041.491, 3460.749); (2053.024, 3452.591)"
561,"(6837.908, 3479.112); (6824.614, 3468.709); (6830.581, 3465.754); (6838.609, 3463.278); (6851.781, 3467.485)"
562,"(5603.125, 3991.242); (5593.085, 3970.478); (5597.947, 3959.544); (5600.738, 3966.971)"
563,"(3737.334, 3588.612); (3744.065, 3585.719); (3751.758, 3590.855); (3743.883, 3590.656)"
564,"(7348.760, 3908.908); (7361.776, 3905.565); (7419.377, 3908.596); (7420.912, 3915.574); (7420.421, 3921.970); (7414.139, 3924.453); (7408.047, 3926.605); (7357.996, 3925.607); (7344.639, 3922.650); (7337.226, 3920.978); (7338.567, 3915.385)"
565,"(2492.583, 1040.094); (3047.312, 1109.369); (3055.617, 1129.614); (3056.376, 1199.520); (3056.472, 1566.841); (3056.360, 1915.515); (3055.008, 1945.200); (3045.319, 1985.133); (3034.754, 2011.073); (3026.773, 2029.718); (3021.718, 2035.977); (3017.934, 2039.313); (2330.752, 2039.281); (2102.756, 2038.914); (2060.066, 2038.085); (2056.620, 2029.168); (2056.534, 1720.248); (2056.762, 1204.221); (2057.600, 1080.349); (2060.692, 1071.047); (2071.779, 1061.633); (2158.129, 1056.635)"
566,"(2466.760, 3436.982); (2483.834, 3439.191); (2489.278, 3442.552); (2499.247, 3451.823); (2517.569, 3487.311); (2516.518, 3494.130); (2512.439, 3498.510); (2503.978, 3503.937); (2496.462, 3507.310); (2488.124, 3510.852); (2479.085, 3506.776); (2473.329, 3500.561); (2466.085, 3492.189); (2446.098, 3464.463); (2440.957, 3451.365); (2453.331, 3441.231)"
567,"(2008.394, 1057.959); (2032.149, 1631.276); (2017.948, 1942.396); (2012.875, 2027.851); (1993.393, 2038.961); (1783.008, 2039.382); (1594.473, 2039.307); (1139.883, 2039.112); (1090.654, 2038.854); (1065.989, 2038.575); (1052.479, 2035.469); (1040.206, 2032.286); (1032.793, 2020.099); (1032.547, 1896.830); (1033.510, 1455.542); (1034.244, 1332.485); (1042.800, 1210.571); (1047.359, 1190.286); (1080.221, 1170.416); (1874.105, 1044.905); (1888.291, 1043.012); (1933.535, 1040.072); (2003.983, 1048.327)"
568,"(6956.858, 3446.768); (6943.844, 3446.143); (6923.375, 3436.363); (6921.494, 3432.227); (6922.031, 3425.852); (6923.246, 3414.973); (6928.698, 3410.427); (6941.155, 3401.969); (6967.283, 3398.313); (6975.660, 3400.020); (6974.332, 3406.778)"
569,"(4340.624, 3542.584); (4304.351, 3541.203); (4299.910, 3539.393); (4297.076, 3532.141); (4302.909, 3526.878); (4314.496, 3525.053); (4334.889, 3527.041); (4350.187, 3528.914); (4357.653, 3532.111); (4346.565, 3539.997)"
570,"(1392.156, 3062.587); (1348.635, 3063.099); (1271.631, 3060.774); (1176.377, 3050.947); (1056.915, 2990.838); (1043.089, 2982.832); (1036.698, 2970.518); (1033.384, 2963.651); (1062.707, 2589.180); (1068.036, 2553.777); (1079.131, 2520.659); (1288.214, 2160.511); (1296.900, 2146.860); (1321.268, 2127.553); (1402.977, 2064.122); (1405.586, 2064.802); (1405.404, 2078.306); (1405.217, 2092.190)"
571,"(7081.014, 3551.980); (7097.097, 3547.860); (7138.815, 3551.184); (7154.949, 3553.350); (7159.458, 3555.364); (7164.444, 3558.546); (7160.384, 3565.899); (7125.691, 3574.929); (7110.952, 3573.714); (7099.493, 3570.933); (7091.920, 3566.963); (7084.352, 3562.137)"
572,"(2251.058, 3728.386); (2249.053, 3724.246); (2253.478, 3719.684); (2258.589, 3716.701); (2276.265, 3714.361); (2299.053, 3711.886); (2308.526, 3713.229); (2322.081, 3721.408); (2301.227, 3728.403); (2267.791, 3734.703)"
573,"(3599.911, 3513.697); (3592.622, 3258.483); (3596.875, 2884.922); (3605.147, 2814.191); (3850.035, 2799.598); (3859.243, 2810.316); (3865.590, 2845.649); (3799.721, 3217.531); (3793.154, 3242.728); (3792.010, 3245.682); (3615.654, 3569.721); (3611.836, 3574.516)"
574,"(5520.203, 3629.749); (5512.555, 3620.277); (5512.722, 3603.517); (5514.563, 3595.950); (5519.830, 3592.830); (5559.925, 3591.486); (5572.502, 3591.369); (5582.079, 3592.700); (5591.803, 3594.927); (5612.296, 3606.818); (5609.643, 3616.828); (5607.611, 3622.752); (5600.624, 3632.888); (5592.840, 3636.930); (5584.194, 3638.879); (5576.584, 3638.420); (5546.714, 3635.793)"
575,"(3016.530, 3457.684); (3022.068, 3453.844); (3029.021, 3456.384); (3037.800, 3460.055); (3032.648, 3463.202); (3019.731, 3462.081)"
576,"(2441.464, 3696.984); (2440.627, 3679.102); (2446.685, 3663.565); (2455.573, 3653.503); (2477.756, 3637.534); (2482.645, 3634.299); (2509.165, 3633.299); (2522.500, 3636.542); (2528.887, 3639.474); (2541.339, 3652.228); (2536.644, 3661.732); (2527.384, 3677.705); (2523.020, 3681.011); (2514.168, 3686.123); (2498.365, 3694.068); (2488.374, 3698.691); (2476.677, 3701.478); (2456.504, 3702.581); (2453.882, 3702.330); (2447.243, 3700.745)"
577,"(7006.173, 4087.124); (6936.233, 4086.551); (6925.773, 4075.014); (6920.730, 4068.837); (6927.289, 4067.410); (6946.560, 4063.921); (6972.586, 4062.197); (7025.197, 4067.153); (7032.906, 4073.594); (7023.492, 4080.264)"
578,"(343.313, 3327.774); (358.439, 3327.175); (369.867, 3330.842); (377.477, 3340.533); (382.129, 3346.614); (385.939, 3367.638); (384.366, 3374.107); (381.388, 3379.905); (379.049, 3382.774); (333.580, 3379.226); (330.816, 3373.643); (329.115, 3341.488); (333.987, 3334.969)"
579,"(5072.668, 3951.581); (5064.585, 3946.215); (5068.606, 3938.484); (5076.995, 3934.662); (5094.604, 3932.814); (5159.597, 3936.012); (5171.553, 3942.300); (5155.772, 3957.839); (5151.632, 3959.125); (5108.167, 3955.474); (5083.145, 3953.047)"
580,"(2216.874, 3404.687); (2221.104, 3396.897); (2272.931, 3400.466); (2270.833, 3409.509); (2250.081, 3414.521); (2242.100, 3414.805); (2227.121, 3413.675); (2220.328, 3412.737)"
581,"(5605.377, 3868.758); (5615.596, 3891.430); (5603.582, 3894.881); (5535.130, 3888.753); (5523.870, 3885.258); (5518.672, 3881.526); (5514.575, 3875.376); (5513.096, 3870.149); (5519.197, 3866.928); (5526.314, 3863.721); (5561.260, 3863.631)"
582,"(616.575, 3211.666); (626.313, 3205.807); (639.751, 3212.090); (635.847, 3218.394); (626.208, 3222.596); (621.549, 3219.273)"
583,"(4781.848, 3718.957); (4761.146, 3714.305); (4774.323, 3706.934); (4789.808, 3704.713); (4792.452, 3707.499); (4796.384, 3711.850); (4790.282, 3717.342)"
584,"(4094.914, 3843.099); (4097.614, 3852.941); (4086.168, 3861.368); (4077.148, 3862.835); (4052.627, 3861.925); (4046.637, 3861.667); (4014.820, 3859.378); (4009.136, 3857.199); (4009.286, 3850.984); (4018.924, 3844.565); (4041.304, 3842.730); (4066.116, 3842.491)"
585,"(3551.882, 3110.357); (3544.717, 3110.673); (3548.561, 3106.272); (3551.697, 3105.441)"
586,"(715.990, 3142.760); (713.365, 3139.057); (717.383, 3138.392); (723.698, 3140.898); (719.957, 3142.449)"
587,"(209.261, 3287.459); (200.811, 3277.681); (204.448, 3270.931); (217.397, 3264.911); (231.305, 3270.464); (231.751, 3275.812); (224.808, 3283.266)"
588,"(3319.017, 3574.709); (3305.257, 3543.937); (3307.999, 3531.402); (3341.069, 3520.767); (3339.328, 3533.209); (3326.783, 3572.967)"
589,"(2024.935, 3225.108); (2035.477, 3224.526); (2048.090, 3239.228); (2038.139, 3239.139); (2030.437, 3233.323)"
590,"(8137.137, 3171.872); (8143.536, 3167.728); (8148.859, 3174.830); (8144.108, 3174.367)"
591,"(2015.125, 3499.644); (2004.799, 3509.978); (1997.795, 3510.601); (1988.259, 3511.345); (1982.710, 3510.946); (1977.620, 3509.539); (1970.232, 3506.809); (1961.145, 3501.608); (1965.171, 3499.612); (1982.144, 3495.424); (2001.533, 3496.875)"
592,"(2076.808, 3202.390); (2078.583, 3213.658); (2077.959, 3221.129); (2069.358, 3222.820); (2061.834, 3215.888); (2056.699, 3207.997); (2061.399, 3205.369); (2069.898, 3202.396)"
593,"(4988.975, 3159.197); (4985.041, 3150.220); (4992.003, 3149.492); (4995.619, 3155.689)"
594,"(7648.793, 3319.013); (7640.693, 3307.643); (7652.407, 3303.836); (7667.194, 3312.872); (7660.565, 3316.002)"
595,"(7861.160, 3974.815); (7848.701, 3967.662); (7865.696, 3966.375); (7876.274, 3968.130); (7868.913, 3973.829)"
596,"(6891.364, 4071.892); (6893.935, 4081.606); (6887.579, 4084.274); (6877.529, 4087.019); (6867.001, 4086.149); (6859.864, 4084.248); (6848.553, 4079.059); (6841.046, 4075.379); (6857.685, 4072.872)"
597,"(8153.374, 3264.486); (8156.119, 3257.921); (8160.966, 3256.766); (8165.147, 3257.077); (8173.246, 3261.144); (8177.488, 3267.273); (8171.928, 3271.017); (8164.721, 3270.198); (8158.679, 3269.369)"
598,"(3827.614, 3330.967); (3846.340, 3330.513); (3852.736, 3335.505); (3856.301, 3343.354); (3850.425, 3348.149); (3830.243, 3351.233); (3824.203, 3346.945); (3817.459, 3339.066); (3822.611, 3334.213)"
599,"(1017.256, 3171.302); (1020.533, 3161.064); (1028.400, 3165.120); (1021.054, 3175.339)"
600,"(4366.917, 3566.612); (4350.198, 3574.139); (4335.868, 3575.294); (4328.558, 3571.878); (4331.888, 3563.433); (4344.488, 3559.415); (4350.369, 3560.403)"
601,"(3926.587, 3167.610); (3921.267, 3174.524); (3914.515, 3171.544); (3912.844, 3166.533); (3916.500, 3165.492)"
602,"(8153.492, 4053.726); (8159.866, 4041.521); (8170.602, 4041.404); (8180.708, 4045.054); (8183.904, 4050.598); (8178.531, 4054.696); (8169.126, 4054.856)"
603,"(5496.929, 3539.426); (5471.628, 3543.350); (5463.316, 3541.753); (5448.771, 3533.114); (5463.437, 3529.782); (5488.566, 3526.885); (5493.067, 3532.353)"
604,"(5576.851, 3231.574); (5585.169, 3225.159); (5590.236, 3227.246); (5596.965, 3231.219); (5598.485, 3239.060); (5578.236, 3235.857)"
605,"(7094.294, 3431.271); (7081.229, 3427.790); (7085.877, 3419.213); (7093.301, 3416.654); (7097.542, 3416.995)"
606,"(1832.823, 3271.073); (1842.097, 3259.185); (1851.490, 3264.989); (1846.467, 3268.044)"
607,"(4552.593, 3209.605); (4564.249, 3207.149); (4569.491, 3209.585); (4573.850, 3215.203); (4565.561, 3223.437); (4561.051, 3223.467); (4554.998, 3218.931)"
608,"(1803.290, 3314.662); (1800.837, 3301.359); (1806.428, 3299.469); (1813.826, 3297.708); (1828.469, 3295.655); (1835.286, 3303.539); (1836.677, 3307.022); (1835.535, 3310.982); (1830.084, 3313.779); (1819.158, 3318.661)"
609,"(7683.359, 4077.774); (7683.300, 4086.709); (7669.501, 4086.662); (7639.742, 4086.233); (7607.793, 4082.977); (7592.930, 4077.116); (7599.857, 4068.761); (7610.721, 4068.335); (7642.473, 4068.565); (7661.333, 4069.128); (7670.334, 4069.942); (7677.744, 4072.374)"
610,"(216.656, 3139.538); (218.718, 3133.402); (227.331, 3133.792); (227.594, 3142.664); (219.973, 3143.477)"
611,"(1098.890, 3375.400); (1097.112, 3370.816); (1104.575, 3370.962); (1115.503, 3373.657); (1120.049, 3375.675); (1114.219, 3380.221); (1107.998, 3382.642)"
612,"(6088.860, 3246.779); (6093.241, 3235.558); (6110.095, 3236.866); (6113.059, 3248.943); (6106.683, 3251.934); (6097.482, 3255.302); (6090.385, 3254.554)"
613,"(5065.458, 3370.390); (5073.294, 3363.261); (5083.381, 3362.616); (5101.144, 3367.520); (5109.733, 3376.787); (5102.628, 3381.553); (5096.949, 3382.589); (5089.762, 3381.538); (5072.382, 3376.537)"
614,"(312.595, 3173.157); (320.923, 3163.959); (328.174, 3170.917); (319.832, 3174.679)"
615,"(4633.416, 3173.959); (4633.977, 3161.729); (4641.069, 3163.771); (4640.405, 3174.694)"
616,"(3294.978, 3174.922); (3288.810, 3166.983); (3295.232, 3167.727); (3302.981, 3170.109)"
617,"(3796.554, 3301.775); (3819.286, 3305.053); (3814.834, 3315.187); (3803.844, 3318.807); (3792.553, 3315.492); (3785.042, 3309.995); (3786.635, 3306.345)"
618,"(3228.897, 3541.395); (3225.402, 3534.097); (3227.479, 3530.597); (3248.121, 3531.432); (3252.734, 3533.996); (3245.684, 3540.852); (3237.052, 3543.171)"
619,"(5325.292, 3966.709); (5307.578, 3975.367); (5277.047, 3970.776); (5273.005, 3967.728); (5280.525, 3962.244); (5292.999, 3959.706); (5315.981, 3959.514)"
620,"(3199.105, 3213.573); (3177.430, 3223.023); (3181.389, 3211.658); (3191.117, 3200.669)"
621,"(5068.831, 3767.128); (5065.042, 3762.469); (5070.814, 3758.247); (5082.117, 3759.082)"
622,"(8028.224, 3430.645); (8025.370, 3419.864); (8026.318, 3412.892); (8029.086, 3415.499); (8033.691, 3420.005)"
623,"(3384.520, 3332.902); (3395.565, 3323.391); (3408.108, 3331.704); (3395.603, 3335.312)"
624,"(3538.774, 3238.970); (3528.811, 3232.534); (3538.741, 3231.162); (3546.140, 3233.955)"
625,"(5331.079, 3254.500); (5320.955, 3248.331); (5326.790, 3240.447); (5332.459, 3239.916); (5339.362, 3239.452); (5342.193, 3243.599); (5344.121, 3250.953); (5338.074, 3253.861)"
626,"(7772.952, 3226.303); (7771.046, 3239.205); (7757.118, 3237.220); (7752.555, 3231.271); (7766.903, 3226.501)"
627,"(5544.165, 3185.968); (5539.222, 3191.238); (5534.495, 3190.934); (5529.343, 3186.497); (5535.833, 3183.929)"
628,"(3580.807, 3142.728); (3577.485, 3139.370); (3581.682, 3137.882); (3587.452, 3137.816)"
629,"(5605.289, 4023.229); (5592.902, 4017.022); (5602.230, 4011.271); (5610.355, 4008.697); (5626.126, 4012.656); (5616.823, 4020.140); (5611.823, 4021.628)"
630,"(7423.364, 3109.813); (7416.976, 3111.336); (7418.823, 3104.708)"
631,"(5352.764, 3578.184); (5363.118, 3569.539); (5366.700, 3572.799); (5367.711, 3585.730); (5362.989, 3591.072)"
632,"(1077.871, 3254.594); (1065.421, 3239.890); (1081.839, 3241.026); (1083.347, 3250.777)"
633,"(6920.899, 3989.667); (6935.511, 3984.747); (6943.566, 3986.836); (6934.139, 3990.678)"
634,"(6640.886, 3191.137); (6632.896, 3184.458); (6638.714, 3181.277); (6648.000, 3182.496)"
635,"(680.826, 3142.099); (685.484, 3136.725); (691.666, 3138.680); (687.741, 3142.892)"
636,"(3993.976, 3839.869); (3988.449, 3846.560); (3982.044, 3844.483); (3977.057, 3840.048); (3985.305, 3838.749)"
637,"(8162.696, 4073.277); (8172.800, 4081.941); (8165.905, 4085.096); (8155.675, 4086.833); (8147.707, 4087.468); (8137.480, 4082.530); (8153.688, 4076.292)"
638,"(5177.338, 3170.990); (5180.477, 3164.754); (5190.151, 3168.071); (5186.216, 3174.550); (5180.768, 3175.402)"
639,"(7777.236, 3206.892); (7769.239, 3199.870); (7775.127, 3197.139); (7784.558, 3202.539)"
640,"(6095.708, 3174.673); (6089.001, 3171.982); (6095.247, 3170.312); (6101.016, 3169.893)"
641,"(3087.483, 3395.098); (3080.934, 3372.210); (3085.505, 3363.374); (3103.810, 3367.729); (3112.955, 3371.020); (3117.701, 3373.051); (3126.599, 3378.149); (3126.947, 3385.706); (3116.689, 3401.434); (3112.689, 3406.983); (3111.001, 3408.982); (3103.969, 3413.741); (3096.374, 3414.809); (3094.374, 3412.987)"
642,"(3879.300, 3239.046); (3865.084, 3233.618); (3878.213, 3228.912); (3886.919, 3230.223)"
643,"(3400.502, 3251.296); (3410.458, 3238.181); (3416.841, 3247.545); (3413.457, 3254.898); (3408.266, 3253.592)"
644,"(8100.132, 4079.252); (8105.542, 4084.637); (8097.311, 4086.101); (8076.631, 4087.431); (8073.268, 4085.693); (8078.253, 4082.925); (8090.583, 4078.438)"
645,"(2472.768, 3552.406); (2476.858, 3545.001); (2482.933, 3545.573); (2496.917, 3558.568); (2480.627, 3557.104)"
646,"(3177.661, 3111.261); (3176.589, 3104.557); (3183.694, 3105.868); (3184.169, 3110.755)"
647,"(6137.404, 3714.490); (6142.098, 3708.461); (6141.022, 3717.705); (6137.968, 3718.528)"
648,"(2136.685, 3188.823); (2142.634, 3184.136); (2149.762, 3186.535); (2152.679, 3190.870); (2148.916, 3190.474)"
649,"(8182.674, 3398.649); (8168.941, 3394.426); (8169.424, 3379.170); (8178.574, 3383.720)"
650,"(1044.398, 3614.846); (1026.381, 3622.827); (1021.009, 3618.280); (1017.143, 3614.469); (1024.300, 3611.600); (1029.701, 3609.888)"
651,"(3247.569, 3333.919); (3248.137, 3346.415); (3247.470, 3351.388); (3229.787, 3350.405); (3215.078, 3349.502); (3212.416, 3348.918); (3209.026, 3345.042); (3211.254, 3339.267); (3217.483, 3332.967); (3224.173, 3328.225); (3235.696, 3325.864); (3242.046, 3329.454)"
652,"(2048.579, 3174.824); (2040.761, 3172.824); (2047.620, 3168.827); (2055.487, 3169.034)"
653,"(4302.988, 3173.789); (4296.758, 3174.899); (4302.198, 3167.328); (4310.445, 3164.874); (4309.889, 3170.236)"
654,"(8174.508, 3207.342); (8169.061, 3200.783); (8179.797, 3197.817); (8183.679, 3203.296)"
655,"(5509.677, 3177.845); (5512.456, 3186.817); (5509.370, 3191.244); (5501.939, 3190.473); (5496.709, 3185.660); (5501.760, 3181.873)"
656,"(4473.324, 3714.102); (4493.806, 3707.787); (4502.363, 3708.452); (4507.238, 3716.150); (4496.650, 3719.226)"
657,"(7561.015, 3199.409); (7570.790, 3195.131); (7577.948, 3207.094); (7569.882, 3205.850)"
658,"(690.262, 3175.144); (680.647, 3164.515); (687.579, 3163.944); (694.322, 3166.495); (695.500, 3172.231)"
659,"(680.497, 4023.361); (665.207, 4015.026); (679.566, 4011.710); (694.151, 4018.568)"
660,"(2389.151, 3271.172); (2376.536, 3263.909); (2387.195, 3262.239); (2393.711, 3263.911)"
661,"(5426.799, 3239.264); (5417.290, 3231.086); (5420.811, 3227.764); (5427.559, 3225.331); (5434.765, 3228.215); (5437.965, 3229.642); (5430.180, 3237.047)"
662,"(3945.440, 3203.883); (3955.556, 3206.152); (3967.104, 3223.043); (3961.140, 3221.318); (3952.553, 3215.075)"
663,"(1656.568, 3152.327); (1668.626, 3148.846); (1662.262, 3158.983)"
664,"(8136.661, 3201.438); (8145.303, 3195.747); (8154.049, 3203.722); (8147.131, 3207.219)"
665,"(4459.570, 3201.434); (4457.433, 3207.274); (4448.878, 3204.357); (4441.238, 3197.123); (4456.285, 3195.983)"
666,"(3376.683, 3282.418); (3369.279, 3269.783); (3383.890, 3268.974); (3396.759, 3269.845); (3385.880, 3282.745); (3381.598, 3287.074)"
667,"(3285.893, 3518.837); (3292.117, 3521.149); (3280.915, 3527.219); (3272.979, 3525.376); (3279.277, 3519.202)"
668,"(5214.031, 3127.345); (5209.009, 3124.449); (5214.362, 3122.945); (5216.615, 3122.748)"
669,"(4521.448, 3152.803); (4527.549, 3147.936); (4531.953, 3154.680); (4525.374, 3159.423)"
670,"(5530.551, 3159.439); (5529.337, 3150.575); (5535.340, 3150.936); (5539.870, 3158.555)"
671,"(397.426, 3158.547); (392.881, 3150.948); (397.642, 3149.031); (405.250, 3148.009)"
672,"(7634.952, 3222.572); (7625.440, 3208.924); (7632.372, 3207.212); (7644.734, 3216.191)"
673,"(5384.859, 3596.554); (5387.184, 3577.238); (5392.869, 3566.728); (5398.880, 3560.687); (5403.229, 3559.727); (5467.388, 3567.917); (5474.442, 3575.172); (5486.681, 3609.486); (5486.967, 3619.143); (5486.218, 3634.847); (5475.240, 3639.043); (5390.057, 3630.375); (5386.057, 3606.276)"
674,"(1960.866, 3608.505); (1967.758, 3604.120); (1973.766, 3603.927); (1978.047, 3605.165); (1984.811, 3609.042); (1998.749, 3628.653); (2003.101, 3634.904); (2001.368, 3638.922); (1994.581, 3639.287); (1986.247, 3637.715); (1979.241, 3634.741); (1975.744, 3630.495); (1970.257, 3622.895); (1964.717, 3615.133)"
675,"(5627.916, 3208.053); (5628.697, 3214.741); (5624.190, 3221.419); (5620.004, 3223.071); (5616.747, 3219.867); (5608.791, 3208.565); (5621.304, 3206.701)"
676,"(3080.808, 23.514); (3344.651, 15.691); (3996.447, 25.361); (4062.437, 28.402); (4071.505, 48.248); (4076.463, 61.024); (4080.410, 433.885); (4079.333, 915.571); (4078.051, 969.917); (4077.253, 982.014); (4075.104, 1008.074); (4057.148, 1012.351); (4010.358, 1013.772); (3592.771, 1015.485); (3159.973, 1014.842); (3088.329, 1011.822); (3086.343, 986.597); (3080.509, 899.838); (3080.537, 474.003)"
677,"(34.083, 3350.627); (27.505, 3348.821); (15.708, 3338.273); (8.786, 3331.598); (10.625, 3325.618); (13.642, 3317.708); (29.499, 3319.683); (46.722, 3322.884); (48.911, 3331.386); (41.350, 3343.432)"
678,"(6623.927, 3763.081); (6617.184, 4022.763); (6607.706, 4079.500); (6560.333, 4084.351); (6532.439, 4086.546); (6353.743, 4087.301); (6209.233, 4087.395); (6181.395, 4086.038); (6157.360, 4083.543); (6153.004, 4080.107); (6153.027, 4078.437); (6153.309, 4057.441); (6153.913, 4012.593); (6155.766, 3874.895); (6158.350, 3682.887); (6162.089, 3405.009); (6165.993, 3114.952); (6166.149, 3103.378); (6204.684, 3098.720); (6226.854, 3096.221); (6313.489, 3090.143); (6410.169, 3087.990); (6600.195, 3092.630); (6610.062, 3112.596); (6613.869, 3131.425); (6623.826, 3223.080)"
679,"(8064.125, 3895.382); (8052.877, 3893.320); (8042.981, 3886.959); (8041.432, 3882.897); (8051.532, 3877.845); (8110.027, 3863.389); (8119.299, 3862.077); (8143.336, 3862.719); (8154.722, 3866.058); (8146.169, 3873.038); (8137.594, 3879.390); (8131.889, 3883.323); (8118.679, 3887.279); (8083.229, 3894.137)"
680,"(3529.489, 3466.594); (3538.136, 3459.154); (3575.278, 3455.640); (3579.662, 3458.030); (3594.633, 3470.653); (3586.254, 3475.505); (3581.035, 3476.670); (3559.510, 3478.815); (3538.454, 3477.840); (3531.068, 3474.386)"
681,"(2441.459, 3403.576); (2445.482, 3399.679); (2453.869, 3396.493); (2461.615, 3393.617); (2482.071, 3399.899); (2491.136, 3405.222); (2495.969, 3408.361); (2489.971, 3413.887); (2466.966, 3415.260); (2454.135, 3413.287)"
682,"(6105.051, 3511.387); (6104.834, 3520.211); (6100.878, 3534.209); (6093.586, 3538.167); (6086.318, 3541.743); (6077.905, 3542.564); (6066.758, 3540.841); (6061.469, 3539.703); (6046.601, 3533.411); (6039.182, 3529.302); (6025.040, 3520.531); (6028.771, 3514.344); (6036.197, 3508.718); (6091.481, 3505.753); (6098.828, 3506.874)"
683,"(195.891, 3241.043); (190.275, 3254.763); (185.040, 3254.573); (176.922, 3250.254); (168.801, 3244.196); (171.079, 3235.276); (175.839, 3235.107); (192.763, 3239.532)"
684,"(2217.055, 3451.589); (2231.194, 3448.736); (2271.892, 3458.743); (2286.049, 3465.628); (2280.621, 3471.321); (2276.423, 3473.882); (2236.226, 3478.630); (2225.800, 3478.737); (2224.781, 3476.054)"
685,"(6029.785, 3667.595); (6025.265, 3663.052); (6025.332, 3655.030); (6051.056, 3650.182); (6064.904, 3650.688); (6093.782, 3657.396); (6088.725, 3662.660); (6077.226, 3670.736); (6057.086, 3669.824); (6048.690, 3669.222)"
686,"(5256.717, 3506.494); (5256.579, 3495.656); (5360.840, 3439.685); (5370.072, 3435.819); (5394.314, 3435.524); (5396.227, 3435.653); (5430.949, 3441.918); (5433.991, 3445.265); (5436.156, 3463.517); (5435.196, 3512.384); (5430.673, 3518.802); (5396.206, 3535.502); (5381.477, 3542.212); (5329.314, 3558.821); (5274.540, 3574.890); (5266.304, 3548.026)"
687,"(6632.789, 3359.908); (6655.368, 3355.550); (6662.015, 3356.760); (6668.000, 3361.269); (6676.543, 3376.045); (6672.866, 3382.714); (6657.135, 3379.353)"
688,"(5435.146, 3401.225); (5437.003, 3412.205); (5425.586, 3414.324); (5402.162, 3414.755); (5384.862, 3404.489); (5391.443, 3395.807); (5400.106, 3392.453); (5411.218, 3394.940); (5425.714, 3398.304)"
689,"(7976.998, 3372.349); (7977.626, 3367.100); (7992.895, 3361.307); (8011.494, 3367.856); (8017.930, 3374.948); (8013.425, 3380.010); (8008.977, 3382.309); (7988.956, 3383.055); (7983.365, 3380.275)"
690,"(4679.690, 3734.128); (4648.780, 3724.648); (4653.426, 3718.216); (4691.542, 3715.765); (4700.209, 3717.629); (4707.241, 3719.531); (4716.754, 3724.776); (4700.070, 3735.236); (4686.633, 3735.329)"
691,"(7467.748, 3976.020); (7465.443, 3968.028); (7477.786, 3966.124); (7526.981, 3968.228); (7539.933, 3974.268); (7544.841, 3980.017); (7541.526, 3985.552); (7529.885, 3988.204); (7502.998, 3991.439); (7476.644, 3991.465)"
692,"(8056.702, 3240.375); (8081.372, 3244.658); (8075.450, 3250.079); (8069.009, 3254.576); (8063.062, 3255.261); (8057.551, 3252.666); (8056.835, 3246.239)"
693,"(456.891, 3182.914); (464.962, 3172.130); (469.600, 3172.227); (476.268, 3184.178); (468.572, 3190.396); (465.664, 3190.779); (463.431, 3190.518); (458.836, 3189.507)"
694,"(4701.474, 3319.456); (4694.782, 3317.544); (4688.161, 3311.302); (4680.971, 3303.556); (4681.967, 3291.243); (4692.035, 3287.337); (4703.207, 3285.747); (4712.895, 3291.235); (4703.700, 3314.306)"
695,"(59.773, 3158.655); (56.798, 3153.158); (60.644, 3147.158); (66.925, 3147.935); (65.412, 3155.881)"
696,"(4665.414, 3332.185); (4671.194, 3328.350); (4679.279, 3333.541); (4672.895, 3335.433)"
697,"(8072.799, 3339.151); (8075.524, 3323.365); (8078.728, 3318.145); (8085.647, 3315.467); (8099.555, 3328.078); (8110.462, 3338.978); (8108.752, 3346.734); (8081.677, 3350.636); (8075.753, 3348.270)"
698,"(3017.300, 3919.165); (3022.963, 3913.415); (3042.709, 3910.631); (3055.275, 3913.608); (3061.066, 3917.044); (3066.588, 3921.722); (3060.209, 3927.058); (3051.577, 3927.317); (3023.837, 3921.684)"
699,"(2281.191, 3309.740); (2289.029, 3302.188); (2306.701, 3296.402); (2313.261, 3301.183); (2315.688, 3308.790); (2312.692, 3311.925); (2305.581, 3318.862); (2285.237, 3313.413)"
700,"(1737.295, 3245.426); (1739.338, 3234.377); (1758.751, 3239.351); (1763.111, 3248.478); (1753.697, 3252.100); (1746.734, 3254.636); (1741.578, 3254.558)"
701,"(2434.013, 3490.211); (2424.039, 3494.543); (2417.956, 3493.628); (2413.447, 3491.341); (2409.126, 3487.871); (2415.614, 3484.856); (2430.468, 3485.324)"
702,"(4608.477, 3109.728); (4601.216, 3111.080); (4603.461, 3104.933)"
703,"(854.532, 3287.271); (840.804, 3273.824); (844.641, 3271.744); (862.729, 3271.498); (868.035, 3274.982); (871.386, 3280.417); (865.633, 3285.925)"
704,"(1112.696, 3195.283); (1122.437, 3191.502); (1130.497, 3193.633); (1132.352, 3204.042); (1123.997, 3206.532); (1114.504, 3202.517)"
705,"(5077.349, 3519.218); (5069.996, 3527.305); (5061.404, 3524.842); (5048.974, 3519.751); (5055.128, 3513.796); (5065.355, 3513.126)"
