NO,Polygon Points
1666,"(6833.597, 3549.196); (6737.579, 3630.849); (6740.397, 3622.656); (6743.699, 3617.877)"
1667,"(7313.574, 3648.107); (7347.532, 3666.979); (7340.891, 3684.388); (7313.874, 3694.120); (7274.497, 3693.754); (7261.398, 3686.185); (7252.782, 3680.056); (7249.143, 3649.365); (7275.010, 3644.227)"
1668,"(7372.644, 3566.484); (7359.072, 3563.267); (7319.855, 3512.819); (7313.734, 3498.387); (7315.355, 3476.225); (7363.794, 3471.575); (7376.188, 3473.743); (7382.146, 3481.698); (7391.748, 3508.666); (7393.754, 3517.558); (7391.449, 3540.575); (7386.368, 3557.979)"
1669,"(2006.387, 2848.852); (2001.700, 2831.994); (2011.841, 2803.281); (2029.360, 2788.384); (2056.102, 2786.198); (2068.255, 2789.187); (2076.557, 2808.814); (2061.535, 2856.766); (2048.923, 2861.565); (2023.947, 2858.384)"
1670,"(5860.797, 1966.005); (5847.948, 1965.916); (5844.194, 1951.760); (5842.746, 1938.827); (5841.813, 1914.071); (5858.640, 1914.741); (5864.991, 1917.402); (5883.575, 1931.408); (5890.571, 1942.768); (5887.437, 1953.363); (5867.008, 1965.584)"
1671,"(5266.150, 3803.370); (5273.446, 3753.594); (5294.625, 3730.089); (5304.178, 3722.760); (5315.325, 3719.289); (5331.432, 3721.132); (5345.884, 3770.509); (5329.346, 3798.096); (5281.406, 3818.574); (5272.174, 3821.512)"
1672,"(5393.577, 3770.133); (5412.978, 3738.207); (5437.783, 3729.309); (5462.366, 3730.041); (5481.171, 3752.911); (5493.784, 3769.707); (5496.247, 3793.404); (5474.707, 3817.601); (5466.653, 3821.408); (5458.443, 3822.320); (5412.693, 3803.396); (5404.815, 3789.908)"
1673,"(1007.477, 2989.638); (977.474, 2944.667); (994.499, 2937.865); (1016.713, 2935.298); (1031.121, 2940.179); (1050.418, 2950.138); (1055.125, 2962.079); (1034.650, 2979.629)"
1674,"(5449.356, 1175.800); (5447.809, 1198.072); (5440.865, 1195.829); (5426.702, 1177.509); (5441.720, 1167.203); (5446.943, 1169.102)"
1675,"(7256.835, 3806.295); (7250.767, 3789.144); (7255.610, 3763.722); (7258.140, 3757.290); (7278.145, 3758.041); (7325.626, 3767.558); (7337.125, 3771.047); (7350.246, 3775.890); (7332.807, 3797.083); (7300.525, 3814.167); (7284.097, 3822.194); (7275.832, 3820.206); (7267.644, 3816.206)"
1676,"(3922.905, 3704.761); (3968.319, 3659.774); (3981.121, 3657.446); (3990.673, 3700.519); (3994.464, 3733.269); (3995.242, 3747.186); (3990.148, 3757.778); (3975.055, 3755.768); (3929.049, 3721.217)"
1677,"(6175.019, 3029.557); (6172.416, 3053.404); (6165.324, 3053.060); (6106.051, 3006.437); (6097.754, 2989.790); (6108.068, 2990.065); (6124.774, 2992.796); (6138.793, 2995.604); (6165.669, 3012.331); (6173.156, 3018.617)"
1678,"(1329.321, 7414.537); (1333.494, 7411.101); (1373.904, 7407.611); (1408.348, 7411.306); (1426.168, 7433.987); (1414.679, 7438.689); (1374.615, 7438.679); (1335.971, 7437.063); (1330.357, 7429.848)"
1679,"(3473.019, 3043.322); (3476.500, 3021.583); (3489.877, 3018.022); (3512.181, 3013.928); (3535.337, 3015.905); (3548.840, 3026.003); (3554.624, 3038.357); (3547.948, 3044.856); (3517.033, 3053.174); (3502.837, 3050.584); (3482.279, 3046.272)"
1680,"(6800.037, 2708.284); (6807.768, 2726.229); (6801.082, 2734.023); (6750.485, 2732.487); (6738.126, 2727.745); (6739.445, 2716.662); (6761.412, 2694.544); (6777.373, 2696.801); (6792.384, 2703.622)"
1681,"(447.767, 3474.445); (483.618, 3470.422); (485.795, 3481.903); (488.463, 3505.212); (488.751, 3549.236); (485.677, 3564.230); (452.800, 3565.693); (440.820, 3555.501); (405.037, 3515.259); (402.370, 3505.503); (413.208, 3491.815)"
1682,"(3697.083, 4558.290); (3665.682, 4543.362); (3689.258, 4542.466)"
1683,"(6418.194, 2969.789); (6450.097, 2951.639); (6484.075, 2954.005); (6489.882, 2968.796); (6496.212, 2987.951); (6490.068, 2989.690); (6438.248, 2975.791)"
1684,"(6195.942, 2188.104); (6219.225, 2200.905); (6208.104, 2210.878); (6194.704, 2216.631); (6176.624, 2221.024); (6162.832, 2209.480); (6171.221, 2197.147); (6180.141, 2193.589)"
1685,"(8081.558, 2102.089); (8113.721, 2102.011); (8123.539, 2110.022); (8134.212, 2141.183); (8137.710, 2158.400); (8131.036, 2158.646); (8106.614, 2154.121); (8090.073, 2144.086); (8081.617, 2135.538)"
1686,"(4901.179, 4634.943); (5254.421, 4649.033); (5262.634, 4653.887); (5347.100, 4708.076); (5374.279, 4762.087); (5371.055, 4778.425); (5360.681, 4781.436); (4881.840, 4780.381); (4860.955, 4777.208); (4817.513, 4765.657); (4832.482, 4703.914); (4837.905, 4689.281); (4846.163, 4677.469); (4865.781, 4652.337)"
1687,"(5459.030, 910.270); (5457.207, 896.990); (5463.445, 888.436); (5470.007, 898.518); (5471.634, 902.814)"
1688,"(3793.636, 6584.538); (3842.948, 6522.853); (4051.180, 6568.274); (4073.137, 6583.665); (4079.449, 6633.006); (4067.831, 6638.666); (3837.767, 6629.183); (3828.706, 6627.556); (3822.746, 6622.906); (3814.201, 6615.403)"
1689,"(3313.813, 1106.021); (3329.386, 1105.933); (3335.815, 1111.420); (3329.397, 1124.231); (3321.647, 1134.401); (3317.253, 1120.321)"
1690,"(5745.212, 1529.259); (5763.247, 1524.823); (5785.072, 1549.707); (5765.036, 1550.236)"
1691,"(2377.892, 2628.401); (2375.989, 2669.079); (2328.882, 2670.626); (2322.854, 2658.948); (2324.470, 2650.045); (2341.142, 2599.733); (2352.947, 2605.314); (2372.245, 2615.305); (2377.297, 2620.465)"
1692,"(7553.845, 3352.195); (7561.285, 3358.184); (7557.750, 3390.002); (7531.032, 3425.847); (7517.935, 3437.528); (7505.810, 3429.937); (7506.938, 3395.767); (7513.960, 3381.292); (7535.379, 3357.763); (7545.708, 3350.017)"
1693,"(3656.398, 3471.009); (3660.018, 3558.453); (3650.308, 3565.651); (3635.792, 3563.368); (3602.198, 3507.612); (3601.445, 3496.187); (3608.357, 3488.416); (3639.482, 3471.612)"
1694,"(3746.029, 1844.326); (3744.522, 1869.761); (3731.130, 1865.549); (3698.350, 1848.064); (3732.581, 1843.717)"
1695,"(7569.588, 2307.547); (7596.672, 2290.499); (7608.128, 2302.112); (7620.658, 2345.590); (7613.497, 2350.516); (7582.289, 2336.664)"
1696,"(1953.616, 1288.636); (1938.694, 1293.732); (1943.832, 1276.282); (1958.774, 1270.872); (1971.245, 1269.075)"
1697,"(2644.507, 1963.020); (2642.220, 1948.475); (2648.879, 1941.994); (2667.606, 1930.502); (2683.955, 1935.738); (2693.774, 1940.659); (2688.287, 1957.564); (2681.983, 1965.440)"
1698,"(5746.818, 1760.328); (5773.377, 1754.160); (5791.072, 1751.559); (5791.873, 1764.073); (5791.994, 1766.298); (5782.575, 1770.294); (5767.422, 1773.475); (5758.216, 1774.667); (5753.725, 1773.238)"
1699,"(1499.965, 3995.343); (1521.713, 4068.755); (1507.931, 4078.807); (1489.926, 4065.317); (1493.222, 4041.238)"
1700,"(2066.680, 2715.416); (2072.850, 2661.273); (2086.567, 2671.464); (2110.601, 2694.648); (2118.249, 2702.236); (2119.951, 2712.177); (2121.996, 2728.280); (2098.540, 2734.648); (2080.588, 2731.280)"
1701,"(3439.139, 5899.207); (3489.409, 5912.984); (3479.983, 5929.487); (3462.306, 5933.855); (3438.328, 5933.706); (3410.572, 5921.916); (3422.805, 5906.285)"
1702,"(2577.973, 2693.488); (2595.522, 2663.855); (2617.915, 2663.636); (2630.875, 2670.816); (2648.840, 2715.073); (2649.528, 2729.475); (2641.095, 2733.658)"
1703,"(27.513, 4712.879); (17.547, 4703.708); (41.559, 4687.748); (69.394, 4670.476); (92.462, 4657.236); (130.327, 4644.262); (148.352, 4645.074); (149.507, 4660.516); (63.806, 4709.227); (46.234, 4718.418)"
1704,"(3957.670, 2320.229); (3943.340, 2349.589); (3929.780, 2344.419); (3923.251, 2340.525); (3921.873, 2331.592); (3925.688, 2325.731); (3946.385, 2302.459)"
1705,"(1596.280, 3886.894); (1576.979, 3879.324); (1565.918, 3848.155); (1554.221, 3812.920); (1557.134, 3789.516); (1570.411, 3782.228); (1578.817, 3781.680); (1621.353, 3806.994); (1638.850, 3837.627); (1641.352, 3861.498); (1625.268, 3873.572); (1614.017, 3879.290)"
1706,"(81.863, 1633.652); (83.252, 1622.570); (96.496, 1607.217); (103.707, 1602.599); (114.519, 1613.355); (119.510, 1629.224); (113.156, 1643.484); (110.434, 1646.608); (89.384, 1637.715)"
1707,"(6357.495, 1357.507); (6354.854, 1337.727); (6358.470, 1322.964); (6372.665, 1324.530); (6378.764, 1330.943); (6377.110, 1335.135); (6370.427, 1350.446)"
1708,"(5967.246, 1613.068); (5950.349, 1614.002); (5943.471, 1609.841); (5940.190, 1599.361); (5938.729, 1593.098); (5954.422, 1591.518); (5980.944, 1598.529); (5974.980, 1606.793)"
1709,"(338.376, 4777.303); (370.230, 4744.252); (356.352, 4764.341); (342.931, 4782.844)"
1710,"(8018.901, 3405.683); (8040.150, 3386.561); (8067.353, 3395.073); (8026.914, 3405.587)"
1711,"(7175.714, 2256.306); (7181.670, 2282.009); (7176.960, 2283.776); (7154.729, 2285.938); (7135.520, 2278.886); (7124.640, 2255.640); (7122.964, 2248.876); (7138.009, 2242.534)"
1712,"(457.263, 7944.155); (447.311, 7949.226); (341.679, 7944.152); (305.262, 7937.755); (310.130, 7930.055); (328.244, 7922.853); (351.263, 7921.018); (426.307, 7920.686); (456.640, 7933.664)"
1713,"(3057.342, 1034.710); (3064.448, 1012.554); (3072.481, 1014.034); (3078.784, 1022.957); (3078.124, 1032.420); (3059.018, 1038.554)"
1714,"(4774.132, 733.563); (4765.125, 750.414); (4758.175, 748.979); (4753.749, 746.603); (4757.115, 738.824)"
1715,"(5401.944, 1508.072); (5394.246, 1495.386); (5401.008, 1491.349); (5413.477, 1486.880); (5424.641, 1493.945); (5433.845, 1500.033); (5426.685, 1512.980); (5411.107, 1517.470)"
1716,"(1938.993, 2756.745); (1937.712, 2737.340); (1940.494, 2725.270); (1956.051, 2733.003); (1974.819, 2747.085); (1980.720, 2759.123); (1979.249, 2768.529); (1970.557, 2782.492); (1963.521, 2791.157); (1952.698, 2798.499); (1946.275, 2783.867)"
1717,"(6745.354, 1543.471); (6737.991, 1529.706); (6742.381, 1516.524); (6747.224, 1511.815); (6756.329, 1510.762); (6765.718, 1519.475); (6763.796, 1548.085); (6758.489, 1549.879); (6752.407, 1549.630)"
1718,"(6975.435, 1773.702); (6930.984, 1766.353); (6931.882, 1758.636); (6940.624, 1749.113); (6952.950, 1741.743); (6976.121, 1752.663)"
1719,"(2529.674, 1914.492); (2543.617, 1920.693); (2553.984, 1940.846); (2557.931, 1965.156); (2537.478, 1962.919); (2513.391, 1952.512); (2515.552, 1937.181); (2523.559, 1922.795)"
1720,"(5801.696, 3503.254); (5808.578, 3546.927); (5777.233, 3560.363); (5762.166, 3565.454); (5751.064, 3564.356); (5731.694, 3540.405); (5722.825, 3523.638); (5714.241, 3480.636); (5717.939, 3473.168)"
1721,"(1944.479, 3236.843); (1937.684, 3216.563); (1940.142, 3198.475); (1959.428, 3188.920); (1981.039, 3186.155); (2012.366, 3204.913); (2021.855, 3212.897); (2013.565, 3223.260); (1996.550, 3234.535); (1949.217, 3246.816)"
1722,"(6128.465, 2413.943); (6098.555, 2397.219); (6112.175, 2380.585); (6160.819, 2392.354); (6146.021, 2405.127)"
1723,"(3014.775, 1015.973); (3019.531, 1032.368); (3017.685, 1037.304); (2994.182, 1037.048); (2995.885, 1029.960); (3004.064, 1015.241)"
1724,"(3676.933, 494.637); (3666.260, 490.011); (3669.749, 479.597); (3676.393, 486.217)"
1725,"(3730.087, 494.992); (3737.496, 479.232); (3743.204, 483.204); (3735.410, 492.769)"
1726,"(6098.700, 1666.412); (6124.538, 1665.553); (6139.173, 1669.688); (6132.948, 1686.596); (6122.458, 1710.651); (6112.205, 1692.532)"
1727,"(4079.094, 3054.073); (4050.366, 3012.247); (4073.098, 2975.485); (4091.937, 2986.070); (4102.467, 2993.751); (4119.563, 3013.295); (4115.046, 3039.904)"
1728,"(5073.884, 8003.639); (5098.239, 7988.177); (5127.092, 7989.413); (5164.230, 8001.576); (5147.889, 8014.912); (5102.490, 8012.003)"
1729,"(2911.276, 3182.354); (2897.531, 3138.778); (2902.921, 3121.420); (2911.681, 3108.596); (2926.680, 3102.567); (2940.508, 3099.631); (2958.524, 3105.609); (2950.888, 3138.235); (2937.560, 3171.396)"
1730,"(1306.036, 3235.209); (1298.859, 3207.637); (1309.538, 3184.830); (1329.600, 3178.396); (1364.198, 3178.424); (1374.862, 3181.399); (1381.902, 3189.489); (1370.162, 3204.444); (1344.425, 3228.450); (1328.070, 3241.851); (1313.461, 3245.351)"
1731,"(2875.452, 1037.296); (2865.914, 1026.090); (2881.731, 1019.094); (2892.222, 1021.552); (2891.680, 1035.249)"
1732,"(5662.256, 1581.916); (5649.371, 1556.316); (5656.569, 1549.034); (5685.546, 1539.620); (5691.472, 1539.323); (5678.979, 1575.499); (5669.080, 1579.806)"
1733,"(6204.274, 6344.022); (6215.379, 6356.844); (6195.280, 6371.217); (6137.903, 6382.522); (6107.060, 6374.842); (6098.794, 6367.966); (6103.098, 6359.786); (6108.460, 6353.016); (6116.240, 6348.409); (6152.099, 6341.976); (6169.674, 6339.550); (6183.542, 6338.154); (6196.419, 6340.946)"
1734,"(6191.859, 3536.987); (6185.551, 3559.661); (6175.903, 3561.820); (6155.410, 3565.083); (6139.452, 3562.189); (6130.695, 3557.355); (6098.136, 3510.392); (6097.319, 3489.000); (6102.115, 3487.921); (6130.728, 3494.825); (6161.217, 3504.597); (6189.860, 3527.421)"
1735,"(3802.230, 653.743); (3794.882, 644.783); (3803.752, 642.071); (3811.496, 639.889); (3809.107, 651.263)"
1736,"(4829.016, 6733.749); (4850.784, 6748.187); (4845.930, 6756.871); (4783.269, 6765.451); (4775.362, 6762.125); (4753.426, 6748.229); (4771.909, 6736.562)"
1737,"(530.104, 3483.865); (529.765, 3474.404); (554.677, 3456.944); (568.220, 3450.077); (582.334, 3444.438); (600.165, 3443.550); (623.479, 3443.885); (612.802, 3478.985); (600.845, 3489.019); (583.612, 3493.563); (545.304, 3502.252)"
1738,"(3226.158, 4782.792); (3218.116, 4743.355); (3228.716, 4741.150); (3313.772, 4727.916); (3356.347, 4725.239); (3385.082, 4728.029); (3403.808, 4731.064); (3411.638, 4743.432); (3413.626, 4754.749); (3391.818, 4765.630); (3368.228, 4774.784)"
1739,"(4611.243, 1167.901); (4624.571, 1173.964); (4610.463, 1191.686); (4594.512, 1198.557); (4599.885, 1183.963)"
1740,"(2516.155, 4078.489); (2481.475, 4068.221); (2486.683, 4054.987); (2510.849, 4053.521); (2537.469, 4057.820); (2526.366, 4072.944)"
1741,"(3499.779, 2477.464); (3474.719, 2452.445); (3484.329, 2426.638); (3526.614, 2426.070); (3537.230, 2443.491); (3537.792, 2453.107); (3516.453, 2474.447)"
1742,"(2719.026, 1646.226); (2706.922, 1615.638); (2724.940, 1603.908); (2732.850, 1602.135); (2738.547, 1620.249); (2735.447, 1631.160); (2724.956, 1643.375)"
1743,"(4862.837, 4058.570); (4832.102, 4078.173); (4783.220, 4056.005); (4759.589, 4038.580); (4754.932, 4025.996); (4759.595, 3997.214); (4763.820, 3993.668); (4774.471, 3996.489); (4811.884, 4006.837); (4824.458, 4017.937); (4853.015, 4047.529)"
1744,"(4113.436, 3143.252); (4117.328, 3118.368); (4130.890, 3108.161); (4146.792, 3101.274); (4166.911, 3100.062); (4179.015, 3100.135); (4191.547, 3107.278); (4193.496, 3115.842); (4194.155, 3147.942); (4190.528, 3159.277); (4167.322, 3182.634); (4144.556, 3172.813); (4118.110, 3154.023)"
1745,"(7729.647, 1203.074); (7741.880, 1199.221); (7750.346, 1198.990); (7752.888, 1207.554); (7753.011, 1218.990); (7751.365, 1229.733); (7743.913, 1226.809); (7737.271, 1216.574)"
1746,"(7250.466, 2275.318); (7255.342, 2253.941); (7262.874, 2249.110); (7290.127, 2250.754); (7302.573, 2254.179); (7309.807, 2269.934); (7309.158, 2280.669); (7297.149, 2284.749); (7272.990, 2286.911)"
1747,"(4082.911, 1190.465); (4095.446, 1173.904); (4111.174, 1190.547); (4095.930, 1198.862)"
1748,"(2774.822, 526.748); (2769.756, 516.029); (2776.798, 515.593); (2785.637, 526.430)"
1749,"(1552.125, 3225.442); (1572.007, 3231.836); (1547.045, 3243.616); (1522.929, 3245.987); (1534.203, 3228.035)"
1750,"(4030.205, 1197.894); (4017.868, 1189.981); (4032.255, 1179.288); (4045.969, 1175.669); (4048.024, 1181.891); (4041.065, 1194.042); (4037.060, 1196.293)"
1751,"(6247.155, 2725.347); (6268.463, 2725.704); (6274.700, 2747.878); (6283.599, 2793.208); (6273.537, 2797.498); (6255.895, 2792.765); (6225.339, 2755.411); (6226.820, 2746.056); (6230.998, 2738.660); (6239.190, 2728.613)"
1752,"(6482.481, 3353.777); (6484.467, 3307.584); (6491.426, 3298.355); (6539.293, 3298.468); (6557.918, 3311.097); (6563.795, 3318.114); (6568.763, 3329.626); (6559.889, 3344.413); (6541.776, 3366.554); (6520.130, 3374.616); (6511.531, 3369.926)"
1753,"(7115.478, 2356.004); (7119.719, 2374.144); (7119.287, 2393.478); (7106.408, 2410.553); (7084.654, 2413.306); (7070.869, 2412.791); (7058.708, 2408.175); (7067.805, 2388.555); (7075.526, 2371.961); (7083.683, 2362.682)"
1754,"(4120.440, 398.906); (4113.035, 393.620); (4118.895, 383.806)"
1755,"(4113.221, 1556.904); (4141.949, 1549.286); (4152.630, 1569.205); (4156.032, 1578.654); (4149.300, 1581.217); (4140.570, 1580.439); (4127.817, 1572.135)"
1756,"(3231.467, 1645.243); (3217.159, 1609.393); (3244.344, 1608.586); (3261.208, 1622.475); (3249.619, 1632.562)"
1757,"(3175.233, 2030.640); (3154.388, 2014.803); (3171.916, 1996.198); (3180.091, 2001.221); (3179.777, 2016.533)"
1758,"(8082.311, 2353.980); (8092.641, 2352.902); (8103.050, 2359.904); (8108.810, 2364.200); (8123.810, 2378.811); (8123.429, 2388.406); (8121.436, 2409.872); (8114.260, 2414.879); (8104.414, 2408.659); (8092.208, 2398.813); (8084.965, 2391.490); (8082.783, 2362.859)"
1759,"(6609.304, 4051.789); (6620.658, 3969.301); (6630.863, 3973.287); (6645.800, 3980.644); (6654.096, 3995.355); (6658.791, 4026.045); (6656.908, 4035.311); (6649.449, 4066.661); (6645.995, 4077.154); (6617.301, 4057.638)"
1760,"(5138.847, 941.694); (5141.857, 919.299); (5159.884, 926.232); (5162.562, 933.696); (5146.648, 941.843)"
1761,"(3625.105, 2805.193); (3650.548, 2793.183); (3660.262, 2798.845); (3670.820, 2819.771); (3675.421, 2830.593); (3672.574, 2836.236); (3666.059, 2847.572); (3655.640, 2861.379); (3628.226, 2857.771); (3620.804, 2853.475); (3612.956, 2848.731); (3601.535, 2840.476); (3605.472, 2829.521)"
1762,"(6567.508, 2556.077); (6598.466, 2559.066); (6609.194, 2569.200); (6612.426, 2579.036); (6590.804, 2592.161); (6584.327, 2595.467); (6562.636, 2603.216); (6547.638, 2606.070); (6545.661, 2597.589); (6546.882, 2590.148); (6553.397, 2571.786); (6558.716, 2556.863)"
1763,"(4883.715, 942.328); (4882.339, 930.788); (4889.458, 921.331); (4906.262, 931.033); (4891.794, 941.374)"
1764,"(7841.002, 2925.975); (7825.625, 2899.974); (7832.810, 2889.143); (7863.541, 2849.296); (7873.751, 2852.684); (7885.042, 2877.981); (7887.496, 2885.921); (7872.733, 2916.972)"
1765,"(3058.942, 1226.161); (3047.115, 1229.971); (3027.947, 1220.502); (3026.243, 1200.008); (3034.324, 1202.664)"
1766,"(6474.559, 1115.753); (6478.121, 1124.732); (6465.874, 1134.082); (6450.148, 1130.545); (6468.135, 1118.726)"
1767,"(122.785, 8006.035); (121.710, 7994.629); (129.583, 7992.289); (131.370, 7994.655); (133.586, 7998.646)"
1768,"(2417.633, 2976.274); (2410.600, 2989.655); (2394.950, 2977.776); (2385.834, 2964.801); (2386.359, 2954.832)"
1769,"(3759.612, 1188.064); (3745.017, 1197.064); (3732.425, 1194.458); (3729.121, 1182.897); (3738.602, 1180.301); (3749.507, 1180.786)"
1770,"(2386.274, 1335.309); (2395.464, 1322.911); (2401.279, 1335.277); (2405.472, 1357.321); (2389.228, 1344.525)"
1771,"(818.423, 1792.749); (843.297, 1775.191); (863.749, 1781.346); (866.338, 1795.346); (844.044, 1806.231); (831.349, 1805.697)"
1772,"(325.531, 2075.595); (330.707, 2083.648); (320.322, 2087.464); (287.185, 2093.766); (284.455, 2094.262); (275.000, 2073.525); (274.331, 2061.715); (282.073, 2059.204); (287.586, 2061.107)"
1773,"(6298.350, 557.259); (6290.164, 542.035); (6300.274, 544.698); (6304.170, 551.292)"
1774,"(3016.658, 3915.244); (2994.975, 3917.567); (2997.818, 3884.896)"
1775,"(5137.943, 551.485); (5146.516, 542.312); (5154.747, 549.218); (5144.849, 558.371)"
1776,"(2632.667, 2015.962); (2603.869, 2030.728); (2590.964, 2029.788); (2580.293, 2026.307); (2578.298, 2014.052); (2581.612, 2002.521); (2597.693, 1993.222); (2618.467, 2000.960)"
1777,"(7089.436, 1851.965); (7098.847, 1888.916); (7095.321, 1897.375); (7082.825, 1901.317); (7065.542, 1895.174); (7057.457, 1886.020); (7066.735, 1871.868)"
1778,"(7180.282, 1934.967); (7154.189, 1924.678); (7168.995, 1907.517); (7187.815, 1903.819); (7203.507, 1909.621); (7198.143, 1931.672)"
1779,"(6609.654, 1493.606); (6612.832, 1479.891); (6629.638, 1489.493); (6643.595, 1501.739); (6649.571, 1517.296); (6625.177, 1513.945)"
1780,"(1714.799, 7433.577); (1772.044, 7419.437); (1750.351, 7437.069)"
1781,"(7720.271, 7054.186); (7666.239, 7048.424); (7679.532, 7044.367); (7694.139, 7045.213)"
1782,"(3460.662, 1168.719); (3471.403, 1174.188); (3470.033, 1187.796); (3467.524, 1196.864); (3460.665, 1198.251); (3453.278, 1197.339); (3442.982, 1184.167); (3447.469, 1175.224)"
1783,"(7058.018, 954.881); (7074.251, 953.656); (7079.066, 955.970); (7081.935, 973.653); (7066.116, 965.337)"
1784,"(3538.694, 452.859); (3552.301, 454.390); (3550.750, 456.033); (3542.380, 461.791)"
1785,"(4914.993, 860.209); (4927.956, 855.250); (4922.056, 877.685); (4915.688, 872.012)"
1786,"(945.465, 2621.465); (998.370, 2607.282); (982.966, 2631.552); (975.981, 2637.134)"
1787,"(2207.805, 762.745); (2211.217, 781.366); (2196.528, 779.519); (2193.617, 771.963); (2200.957, 764.626)"
1788,"(5201.254, 1695.701); (5236.257, 1669.355); (5248.903, 1674.347); (5241.820, 1690.123); (5229.016, 1708.598); (5221.593, 1710.064); (5215.126, 1706.003)"
1789,"(5473.967, 2029.383); (5458.228, 2012.974); (5463.417, 2003.210); (5484.056, 1999.135); (5499.785, 1997.425); (5508.707, 2000.727); (5512.224, 2015.549); (5506.021, 2024.913); (5497.366, 2030.449)"
1790,"(5962.030, 964.594); (5952.131, 973.391); (5947.059, 968.480); (5937.714, 950.095); (5960.327, 954.006)"
1791,"(1499.192, 781.887); (1489.224, 772.780); (1501.165, 771.684); (1509.595, 771.935)"
1792,"(4516.586, 4045.290); (4498.734, 4045.224); (4511.380, 4036.787); (4530.939, 4036.756)"
1793,"(1681.936, 1261.668); (1689.262, 1230.913); (1699.956, 1243.060); (1699.120, 1249.237)"
1794,"(24.319, 1006.968); (18.662, 992.615); (21.938, 980.287); (37.644, 983.740); (44.898, 994.184)"
1795,"(3986.938, 3590.933); (3997.142, 3596.785); (3992.063, 3629.867); (3987.013, 3608.574)"
1796,"(4818.894, 2133.845); (4825.307, 2119.091); (4844.763, 2126.125); (4874.548, 2152.096); (4862.433, 2158.330); (4844.570, 2158.236)"
1797,"(8072.733, 1999.031); (8065.484, 2029.720); (8047.243, 2028.566); (8023.938, 2015.238); (8017.264, 2010.574); (8043.292, 1990.009); (8059.890, 1988.974)"
1798,"(2129.484, 1083.493); (2145.883, 1073.164); (2145.124, 1090.309); (2143.688, 1101.663); (2134.170, 1091.539)"
1799,"(3030.493, 974.727); (3025.767, 955.304); (3040.476, 950.663); (3046.562, 961.959)"
1800,"(6514.084, 1301.534); (6541.129, 1292.620); (6537.295, 1311.445); (6521.842, 1325.510)"
1801,"(2848.160, 974.529); (2834.720, 960.147); (2850.377, 949.968); (2856.218, 951.201); (2857.940, 962.945)"
1802,"(2194.033, 573.317); (2209.470, 577.170); (2202.174, 590.025); (2195.113, 588.864)"
1803,"(431.752, 1477.979); (415.415, 1485.645); (409.890, 1483.421); (405.168, 1468.146); (401.669, 1450.392); (409.768, 1445.712); (418.025, 1452.327)"
1804,"(2084.733, 3693.948); (2027.713, 3678.211); (2007.045, 3626.939); (2001.794, 3610.806); (2011.230, 3609.136); (2047.600, 3609.572); (2099.625, 3628.573); (2099.539, 3642.529); (2097.666, 3666.965); (2089.897, 3688.078)"
1805,"(4808.109, 6669.954); (4798.759, 6700.157); (4792.193, 6702.192); (4778.469, 6701.960); (4694.813, 6695.952); (4574.771, 6670.426); (4501.609, 6645.810); (4498.402, 6637.565); (4509.240, 6628.746); (4531.794, 6616.687); (4600.180, 6624.758); (4798.495, 6665.171)"
1806,"(6738.430, 3479.102); (6754.259, 3460.534); (6769.500, 3456.133); (6808.666, 3457.495); (6817.323, 3459.704); (6825.337, 3466.066); (6828.998, 3481.001); (6829.524, 3487.194); (6822.955, 3495.490); (6806.244, 3500.857); (6782.437, 3502.859); (6769.142, 3502.657); (6753.646, 3495.272); (6742.030, 3489.540)"
1807,"(228.216, 3088.648); (214.073, 3118.797); (198.100, 3116.901); (187.669, 3115.637); (146.996, 3088.948); (161.596, 3074.364); (203.713, 3075.576); (221.032, 3083.037)"
1808,"(473.003, 3693.083); (402.621, 3636.459); (409.615, 3612.080); (415.018, 3596.743); (437.590, 3605.576); (455.195, 3614.869); (475.219, 3628.007); (501.659, 3649.553); (500.736, 3656.847); (493.532, 3672.990); (485.382, 3683.311)"
1809,"(5381.498, 2495.403); (5362.393, 2509.634); (5368.016, 2486.256)"
1810,"(5079.961, 6189.439); (5073.916, 6136.089); (5081.398, 6094.191); (5103.589, 6044.320); (5122.504, 6034.817); (5144.416, 6027.372); (5154.263, 6029.999); (5151.744, 6047.904); (5150.604, 6052.255); (5119.030, 6122.088); (5097.306, 6168.655); (5088.432, 6179.713)"
1811,"(5068.443, 2384.930); (5072.500, 2414.398); (5024.201, 2393.442); (5009.675, 2386.283); (5019.823, 2371.006); (5030.657, 2367.434); (5058.202, 2373.860)"
1812,"(5455.679, 2912.641); (5461.347, 2968.988); (5457.695, 2985.833); (5455.576, 2990.326); (5435.494, 2978.127); (5418.024, 2965.046); (5393.846, 2916.926); (5407.498, 2911.449)"
1813,"(3154.473, 2734.428); (3153.108, 2683.974); (3160.223, 2675.991); (3218.181, 2690.799); (3226.174, 2700.530); (3203.209, 2732.721)"
1814,"(3242.351, 4139.431); (3268.986, 4205.481); (3239.640, 4205.001); (3116.610, 4202.203); (2918.903, 4179.240); (2898.048, 4173.222); (2910.815, 4142.251); (2915.572, 4134.268); (2944.066, 4113.052); (3132.892, 4125.958); (3149.826, 4127.993)"
