NO,Polygon Points
1103,"(1049.095, 797.701); (1032.743, 765.827); (1037.228, 760.825); (1059.365, 748.713); (1064.438, 745.938); (1075.674, 744.717); (1086.293, 743.884); (1097.482, 750.963); (1104.613, 759.850); (1104.313, 791.650); (1102.750, 802.706); (1098.881, 811.871); (1089.953, 821.367); (1085.452, 823.019); (1080.316, 822.257); (1056.185, 804.226)"
1104,"(3396.790, 4044.997); (3392.402, 4054.640); (3359.848, 4052.787); (3353.092, 4045.720); (3356.978, 4045.037); (3386.189, 4043.497)"
1105,"(1020.979, 951.260); (1012.345, 1008.718); (991.282, 1013.251); (981.964, 1015.146); (959.054, 1011.743); (908.451, 954.120); (904.508, 949.487); (911.762, 944.209); (923.338, 939.224); (957.312, 940.247)"
1106,"(1541.826, 1285.747); (1541.861, 1298.192); (1539.089, 1302.761); (1513.266, 1295.858); (1517.418, 1289.773); (1529.928, 1286.522)"
1107,"(506.162, 994.876); (505.189, 1012.869); (497.024, 1014.429); (492.468, 1014.683); (484.733, 1015.090); (456.848, 1013.072); (458.250, 985.961); (471.898, 965.392); (478.384, 959.967); (493.933, 961.659); (496.969, 968.839); (504.804, 989.828)"
1108,"(3911.672, 2311.891); (3907.650, 2319.416); (3897.921, 2326.853); (3893.236, 2326.364); (3884.020, 2320.469); (3882.678, 2311.181); (3881.763, 2299.403); (3881.083, 2280.649); (3881.237, 2275.913); (3897.732, 2278.696); (3909.587, 2304.261)"
1109,"(2639.648, 3551.131); (2633.415, 3545.295); (2640.652, 3540.062); (2646.696, 3538.255); (2652.434, 3538.173); (2675.396, 3540.225); (2686.709, 3542.817); (2675.463, 3571.140); (2671.971, 3575.021)"
1110,"(1101.137, 530.021); (1097.389, 523.120); (1099.927, 514.951); (1109.728, 511.021); (1114.680, 515.785); (1117.144, 518.974); (1114.385, 523.289); (1110.932, 528.592); (1104.651, 534.537)"
1111,"(2476.945, 1879.827); (2483.297, 1875.648); (2534.007, 1881.419); (2536.551, 1886.242); (2532.411, 1906.187); (2526.921, 1909.130); (2520.461, 1910.414); (2506.400, 1910.785); (2495.574, 1908.599); (2472.977, 1902.549); (2474.797, 1889.131)"
1112,"(613.751, 3307.649); (614.461, 3316.274); (612.813, 3327.351); (604.916, 3335.158); (601.489, 3334.325); (601.196, 3323.874); (601.685, 3318.293); (605.818, 3313.469)"
1113,"(1836.159, 717.751); (1832.988, 706.476); (1834.414, 700.618); (1845.785, 693.699); (1849.618, 693.520); (1856.472, 693.451); (1857.636, 694.095); (1861.698, 697.084); (1868.710, 704.843); (1867.589, 714.126); (1846.248, 725.555); (1842.431, 726.664); (1839.165, 722.454)"
1114,"(2036.777, 3388.328); (2035.194, 3413.563); (2030.966, 3415.317); (2025.366, 3414.858); (1937.885, 3388.470); (1931.951, 3386.275); (1928.661, 3380.841); (1933.322, 3377.790); (1945.416, 3374.900); (1969.326, 3373.758); (1984.240, 3374.464); (2019.535, 3378.910); (2023.352, 3379.464); (2029.170, 3381.391); (2034.473, 3383.998)"
1115,"(3174.371, 3326.666); (3169.497, 3332.796); (3165.853, 3334.615); (3159.949, 3334.723); (3153.338, 3331.468); (3145.229, 3326.337); (3151.405, 3324.955)"
1116,"(647.724, 2083.997); (648.147, 2088.123); (646.723, 2092.461); (636.408, 2102.672); (627.133, 2096.553); (616.886, 2089.508); (624.444, 2086.151)"
1117,"(2434.436, 551.494); (2431.702, 561.514); (2428.344, 567.042); (2423.754, 566.618); (2413.672, 562.123); (2411.337, 556.235); (2409.286, 548.499); (2409.957, 543.932); (2415.369, 542.872); (2421.543, 542.007); (2425.945, 543.040)"
1118,"(337.002, 4006.816); (351.252, 4003.354); (365.170, 4003.447); (520.376, 4018.335); (700.425, 4035.694); (758.995, 4043.216); (787.758, 4051.051); (777.631, 4057.368); (763.292, 4061.947); (726.175, 4068.106); (470.020, 4084.139); (402.425, 4087.153); (332.527, 4078.043); (329.594, 4054.876); (328.722, 4047.193); (329.311, 4027.379)"
1119,"(2234.291, 1299.717); (2368.901, 1139.073); (2379.311, 1143.607); (2388.313, 1150.495); (2405.125, 1170.420); (2396.692, 1184.505); (2343.148, 1257.518); (2253.455, 1371.168); (2233.583, 1392.841); (2223.510, 1398.518); (2184.919, 1372.693); (2189.786, 1364.628); (2199.935, 1349.801)"
1120,"(815.499, 2166.793); (646.418, 2155.279); (567.812, 2143.977); (556.336, 2141.339); (527.146, 2132.124); (521.352, 2128.089); (522.417, 2121.210); (525.589, 2109.065); (808.123, 2067.931); (822.966, 2069.051); (842.010, 2071.130); (845.750, 2072.720); (850.584, 2100.023); (852.167, 2109.856); (847.776, 2146.409); (846.102, 2154.404); (835.557, 2162.855); (824.055, 2165.784)"
1121,"(2918.794, 3061.844); (2919.148, 3067.016); (2913.866, 3079.760); (2909.789, 3084.858); (2869.453, 3089.656); (2849.195, 3091.531); (2792.724, 3094.569); (2796.160, 3084.315); (2812.357, 3080.149); (2884.482, 3066.088); (2907.208, 3062.428)"
1122,"(1021.014, 2180.367); (1021.554, 2182.909); (1016.981, 2181.392); (1016.520, 2173.827); (1020.464, 2178.303)"
1123,"(606.024, 3955.156); (602.753, 3959.218); (579.225, 3958.604); (568.669, 3952.461); (579.736, 3950.763); (593.112, 3950.475)"
1124,"(441.171, 3986.335); (443.317, 3981.291); (456.332, 3977.407); (473.660, 3979.057); (483.983, 3982.594); (472.790, 3987.446); (458.363, 3990.006); (451.832, 3990.942); (442.896, 3989.192)"
1125,"(2024.927, 1639.254); (2024.504, 1620.116); (2036.108, 1618.438); (2038.490, 1620.406); (2040.381, 1625.972); (2039.010, 1629.229); (2030.483, 1636.347)"
1126,"(2204.410, 502.203); (2198.807, 503.339); (2192.690, 500.966); (2189.464, 496.907); (2184.660, 489.730); (2191.880, 486.841); (2199.158, 485.624); (2205.742, 485.018); (2205.328, 497.545)"
1127,"(1161.617, 698.616); (1161.343, 695.405); (1162.913, 692.640); (1165.947, 691.922); (1184.765, 696.803); (1187.843, 701.089); (1180.698, 717.148); (1173.953, 726.718)"
1128,"(1166.922, 1515.228); (1161.215, 1438.105); (1166.033, 1426.388); (1186.186, 1402.325); (1194.807, 1396.140); (1219.618, 1387.758); (1429.089, 1324.056); (1441.751, 1320.367); (1463.671, 1315.333); (1470.458, 1314.531); (1495.898, 1312.886); (1511.509, 1314.476); (1529.315, 1337.749); (1553.661, 1406.346); (1554.567, 1409.544); (1560.143, 1444.069); (1557.470, 1450.780); (1553.284, 1458.015); (1545.476, 1467.266); (1541.865, 1470.204); (1507.300, 1476.862); (1181.220, 1526.704); (1177.921, 1524.169)"
1129,"(2857.458, 3240.673); (2869.065, 3236.620); (3062.500, 3216.021); (3067.649, 3218.444); (3069.947, 3224.926); (3073.676, 3239.865); (3067.987, 3241.464); (2954.135, 3255.094); (2870.036, 3250.162); (2863.481, 3248.969)"
1130,"(1048.199, 2385.768); (1055.934, 2384.505); (1055.877, 2390.762); (1054.179, 2419.415); (1052.538, 2420.561); (1047.465, 2423.136); (1044.028, 2420.667); (1035.740, 2410.882); (1033.474, 2406.067); (1039.341, 2396.642)"
1131,"(3985.168, 2630.683); (3977.316, 2628.365); (3979.955, 2628.140); (3987.080, 2627.532)"
1132,"(3539.968, 543.867); (3552.614, 549.794); (3548.242, 560.729); (3543.886, 564.647); (3539.818, 567.069); (3534.944, 566.866); (3530.438, 565.680); (3528.724, 561.468); (3529.019, 546.370)"
1133,"(4055.463, 1393.867); (4049.188, 1398.714); (4047.564, 1398.383); (4015.563, 1385.575); (4011.737, 1383.242); (4009.578, 1380.172); (4009.342, 1364.396); (4013.228, 1361.894); (4019.614, 1360.385); (4044.530, 1361.785); (4061.236, 1363.789); (4061.455, 1368.423); (4061.396, 1374.854)"
1134,"(1380.662, 2406.714); (1369.477, 2406.604); (1369.999, 2402.785); (1376.270, 2403.444)"
1135,"(952.570, 453.484); (958.711, 444.409); (961.120, 449.247); (960.149, 455.210)"
1136,"(3000.689, 905.833); (3009.043, 904.180); (3007.789, 918.642); (3002.293, 914.228)"
1137,"(936.555, 422.191); (941.010, 415.666); (945.018, 418.645); (939.354, 423.142)"
1138,"(3512.044, 562.207); (3509.360, 567.308); (3504.219, 564.049); (3496.798, 554.466); (3497.524, 553.072); (3501.524, 552.368)"
1139,"(3707.569, 2208.585); (3705.627, 2212.229); (3699.858, 2214.670); (3692.291, 2210.945); (3688.891, 2208.240); (3695.058, 2208.318)"
1140,"(2942.139, 775.046); (2937.131, 771.311); (2939.964, 764.397); (2944.560, 757.990); (2945.189, 764.558)"
1141,"(378.275, 2294.518); (226.213, 2290.237); (217.067, 2288.834); (201.026, 2284.822); (202.889, 2281.440); (230.182, 2266.653); (254.414, 2265.073); (282.389, 2263.754); (372.098, 2265.632); (384.470, 2267.927); (386.364, 2274.559); (385.758, 2285.365); (382.228, 2291.370)"
1142,"(1145.116, 3018.860); (1146.375, 3013.690); (1152.531, 3004.990); (1156.011, 3009.903); (1159.541, 3021.194); (1157.327, 3028.972); (1151.368, 3030.895); (1146.183, 3024.265)"
1143,"(1576.556, 2249.099); (1590.865, 2235.818); (1592.707, 2253.881); (1591.720, 2257.780); (1587.099, 2263.010)"
1144,"(3064.955, 1800.540); (3076.446, 1794.141); (3077.528, 1808.929); (3074.044, 1814.839); (3066.180, 1805.887)"
1145,"(3593.200, 549.106); (3606.836, 542.510); (3611.266, 544.597); (3614.382, 550.624); (3615.186, 556.374); (3615.104, 562.529); (3612.559, 564.814); (3608.261, 567.233); (3597.870, 556.539)"
1146,"(3774.066, 549.324); (3777.219, 559.104); (3776.809, 566.637); (3770.756, 567.164); (3761.976, 563.520); (3752.874, 553.385); (3756.545, 550.199); (3765.651, 548.079)"
1147,"(1027.369, 446.681); (1026.367, 455.233); (1020.873, 452.068); (1017.030, 448.925); (1017.404, 443.700)"
1148,"(534.425, 1926.474); (534.339, 1942.602); (528.152, 1938.192); (521.172, 1927.580); (525.252, 1924.997); (533.222, 1921.875)"
1149,"(2233.739, 516.235); (2239.868, 520.061); (2236.060, 530.956); (2233.343, 535.191); (2225.904, 534.270); (2219.166, 531.539); (2217.290, 525.187); (2220.146, 520.304)"
1150,"(3785.308, 651.919); (3797.350, 637.119); (3801.133, 637.746); (3807.684, 639.324); (3813.784, 641.149); (3816.425, 649.353); (3813.963, 656.827); (3802.201, 663.324); (3793.525, 662.840); (3787.238, 658.476)"
1151,"(345.576, 662.703); (328.832, 651.015); (330.377, 641.988); (332.405, 636.469); (338.459, 633.137); (345.653, 631.618); (357.693, 637.952); (362.315, 646.964); (362.188, 653.632)"
1152,"(2874.523, 2448.386); (2870.602, 2455.192); (2859.420, 2447.922); (2856.837, 2441.796); (2857.363, 2434.652); (2857.912, 2428.752); (2865.042, 2426.454); (2870.894, 2433.528); (2873.610, 2437.040)"
1153,"(1320.606, 2219.292); (1333.594, 2208.252); (1335.483, 2214.602); (1336.742, 2222.844); (1334.604, 2230.750); (1325.596, 2228.736)"
1154,"(3273.892, 523.426); (3272.566, 511.931); (3284.241, 513.722); (3293.248, 522.412); (3296.063, 527.121); (3294.897, 531.078); (3292.914, 534.886); (3283.725, 531.979); (3278.873, 527.793)"
1155,"(411.833, 452.452); (412.307, 467.204); (402.450, 471.150); (394.627, 468.429); (392.851, 459.154); (400.622, 452.846)"
1156,"(384.485, 646.905); (376.805, 639.504); (381.888, 640.161); (387.991, 644.739)"
1157,"(3805.013, 535.488); (3789.952, 533.021); (3786.088, 528.639); (3784.824, 518.672); (3788.441, 517.286); (3798.201, 516.522); (3804.305, 516.203); (3807.544, 518.394); (3807.493, 524.027); (3807.400, 528.183)"
1158,"(2670.955, 791.172); (2664.995, 791.046); (2665.454, 784.945); (2666.378, 778.571); (2676.561, 781.031); (2680.569, 782.392)"
1159,"(1000.677, 421.122); (1009.222, 415.996); (1009.439, 421.381); (1002.560, 423.008)"
1160,"(13.242, 3174.807); (8.621, 3165.534); (10.734, 3160.196); (13.644, 3154.832); (16.534, 3158.502); (16.514, 3163.761)"
1161,"(121.121, 1531.971); (118.906, 1537.557); (113.558, 1541.817); (105.468, 1542.647); (111.283, 1534.158)"
1162,"(378.085, 3798.317); (345.083, 3799.005); (354.943, 3792.383); (365.929, 3793.717)"
1163,"(2926.176, 470.912); (2920.695, 463.553); (2924.316, 460.640); (2930.914, 460.305); (2933.211, 463.419); (2931.710, 467.763)"
1164,"(2544.513, 1526.981); (2536.571, 1524.052); (2538.898, 1517.720); (2543.350, 1514.484); (2556.652, 1514.320); (2553.268, 1525.087)"
1165,"(3449.463, 1944.689); (3451.432, 1936.891); (3456.406, 1939.918); (3461.317, 1943.563); (3463.776, 1948.973); (3461.443, 1954.426); (3457.924, 1958.566); (3451.925, 1952.407)"
1166,"(1673.280, 2523.837); (1674.630, 2514.601); (1680.982, 2510.731); (1684.534, 2514.116); (1686.902, 2524.544); (1687.288, 2534.048); (1684.309, 2534.937)"
1167,"(2119.248, 1234.621); (2120.107, 1246.489); (2115.603, 1254.901); (2104.869, 1243.922); (2108.369, 1239.318)"
1168,"(1728.992, 1968.788); (1735.762, 1977.141); (1733.772, 1987.128); (1727.884, 1990.882); (1721.713, 1985.591); (1720.612, 1978.861); (1720.983, 1971.820)"
1169,"(803.290, 3593.774); (804.060, 3609.952); (802.073, 3621.592); (797.583, 3623.311); (792.569, 3614.583); (792.958, 3607.811); (796.607, 3598.491)"
1170,"(761.134, 1091.093); (760.957, 1101.979); (754.991, 1110.924); (748.797, 1106.295); (745.053, 1097.141); (752.154, 1091.327)"
1171,"(156.716, 2294.909); (153.375, 2282.230); (153.619, 2277.943); (159.496, 2272.091); (161.819, 2279.441); (161.525, 2289.614)"
1172,"(2772.509, 514.231); (2784.407, 523.093); (2783.172, 529.070); (2764.528, 535.063); (2762.079, 522.563); (2761.488, 516.530); (2763.693, 514.491); (2766.422, 512.932)"
1173,"(2824.644, 1661.915); (2836.817, 1656.285); (2844.734, 1656.831); (2845.510, 1668.749); (2836.479, 1670.689); (2828.657, 1667.010)"
1174,"(3100.351, 521.090); (3100.255, 535.482); (3094.498, 533.022); (3083.100, 524.300); (3080.930, 520.338); (3082.664, 516.711); (3087.118, 511.975); (3096.860, 515.064)"
1175,"(3935.104, 1495.093); (3913.061, 1485.386); (3922.378, 1477.481); (3938.872, 1481.900); (3941.983, 1484.102); (3940.204, 1491.419)"
1176,"(1577.262, 1400.036); (1583.551, 1395.358); (1588.400, 1398.743); (1587.452, 1409.923); (1584.108, 1415.139); (1578.032, 1406.798)"
1177,"(1353.108, 527.078); (1366.147, 511.603); (1371.727, 511.260); (1375.080, 517.769); (1374.482, 521.420); (1371.458, 527.006); (1362.254, 534.335); (1357.519, 534.922); (1353.155, 533.542)"
1178,"(1385.034, 418.367); (1388.583, 414.951); (1391.125, 420.430); (1385.069, 422.769)"
1179,"(489.062, 1542.097); (492.836, 1538.886); (498.153, 1541.047); (505.239, 1547.653); (503.470, 1556.602); (501.614, 1559.030); (489.089, 1545.823)"
1180,"(2585.875, 1232.033); (2578.536, 1238.686); (2572.787, 1234.615); (2568.878, 1230.445); (2572.074, 1224.496)"
1181,"(3081.455, 2837.624); (3111.133, 2801.004); (3115.247, 2799.076); (3123.665, 2800.350); (3126.859, 2806.143); (3128.372, 2822.085); (3128.922, 2834.531); (3127.158, 2846.367); (3123.014, 2858.069); (3109.798, 2869.446); (3105.082, 2870.666); (3088.375, 2861.290); (3085.433, 2852.366)"
1182,"(286.284, 629.999); (295.959, 632.864); (292.107, 651.467); (289.875, 656.177); (285.864, 660.180); (283.606, 661.605); (275.883, 662.936); (267.301, 663.270); (264.640, 660.061); (264.935, 648.199); (273.208, 639.002); (281.365, 631.928)"
1183,"(3897.573, 780.059); (3892.378, 791.410); (3886.803, 788.827); (3881.335, 781.310); (3883.746, 773.073); (3894.072, 775.949)"
1184,"(3186.213, 1357.160); (3171.208, 1367.326); (3156.565, 1365.984); (3150.768, 1363.763); (3146.937, 1357.313); (3145.269, 1351.862); (3172.844, 1346.197); (3181.947, 1344.665)"
1185,"(788.921, 919.414); (776.892, 910.925); (789.013, 903.424); (797.351, 907.972); (795.443, 914.878)"
1186,"(1740.503, 1782.787); (1736.610, 1771.581); (1745.393, 1764.462); (1747.664, 1770.645)"
1187,"(472.541, 453.594); (475.975, 464.904); (473.078, 471.352); (463.074, 468.559); (456.735, 464.208); (457.318, 459.199); (462.242, 453.769)"
1188,"(2160.777, 789.874); (2161.006, 796.397); (2159.966, 803.897); (2154.457, 807.072); (2152.736, 804.464); (2152.985, 797.995); (2153.828, 791.634)"
1189,"(2218.047, 3980.798); (2217.154, 3935.585); (2218.411, 3933.518); (2221.857, 3928.502); (2229.876, 3933.472); (2232.448, 3938.299); (2236.879, 3968.133); (2236.195, 3976.743); (2233.502, 3984.392); (2229.354, 3991.094); (2221.232, 3988.292)"
1190,"(2021.020, 1103.554); (2014.873, 1110.729); (2009.370, 1105.849); (2009.203, 1098.336); (2011.949, 1093.095)"
1191,"(2992.037, 2508.557); (2953.272, 2335.529); (2997.494, 2326.849); (3010.385, 2325.228); (3050.357, 2346.362); (3053.916, 2352.206); (3063.916, 2370.135); (3066.471, 2408.488); (3065.965, 2420.541); (3060.540, 2531.567); (3057.621, 2538.658); (3028.544, 2549.952); (3024.240, 2550.546); (3016.839, 2547.601); (3012.639, 2544.885); (2997.086, 2520.855)"
1192,"(8.619, 2059.202); (67.798, 1825.189); (327.077, 1613.358); (368.308, 1614.147); (373.214, 1615.864); (378.225, 1620.140); (394.141, 1639.331); (398.306, 1648.105); (401.242, 1656.151); (402.698, 1663.705); (403.555, 1670.786); (437.558, 2010.897); (438.451, 2108.531); (438.461, 2122.476); (393.930, 2213.007); (392.181, 2216.146); (341.951, 2241.325); (327.943, 2245.120); (115.736, 2294.993); (69.233, 2283.628); (65.908, 2282.087); (24.759, 2191.433); (22.573, 2186.087); (14.474, 2161.762)"
1193,"(2149.104, 1322.688); (2121.473, 1280.269); (2122.156, 1274.436); (2128.068, 1273.594); (2190.173, 1293.382); (2191.011, 1297.433); (2190.659, 1303.700); (2167.958, 1334.624); (2163.906, 1334.816)"
1194,"(2241.315, 1527.144); (2237.877, 1526.833); (2188.636, 1454.117); (2184.754, 1446.653); (2189.035, 1442.153); (2209.157, 1425.451); (2286.923, 1390.938); (2315.220, 1386.082); (2321.524, 1387.112); (2470.398, 1447.569); (2482.114, 1454.327); (2481.162, 1463.305); (2472.217, 1496.923); (2466.609, 1503.740)"
1195,"(2496.107, 1398.905); (2470.505, 1389.972); (2443.410, 1355.395); (2440.840, 1339.930); (2441.634, 1318.991); (2453.499, 1304.388); (2512.082, 1272.449); (2516.837, 1269.945); (2659.967, 1240.413); (2701.067, 1240.676); (2707.372, 1240.825); (2709.991, 1244.583); (2721.840, 1287.865); (2720.305, 1293.476); (2569.888, 1382.303); (2564.437, 1384.654); (2534.048, 1395.421)"
1196,"(8.574, 1081.485); (8.609, 1076.368); (36.431, 991.183); (49.015, 980.824); (72.814, 970.340); (105.974, 958.690); (138.580, 949.402); (151.328, 945.818); (165.825, 945.192); (174.872, 946.167); (245.433, 1004.761); (250.007, 1011.623); (259.834, 1044.008); (259.548, 1047.236); (256.296, 1067.389); (240.273, 1085.381); (236.565, 1088.080); (227.043, 1094.555); (201.606, 1101.768); (191.567, 1104.543); (95.114, 1129.412); (38.066, 1143.050); (33.668, 1142.184); (24.129, 1130.428); (17.075, 1118.303); (10.991, 1104.472); (9.609, 1091.430)"
1197,"(1346.199, 3080.406); (1363.597, 3081.094); (1362.509, 3086.534); (1361.453, 3088.903); (1352.933, 3092.277); (1342.194, 3095.278); (1337.823, 3093.204); (1337.474, 3085.343); (1341.713, 3081.693)"
1198,"(265.270, 563.795); (275.316, 545.073); (280.758, 541.195); (286.824, 546.331); (288.903, 553.389); (286.426, 558.073); (273.326, 567.131); (267.472, 566.806)"
1199,"(4083.205, 2404.483); (4048.603, 2454.885); (4046.131, 2453.643); (4042.172, 2446.069); (4041.304, 2435.861); (4043.144, 2422.307); (4048.187, 2408.092); (4053.771, 2394.669); (4081.391, 2403.296)"
1200,"(3487.996, 3203.651); (3726.120, 3207.105); (3729.189, 3209.247); (3755.622, 3231.947); (3761.887, 3238.160); (3766.270, 3244.590); (3787.906, 3280.208); (3786.756, 3316.216); (3771.741, 3318.630); (3317.329, 3312.342); (3088.490, 3306.346); (3080.672, 3299.694); (3092.944, 3260.978); (3101.930, 3248.589); (3110.242, 3241.544); (3126.285, 3231.551); (3135.001, 3228.305); (3232.730, 3213.442); (3245.996, 3212.117)"
1201,"(2708.028, 3085.101); (2704.340, 3095.134); (2655.485, 3086.417); (2638.490, 3079.788); (2633.229, 3076.171); (2635.492, 3068.042); (2654.603, 3067.687); (2674.527, 3070.468); (2706.315, 3079.898)"
1202,"(3379.720, 663.240); (3374.586, 659.520); (3372.726, 655.460); (3369.201, 644.771); (3383.004, 635.243); (3394.011, 636.140); (3397.212, 638.609); (3398.871, 643.596); (3399.764, 649.864); (3395.897, 656.771); (3385.410, 663.121)"
1203,"(3734.604, 3820.812); (3749.104, 3799.931); (3756.377, 3823.676); (3757.742, 3828.488); (3757.415, 3836.605); (3748.129, 3856.096); (3740.146, 3863.118); (3733.649, 3862.430); (3729.119, 3858.688); (3720.679, 3849.741); (3729.620, 3830.586)"
1204,"(4068.009, 2542.103); (4061.782, 2550.696); (4053.506, 2546.885); (4051.768, 2544.840); (4043.142, 2505.709); (4040.901, 2494.012); (4046.947, 2490.048); (4050.481, 2489.965); (4058.266, 2491.499); (4062.237, 2493.093); (4069.692, 2496.296); (4075.955, 2503.733); (4076.160, 2509.298); (4069.003, 2539.189)"
1205,"(4047.219, 2707.154); (4041.360, 2692.108); (4047.476, 2676.462); (4054.721, 2665.191); (4057.730, 2664.082); (4061.153, 2665.085); (4065.200, 2669.440); (4066.573, 2682.777); (4054.678, 2708.995); (4050.567, 2711.105)"
1206,"(379.728, 1214.332); (370.210, 1239.481); (358.183, 1238.122); (343.398, 1230.939); (336.874, 1226.730); (329.299, 1219.044); (332.388, 1212.768); (360.863, 1205.451); (372.015, 1206.557); (377.388, 1210.374)"
1207,"(1128.829, 1345.215); (1132.749, 1337.249); (1153.585, 1355.612); (1150.385, 1364.039); (1147.437, 1366.685); (1132.458, 1357.622)"
1208,"(3962.269, 964.655); (3965.666, 970.526); (3963.013, 975.176); (3957.025, 981.240); (3947.537, 982.803); (3946.041, 980.496); (3945.303, 974.430); (3950.782, 970.271)"
1209,"(2036.172, 2774.572); (2046.987, 2773.928); (2054.057, 2774.108); (2060.383, 2778.095); (2064.280, 2830.665); (2055.101, 2858.203); (2048.277, 2867.516); (2037.765, 2871.209); (2030.187, 2865.406); (1992.733, 2812.800); (1999.507, 2805.940)"
1210,"(2025.245, 2133.692); (2030.455, 2122.255); (2050.138, 2112.989); (2054.876, 2115.821); (2058.236, 2119.482); (2057.212, 2125.366); (2038.584, 2133.608); (2030.939, 2135.467)"
1211,"(350.888, 1303.128); (337.984, 1281.931); (329.527, 1263.822); (329.445, 1261.312); (337.887, 1260.132); (346.480, 1261.490); (355.909, 1264.267); (364.662, 1272.064); (365.161, 1284.917); (362.108, 1294.429); (356.978, 1301.762)"
1212,"(3454.958, 1782.571); (3459.820, 1802.974); (3458.421, 1825.768); (3454.932, 1828.672); (3450.934, 1831.110); (3410.885, 1846.875); (3401.473, 1845.002); (3402.922, 1832.360); (3410.310, 1816.331); (3416.479, 1805.575); (3423.770, 1793.139); (3437.390, 1784.070)"
1213,"(3895.177, 2165.669); (3881.077, 2149.490); (3883.409, 2138.618); (3886.252, 2127.311); (3890.561, 2121.983); (3897.798, 2119.920); (3906.692, 2117.790); (3914.341, 2118.912); (3918.813, 2119.597); (3911.893, 2165.115); (3909.416, 2167.212); (3903.089, 2167.335)"
1214,"(1357.063, 3215.845); (1392.307, 3210.349); (1394.678, 3212.803); (1411.430, 3233.615); (1413.428, 3242.769); (1418.221, 3289.950); (1411.080, 3319.237); (1401.955, 3318.315); (1396.573, 3317.026); (1362.573, 3301.061); (1355.455, 3270.062); (1353.408, 3254.153); (1355.304, 3228.403)"
1215,"(2525.271, 2048.101); (2540.547, 2046.335); (2569.438, 2052.773); (2657.511, 2074.731); (2657.954, 2080.019); (2656.947, 2092.462); (2656.089, 2097.218); (2649.986, 2101.262); (2633.756, 2102.597); (2628.707, 2102.952); (2619.044, 2101.926); (2611.979, 2101.121); (2559.449, 2087.721); (2555.075, 2086.460); (2519.291, 2074.312); (2512.124, 2071.729); (2504.617, 2068.333); (2507.021, 2064.579); (2511.289, 2060.037)"
1216,"(4031.834, 1425.018); (4031.343, 1436.051); (3997.508, 1449.377); (3987.175, 1452.516); (3951.712, 1462.973); (3945.247, 1462.767); (3932.674, 1461.237); (3927.759, 1459.683); (3923.009, 1455.515); (3912.779, 1444.834); (3916.155, 1441.584); (3940.962, 1424.036); (3991.952, 1411.207); (4012.474, 1409.777); (4030.652, 1420.576)"
1217,"(2338.991, 1581.554); (2269.899, 1590.994); (2261.518, 1583.537); (2255.735, 1577.548); (2253.620, 1573.982); (2248.692, 1556.864); (2249.595, 1552.791); (2253.266, 1547.467); (2270.983, 1539.027); (2288.740, 1538.838); (2292.172, 1539.113); (2336.701, 1544.827); (2340.275, 1551.110); (2345.690, 1573.999); (2342.622, 1579.068)"
1218,"(4082.572, 3640.028); (4085.047, 3661.972); (4084.222, 3667.926); (4080.137, 3671.407); (4074.461, 3670.638); (4073.158, 3656.205); (4076.326, 3644.303)"
1219,"(904.640, 782.471); (906.082, 771.020); (928.851, 759.678); (936.029, 760.991); (943.673, 762.748); (948.133, 766.765); (947.459, 772.571); (935.186, 785.090); (916.297, 791.366)"
1220,"(938.756, 532.796); (937.497, 526.077); (938.525, 514.788); (940.382, 511.520); (952.539, 511.266); (957.554, 512.596); (957.121, 517.856); (948.611, 528.206); (942.312, 534.764)"
1221,"(1849.457, 596.983); (1832.909, 584.573); (1833.471, 581.291); (1836.991, 576.750); (1839.376, 575.555); (1843.989, 574.132); (1850.446, 581.688); (1859.462, 593.603); (1861.210, 599.480)"
1222,"(1320.621, 2132.015); (1316.509, 2134.505); (1306.311, 2134.281); (1300.739, 2130.857); (1294.503, 2125.643); (1289.662, 2121.361); (1289.350, 2110.082); (1301.736, 2114.337); (1305.403, 2115.735); (1311.795, 2121.185)"
1223,"(313.649, 943.953); (409.777, 901.352); (443.409, 905.488); (455.412, 954.554); (423.708, 980.759); (416.969, 985.938); (412.358, 989.241); (400.823, 993.488); (393.426, 995.501); (292.154, 1014.277); (282.895, 1014.961); (273.322, 1015.251); (270.317, 1013.940); (265.511, 997.633); (264.591, 980.344); (265.565, 976.182); (268.387, 972.205); (277.044, 965.831)"
1224,"(4062.209, 1577.745); (3934.135, 1591.123); (3929.646, 1590.847); (3919.431, 1575.007); (3917.535, 1570.022); (3915.928, 1561.576); (3913.000, 1535.334); (3923.851, 1529.136); (3971.870, 1510.990); (3998.192, 1502.522); (4019.721, 1498.402); (4024.908, 1498.118); (4056.157, 1497.487); (4059.841, 1501.130); (4070.845, 1520.631); (4077.527, 1536.459); (4079.382, 1546.825); (4076.771, 1557.156); (4068.842, 1574.848)"
1225,"(3405.276, 707.121); (3393.856, 724.200); (3383.759, 726.815); (3374.466, 727.499); (3369.073, 704.485); (3368.573, 694.497); (3375.386, 691.601); (3400.739, 702.209)"
1226,"(3695.739, 854.929); (3689.306, 847.176); (3692.324, 842.205); (3700.389, 838.209); (3704.652, 836.903); (3705.040, 843.852); (3702.119, 853.836)"
1227,"(3721.292, 855.567); (3731.744, 838.404); (3768.740, 829.132); (3776.418, 827.511); (3781.823, 829.803); (3791.549, 837.111); (3794.363, 840.476); (3802.976, 864.100); (3800.774, 877.792); (3798.931, 883.495); (3771.682, 886.525); (3737.996, 869.956)"
