NO,Polygon Points
1147,"(7722.280, 2014.259); (7700.207, 2038.519); (7692.547, 2039.287); (7691.015, 2036.199); (7689.098, 2021.915); (7689.371, 2008.427); (7697.468, 1995.672); (7712.069, 1996.178); (7721.215, 2000.577)"
1148,"(6211.205, 2250.954); (6199.970, 2293.854); (6187.472, 2295.080); (6182.001, 2294.636); (6161.964, 2267.201); (6158.800, 2259.184); (6156.327, 2252.613); (6152.663, 2241.504); (6159.151, 2227.358); (6165.115, 2221.156); (6171.364, 2215.373); (6182.878, 2218.971); (6188.823, 2221.658); (6193.249, 2224.968); (6200.328, 2233.270); (6204.687, 2238.536)"
1149,"(7980.776, 1266.345); (7977.403, 1261.022); (7981.496, 1257.235); (7990.141, 1253.054); (7994.127, 1257.908); (7995.448, 1265.287); (7995.983, 1270.842); (7991.985, 1270.736)"
1150,"(8137.130, 1201.039); (8147.981, 1197.783); (8144.311, 1207.307)"
1151,"(4814.898, 1964.084); (4809.198, 1930.169); (4809.832, 1915.895); (4819.889, 1914.747); (4831.405, 1916.444); (4842.380, 1918.807); (4846.446, 1922.014); (4852.535, 1927.445); (4863.279, 1958.148); (4863.075, 1967.309); (4861.414, 1970.954); (4857.735, 1973.366); (4853.162, 1974.267); (4847.758, 1975.166); (4835.653, 1972.054)"
1152,"(7823.550, 2339.849); (7817.349, 2317.042); (7831.276, 2315.773); (7837.139, 2316.705); (7848.823, 2324.549); (7867.713, 2347.508); (7868.215, 2352.324); (7861.604, 2355.989); (7857.455, 2357.394); (7849.385, 2359.392); (7838.861, 2354.186)"
1153,"(3839.370, 1289.999); (3830.023, 1303.141); (3828.261, 1301.768); (3822.171, 1290.457); (3817.141, 1278.090); (3824.017, 1275.969); (3836.266, 1283.867)"
1154,"(6180.995, 1857.133); (6188.253, 1869.687); (6187.565, 1877.870); (6175.686, 1878.594); (6161.277, 1879.203); (6159.174, 1877.988); (6152.733, 1865.301); (6164.117, 1859.752)"
1155,"(4845.619, 2021.235); (4835.200, 2070.964); (4832.971, 2069.606); (4818.390, 2059.080); (4808.939, 2044.241); (4811.532, 2031.720); (4821.844, 2022.510); (4837.700, 2019.189)"
1156,"(6479.316, 1318.846); (6484.906, 1319.684); (6488.530, 1327.558); (6488.581, 1334.882); (6484.741, 1335.500); (6473.261, 1327.316); (6475.033, 1323.001)"
1157,"(5010.978, 2023.275); (5000.744, 2015.126); (5007.613, 2012.437); (5012.938, 2011.950); (5022.173, 2012.054); (5022.145, 2020.438); (5015.214, 2022.429)"
1158,"(6793.446, 1261.485); (6800.908, 1249.147); (6808.845, 1250.345); (6814.282, 1260.128); (6813.552, 1268.053); (6802.836, 1271.401); (6799.650, 1269.241)"
1159,"(1737.147, 4083.617); (1747.292, 4070.305); (1769.919, 4065.345); (1780.552, 4065.223); (1808.828, 4065.205); (1827.093, 4067.427); (1846.787, 4073.599); (1848.022, 4081.579); (1840.920, 4086.396); (1792.054, 4086.926); (1750.216, 4084.730)"
1160,"(1649.027, 1527.293); (1641.172, 1517.242); (1655.448, 1521.086); (1658.091, 1525.698)"
1161,"(3076.834, 3979.905); (3080.247, 3987.008); (3030.271, 3990.539); (3025.147, 3988.980); (3017.240, 3985.694); (3030.056, 3978.003); (3045.998, 3974.478); (3056.593, 3974.583)"
1162,"(3945.436, 2052.077); (3954.059, 2045.327); (3981.872, 2052.078); (3992.289, 2056.110); (3986.049, 2060.501); (3970.090, 2070.781); (3967.297, 2070.616); (3962.685, 2070.111); (3958.064, 2067.872); (3948.367, 2057.025)"
1163,"(5069.335, 3127.323); (5033.124, 3119.251); (5036.685, 3106.880); (5042.511, 3104.126); (5081.357, 3089.424); (5101.627, 3093.443); (5109.084, 3097.837); (5116.470, 3102.375); (5086.356, 3121.100)"
1164,"(6651.212, 4022.895); (6649.270, 4009.967); (6655.475, 3965.197); (6657.493, 3972.223)"
1165,"(2160.283, 2597.803); (2181.544, 2612.570); (2172.309, 2615.206); (2164.165, 2613.999); (2159.769, 2611.141); (2153.118, 2604.765); (2155.603, 2600.014)"
1166,"(7803.254, 3176.993); (7844.762, 3331.819); (7842.698, 3342.286); (7839.629, 3354.520); (7836.862, 3357.067); (7810.567, 3378.740); (7730.721, 3444.214); (7718.849, 3447.117); (7714.897, 3446.761); (7707.856, 3409.312); (7689.455, 3197.571); (7689.250, 3179.089); (7692.410, 3174.247); (7696.696, 3171.364); (7768.299, 3170.170); (7798.393, 3172.909)"
1167,"(2537.357, 3994.734); (2551.278, 4087.107); (2545.467, 4079.220); (2540.638, 4047.498)"
1168,"(473.172, 3990.611); (473.511, 3986.516); (481.135, 4054.879); (474.289, 4001.165); (473.704, 3995.802)"
1169,"(6908.433, 1687.488); (6905.075, 1682.739); (6906.840, 1676.675); (6911.263, 1676.276)"
1170,"(8158.935, 4028.152); (8152.903, 4087.237); (8153.609, 4076.486); (8157.478, 4039.750)"
1171,"(3088.258, 4033.078); (3081.085, 4071.071); (3083.551, 4030.506)"
1172,"(5560.874, 1120.021); (5566.082, 1119.083); (5567.590, 1125.951); (5567.162, 1126.941)"
1173,"(1061.656, 1848.535); (1068.356, 1849.898); (1075.515, 1859.336); (1084.908, 1877.005); (1065.609, 1903.791); (1059.400, 1908.475); (1049.405, 1910.926); (1042.183, 1908.636); (1033.231, 1888.350); (1035.106, 1879.791); (1039.057, 1867.482); (1043.164, 1858.717); (1051.436, 1849.884); (1055.928, 1848.974)"
1174,"(232.753, 3063.346); (246.421, 3067.903); (249.517, 3095.118); (233.942, 3075.978)"
1175,"(6822.312, 2582.798); (6833.351, 2636.004); (6831.831, 2644.835); (6760.098, 2807.129); (6711.248, 2798.871); (6707.566, 2797.366); (6668.412, 2774.838); (6664.888, 2770.734); (6681.481, 2681.635); (6697.000, 2607.685); (6702.275, 2604.656); (6761.177, 2573.238); (6781.860, 2574.863)"
1176,"(7229.957, 3038.973); (7256.630, 3034.911); (7276.229, 3041.004); (7280.712, 3045.712); (7279.747, 3053.282); (7218.582, 3063.463); (7209.105, 3062.785); (7211.796, 3055.102)"
1177,"(2962.600, 2782.740); (2962.635, 2790.055); (2955.634, 2791.277); (2937.313, 2788.235); (2950.955, 2781.423); (2956.904, 2779.195)"
1178,"(5992.926, 1118.834); (5998.934, 1120.959); (5997.040, 1127.042)"
1179,"(3583.135, 1223.370); (3577.308, 1216.218); (3583.812, 1210.824); (3589.957, 1214.454)"
1180,"(6482.714, 1207.475); (6473.383, 1204.148); (6475.085, 1198.235); (6484.246, 1197.202)"
1181,"(5865.110, 1518.473); (5868.528, 1507.876); (5877.361, 1514.417); (5882.588, 1523.518); (5879.684, 1526.961); (5869.646, 1523.637)"
1182,"(6521.825, 2050.494); (6538.743, 2058.131); (6533.477, 2064.601); (6524.963, 2070.560); (6511.087, 2066.953); (6505.309, 2060.973); (6514.025, 2053.186)"
1183,"(1874.102, 3654.870); (1865.109, 3654.795); (1871.583, 3651.405); (1884.539, 3650.965)"
1184,"(7792.314, 1271.179); (7785.458, 1269.696); (7786.051, 1256.675); (7793.307, 1253.769); (7805.841, 1253.452); (7799.644, 1263.642)"
1185,"(7049.941, 2703.024); (7050.687, 2716.100); (7049.934, 2719.753); (7048.044, 2722.516); (7029.987, 2738.638); (7023.340, 2743.056); (7016.997, 2740.285); (7029.263, 2702.129); (7031.183, 2699.197)"
1186,"(6794.974, 1158.742); (6792.896, 1152.842); (6796.364, 1150.215); (6798.959, 1150.221)"
1187,"(6550.672, 1248.824); (6558.826, 1251.933); (6549.924, 1268.591); (6546.321, 1271.310); (6542.522, 1270.723); (6538.840, 1266.122); (6537.230, 1260.752); (6537.778, 1254.507)"
1188,"(2697.411, 2374.374); (2709.029, 2362.308); (2714.971, 2362.400); (2717.306, 2366.360); (2715.614, 2375.290); (2713.040, 2380.998); (2705.731, 2390.876); (2699.089, 2378.953)"
1189,"(3158.068, 2399.034); (3179.980, 2411.741); (3169.667, 2417.808); (3161.384, 2421.084); (3154.649, 2422.936); (3150.204, 2420.600); (3148.245, 2418.288); (3144.934, 2406.750); (3144.551, 2402.102); (3148.468, 2400.337)"
1190,"(3513.285, 2382.735); (3530.634, 2378.039); (3537.101, 2387.351); (3525.407, 2390.787); (3518.898, 2389.891)"
1191,"(6173.844, 1206.506); (6168.996, 1199.586); (6175.288, 1198.106); (6180.122, 1199.161)"
1192,"(3080.761, 2482.597); (3082.992, 2477.407); (3095.161, 2475.345); (3098.582, 2478.157); (3092.017, 2483.665); (3087.193, 2486.995); (3082.448, 2484.753)"
1193,"(784.470, 3938.324); (776.963, 3930.825); (788.831, 3929.394); (797.143, 3929.349); (802.372, 3930.712); (813.417, 3935.681); (808.906, 3940.922); (804.112, 3943.040)"
1194,"(4221.062, 1554.295); (4219.147, 1559.183); (4213.784, 1557.676); (4209.295, 1556.040); (4203.427, 1552.506); (4200.944, 1542.825); (4210.235, 1543.552); (4217.698, 1547.505)"
1195,"(4111.684, 2413.966); (4100.831, 2422.605); (4093.385, 2421.492); (4088.507, 2416.153); (4093.013, 2411.698); (4100.378, 2410.337)"
1196,"(1141.496, 2738.140); (1137.448, 2742.828); (1133.228, 2741.637); (1128.606, 2735.777); (1130.019, 2731.618); (1132.511, 2724.289); (1140.659, 2730.406)"
1197,"(8040.862, 1222.108); (8045.983, 1215.186); (8053.176, 1220.362); (8049.251, 1222.577)"
1198,"(6899.327, 1302.763); (6889.403, 1296.061); (6890.414, 1288.990); (6894.733, 1284.006); (6910.208, 1288.813); (6915.030, 1295.223); (6904.512, 1301.652)"
1199,"(7338.544, 1750.743); (7337.217, 1732.622); (7347.078, 1736.110); (7352.627, 1741.717); (7343.891, 1748.770)"
1200,"(6253.983, 1159.191); (6248.854, 1150.578); (6254.466, 1153.305); (6258.150, 1156.361)"
1201,"(8168.589, 1644.955); (8180.211, 1639.135); (8183.645, 1644.005); (8183.527, 1650.980); (8182.114, 1654.828); (8174.411, 1650.006)"
1202,"(2345.364, 2153.535); (2363.105, 2154.811); (2357.533, 2167.410); (2349.488, 2159.449)"
1203,"(4533.690, 1276.307); (4536.236, 1285.666); (4532.419, 1286.909); (4521.333, 1283.867); (4526.762, 1276.840)"
1204,"(3188.095, 2902.539); (3182.924, 2900.679); (3179.688, 2896.377); (3177.247, 2891.156); (3188.710, 2888.522); (3195.768, 2890.454); (3192.772, 2897.240)"
1205,"(7075.306, 1430.797); (7055.238, 1422.012); (7050.710, 1413.889); (7048.815, 1407.226); (7051.587, 1401.963); (7054.534, 1398.212); (7062.820, 1396.962); (7075.115, 1403.240); (7088.418, 1410.243); (7083.382, 1425.346); (7081.930, 1427.534)"
1206,"(6760.916, 1316.861); (6773.093, 1310.701); (6792.225, 1319.738); (6792.155, 1326.940); (6790.285, 1330.635); (6771.481, 1334.901); (6767.438, 1335.192); (6763.593, 1331.671)"
1207,"(4520.883, 3747.670); (4532.011, 3742.001); (4541.767, 3747.983); (4539.893, 3750.667); (4526.089, 3749.905)"
1208,"(1021.958, 1909.290); (1017.304, 1910.667); (1017.316, 1904.942)"
1209,"(6681.284, 1255.326); (6681.120, 1246.446); (6690.478, 1247.516); (6695.096, 1248.979); (6691.809, 1253.387)"
1210,"(6832.961, 1125.266); (6825.236, 1127.299); (6827.958, 1118.859); (6831.477, 1120.404)"
1211,"(3624.612, 1647.433); (3609.119, 1655.295); (3609.441, 1642.342); (3617.072, 1641.413)"
1212,"(1938.719, 1300.962); (1928.714, 1278.821); (1929.983, 1273.415); (1938.424, 1277.240); (1947.532, 1283.407); (1955.159, 1291.728); (1955.200, 1297.663); (1952.352, 1300.390); (1945.703, 1303.352); (1942.016, 1302.474)"
1213,"(6873.051, 1248.490); (6883.690, 1246.764); (6887.224, 1252.451); (6883.062, 1254.758)"
1214,"(5584.771, 1271.013); (5577.455, 1254.236); (5590.210, 1247.137); (5599.674, 1249.504); (5601.083, 1259.218); (5598.417, 1268.219)"
1215,"(8178.687, 3904.859); (8184.408, 3922.678); (8182.190, 3944.026); (8180.979, 3953.178); (8173.864, 3959.323); (8168.746, 3948.563); (8176.368, 3914.878)"
1216,"(1042.607, 3927.441); (1032.510, 3919.506); (1040.133, 3912.115); (1062.898, 3901.462); (1126.783, 3898.901); (1153.291, 3897.846); (1164.838, 3901.819); (1154.384, 3911.603); (1111.502, 3923.809)"
1217,"(4890.201, 1469.112); (4891.158, 1477.957); (4882.161, 1478.962); (4877.351, 1478.339); (4872.770, 1473.730); (4876.141, 1468.188); (4881.355, 1468.064)"
1218,"(1643.118, 3825.294); (1640.621, 3815.277); (1649.020, 3810.253); (1657.197, 3809.430); (1704.812, 3806.900); (1726.503, 3815.907); (1732.068, 3819.161); (1713.291, 3825.422); (1696.253, 3829.800); (1690.919, 3830.912)"
1219,"(2825.651, 3646.467); (2818.085, 3654.790); (2806.030, 3654.350); (2800.661, 3653.636); (2792.966, 3650.131); (2809.146, 3641.458); (2817.041, 3642.353)"
1220,"(2187.966, 2437.732); (2187.044, 2445.841); (2180.445, 2452.938); (2175.986, 2455.401); (2168.604, 2455.113); (2161.168, 2451.839); (2155.776, 2448.856); (2153.451, 2445.985); (2160.610, 2440.406); (2172.298, 2437.651); (2180.107, 2437.601)"
1221,"(4777.469, 2863.547); (4788.664, 2857.254); (4807.207, 2854.190); (4818.693, 2856.390); (4810.587, 2867.085); (4803.277, 2870.900); (4799.661, 2871.339); (4784.892, 2870.079); (4781.446, 2867.276)"
1222,"(5846.641, 1403.444); (5849.845, 1407.658); (5847.599, 1414.524); (5839.191, 1415.333); (5836.358, 1414.574); (5833.218, 1407.988); (5839.416, 1404.444)"
1223,"(3451.474, 2055.081); (3449.063, 2052.413); (3451.827, 2048.422); (3461.780, 2042.528)"
1224,"(234.579, 2455.082); (232.691, 2442.836); (236.839, 2443.042); (248.828, 2446.327); (244.608, 2449.592); (240.072, 2452.537)"
1225,"(6856.584, 1677.773); (6859.423, 1671.567); (6875.959, 1668.033); (6883.390, 1672.295); (6889.564, 1679.438); (6880.858, 1685.275); (6878.120, 1686.525); (6870.034, 1685.565)"
1226,"(7806.640, 2361.854); (7813.631, 2374.918); (7800.664, 2385.999); (7773.042, 2390.989); (7766.342, 2387.599); (7752.784, 2374.571); (7765.031, 2368.218); (7785.446, 2361.023); (7793.782, 2358.480); (7802.964, 2358.463)"
1227,"(6152.089, 1325.653); (6150.620, 1334.543); (6132.020, 1333.474); (6126.651, 1330.584); (6120.860, 1324.585); (6127.123, 1320.259); (6136.255, 1315.484); (6144.346, 1313.993); (6151.803, 1316.662)"
1228,"(6875.470, 3191.460); (6862.976, 3188.657); (6861.614, 3187.369); (6856.750, 3176.615); (6878.030, 3171.883); (6902.361, 3174.375); (6906.633, 3177.195); (6911.762, 3185.461); (6889.862, 3190.239)"
1229,"(5544.961, 1424.623); (5555.717, 1421.176); (5560.564, 1429.325); (5550.929, 1430.954)"
1230,"(6408.996, 1513.109); (6415.111, 1509.751); (6425.848, 1508.492); (6435.667, 1510.808); (6441.443, 1517.220); (6442.074, 1523.387); (6438.361, 1525.990); (6433.923, 1526.986); (6418.012, 1523.409); (6410.607, 1517.750)"
1231,"(3928.971, 3031.024); (3934.253, 3017.843); (3957.520, 3021.501); (3953.865, 3026.400); (3939.020, 3029.383)"
1232,"(7881.378, 3913.599); (7887.973, 3907.325); (7950.620, 3904.414); (7990.790, 3911.475); (8003.374, 3914.703); (8006.847, 3916.773); (8011.793, 3920.597); (8009.118, 3923.184); (8005.585, 3923.906); (7964.299, 3926.735); (7904.700, 3923.452); (7892.503, 3922.428)"
1233,"(6678.246, 3251.786); (6677.915, 3264.980); (6676.158, 3269.434); (6672.362, 3270.650); (6668.647, 3265.441); (6665.011, 3254.217); (6670.278, 3253.016)"
1234,"(1115.085, 1518.603); (1104.986, 1526.650); (1098.130, 1524.908); (1096.762, 1517.782); (1099.935, 1511.226)"
1235,"(6848.076, 2202.163); (6852.797, 2205.614); (6851.732, 2210.493); (6849.647, 2217.267); (6829.876, 2230.302); (6824.937, 2231.332); (6829.291, 2219.302); (6842.524, 2206.318)"
1236,"(5131.383, 2457.022); (5135.819, 2459.482); (5131.835, 2465.158); (5128.287, 2468.317); (5125.485, 2470.236); (5113.405, 2471.244); (5120.915, 2460.712); (5125.730, 2457.109)"
1237,"(4649.441, 3047.537); (4653.468, 3042.448); (4662.057, 3046.228); (4664.420, 3061.705); (4658.341, 3063.095); (4651.819, 3056.161)"
1238,"(5785.474, 2806.323); (5793.130, 2796.765); (5808.391, 2800.041); (5795.500, 2807.194)"
1239,"(333.159, 4019.227); (329.090, 4014.549); (333.481, 4009.318); (340.247, 4005.379); (346.061, 4002.448); (352.111, 4001.011); (373.017, 3998.860); (382.827, 3998.567); (397.184, 3999.555); (404.393, 4003.095); (397.308, 4009.228); (379.008, 4015.858); (369.561, 4018.079); (346.923, 4023.332); (337.883, 4021.428)"
1240,"(6665.920, 2646.189); (6664.782, 2637.312); (6665.548, 2628.201); (6669.935, 2624.206); (6676.750, 2623.571); (6680.439, 2624.279); (6682.249, 2626.939); (6673.205, 2644.961); (6670.563, 2647.108)"
1241,"(7881.393, 2326.583); (7880.603, 2312.963); (7887.046, 2306.835); (7900.916, 2305.185); (7925.561, 2308.374); (7930.625, 2311.450); (7933.326, 2317.034); (7928.541, 2321.027); (7907.840, 2326.450); (7887.928, 2327.215)"
1242,"(7592.507, 1291.315); (7595.829, 1285.052); (7603.449, 1284.332); (7613.483, 1285.913); (7617.832, 1297.713); (7613.276, 1303.265); (7597.801, 1303.168); (7594.346, 1301.843)"
1243,"(5225.074, 1511.245); (5225.414, 1503.084); (5228.430, 1497.313); (5232.445, 1493.251); (5241.852, 1501.603); (5248.958, 1507.938); (5251.243, 1515.992); (5246.109, 1521.576); (5243.087, 1524.347); (5237.546, 1527.374); (5234.416, 1527.480); (5227.427, 1518.966)"
1244,"(15.882, 3206.613); (19.849, 3208.295); (11.581, 3223.151); (8.520, 3222.398); (10.855, 3211.578)"
1245,"(4844.424, 3575.963); (4858.493, 3580.921); (4852.704, 3590.280); (4844.350, 3591.179); (4836.163, 3590.514); (4829.412, 3588.767); (4825.199, 3584.105); (4826.922, 3582.183)"
1246,"(5165.348, 2049.700); (5170.245, 2048.035); (5180.770, 2054.831); (5181.673, 2058.648); (5168.834, 2069.857); (5166.274, 2071.136); (5163.224, 2069.117); (5161.419, 2064.921); (5162.866, 2058.557)"
1247,"(6669.764, 1493.020); (6665.463, 1482.540); (6668.375, 1478.144); (6671.931, 1474.325); (6682.415, 1479.909); (6687.623, 1485.362); (6681.397, 1492.125); (6676.157, 1494.563)"
1248,"(7688.676, 3378.946); (7691.577, 3361.836); (7696.991, 3368.229); (7701.963, 3374.739); (7699.413, 3377.979); (7695.762, 3381.382); (7689.586, 3382.768)"
1249,"(4911.108, 1093.803); (4905.078, 1094.526); (4909.490, 1088.386)"
1250,"(2034.193, 1252.120); (2046.667, 1258.601); (2042.526, 1270.224); (2039.442, 1270.953); (2033.091, 1265.681); (2025.132, 1254.786); (2028.390, 1253.507)"
1251,"(3785.102, 1252.292); (3795.375, 1248.836); (3803.186, 1250.584); (3806.191, 1255.993); (3801.350, 1269.293); (3798.296, 1271.493); (3794.588, 1270.725); (3785.886, 1257.368)"
1252,"(6396.751, 1158.333); (6393.266, 1158.547); (6396.582, 1154.503); (6401.501, 1154.240)"
1253,"(3377.404, 2310.885); (3378.504, 2318.265); (3376.618, 2321.552); (3370.421, 2324.391); (3362.057, 2326.951); (3355.520, 2326.373); (3348.471, 2324.109); (3339.542, 2317.388); (3336.993, 2310.627); (3361.761, 2309.157)"
1254,"(4276.640, 1330.815); (4265.284, 1316.833); (4266.410, 1311.953); (4273.931, 1312.385); (4289.206, 1317.506); (4297.038, 1325.991); (4294.726, 1332.624); (4289.971, 1333.582); (4282.894, 1334.801)"
1255,"(4904.647, 3063.160); (4910.847, 3048.853); (4923.561, 3040.379); (4951.146, 3023.448); (4957.504, 3026.787); (4962.745, 3029.892); (4930.178, 3054.899); (4921.979, 3059.699)"
1256,"(8044.293, 1190.705); (8040.519, 1184.556); (8045.707, 1181.446); (8050.719, 1182.884)"
1257,"(8.702, 1469.378); (14.864, 1463.389); (20.900, 1467.987); (20.912, 1476.650); (19.108, 1478.891); (10.036, 1475.734)"
1258,"(6220.651, 3670.911); (6217.199, 3666.098); (6219.006, 3660.342); (6220.593, 3655.785); (6234.815, 3650.683); (6257.849, 3649.781); (6276.010, 3655.066); (6282.175, 3657.725); (6285.133, 3664.105); (6280.965, 3665.240); (6268.936, 3667.142)"
1259,"(4098.703, 2695.384); (4088.604, 2684.063); (4098.037, 2685.726); (4106.588, 2691.637)"
1260,"(1551.595, 3920.632); (1545.222, 3916.605); (1548.373, 3910.839); (1553.442, 3909.547); (1565.749, 3906.430); (1613.237, 3904.619); (1632.042, 3907.697); (1653.301, 3912.078); (1650.298, 3919.080); (1640.809, 3924.295); (1595.293, 3927.119); (1556.517, 3921.514)"
1261,"(4610.063, 1314.911); (4616.156, 1320.770); (4610.842, 1331.014); (4602.990, 1334.867); (4599.502, 1334.329); (4589.369, 1324.870); (4586.622, 1314.583); (4584.950, 1307.485); (4590.908, 1308.660); (4599.168, 1310.684)"
1262,"(4976.826, 1350.768); (4968.840, 1347.568); (4968.872, 1341.874); (4975.451, 1338.013); (4986.309, 1337.037); (4984.009, 1349.407); (4982.620, 1350.376)"
1263,"(18.154, 1165.004); (16.758, 1175.005); (14.783, 1174.510); (12.572, 1173.787); (9.204, 1166.838); (12.714, 1164.623)"
1264,"(40.599, 1164.563); (49.208, 1167.757); (45.895, 1174.356); (43.720, 1174.991); (41.138, 1174.573)"
1265,"(7401.130, 1357.022); (7400.583, 1351.084); (7407.443, 1346.938); (7414.920, 1346.073); (7421.919, 1347.252); (7429.637, 1348.992); (7435.113, 1353.321); (7430.794, 1357.812); (7425.864, 1361.798); (7421.397, 1363.341); (7416.995, 1364.768); (7410.198, 1366.806)"
1266,"(4418.297, 2798.199); (4429.579, 2802.596); (4417.292, 2806.961); (4408.741, 2806.422); (4413.538, 2801.986)"
1267,"(7693.838, 2066.218); (7686.016, 2071.148); (7678.534, 2070.433); (7672.854, 2060.247); (7683.882, 2058.794); (7687.158, 2061.087)"
1268,"(5897.381, 1221.559); (5900.051, 1214.710); (5908.551, 1218.333); (5903.182, 1223.184)"
1269,"(5156.887, 2199.107); (5133.573, 2197.143); (5131.655, 2190.597); (5128.934, 2178.272); (5160.218, 2184.192); (5165.867, 2195.414); (5158.918, 2199.095)"
1270,"(1750.381, 1519.192); (1754.205, 1527.107); (1749.172, 1526.706); (1742.310, 1525.132); (1736.616, 1519.285); (1743.141, 1519.205)"
1271,"(7817.091, 1199.601); (7822.990, 1195.982); (7827.342, 1199.081); (7825.698, 1207.130); (7822.909, 1207.167); (7819.533, 1206.920)"
1272,"(3080.572, 2241.518); (3086.733, 2242.851); (3093.986, 2247.290); (3088.879, 2246.793); (3084.325, 2245.639)"
1273,"(6521.179, 3671.295); (6504.672, 3666.868); (6510.204, 3658.032); (6533.841, 3654.950); (6553.757, 3654.235); (6546.251, 3660.820); (6533.293, 3669.654)"
1274,"(4393.145, 1952.518); (4414.326, 1949.937); (4429.916, 1959.166); (4427.715, 1967.926); (4416.287, 1974.895); (4404.530, 1971.672); (4395.759, 1957.925)"
1275,"(7980.639, 2596.608); (7974.737, 2599.134); (7966.657, 2596.512); (7961.375, 2587.667); (7969.195, 2586.619)"
1276,"(6639.825, 2493.240); (6652.748, 2506.743); (6650.279, 2515.040); (6647.850, 2518.102); (6644.447, 2518.664); (6638.436, 2515.189); (6636.993, 2513.827); (6634.512, 2508.036); (6633.074, 2503.504); (6634.699, 2497.229)"
1277,"(1256.803, 2206.490); (1267.158, 2203.777); (1276.047, 2211.971); (1270.598, 2214.958)"
1278,"(4809.438, 1452.986); (4810.851, 1441.884); (4816.080, 1436.286); (4837.064, 1437.366); (4848.488, 1441.190); (4849.268, 1452.168); (4846.845, 1460.532); (4825.107, 1462.980); (4816.122, 1463.052); (4810.110, 1460.212); (4809.459, 1456.974)"
1279,"(7565.959, 1222.805); (7560.906, 1222.174); (7565.902, 1216.583); (7573.424, 1214.189)"
1280,"(6478.700, 2256.583); (6467.662, 2263.032); (6447.970, 2256.177); (6441.126, 2250.438); (6442.614, 2246.506); (6448.904, 2243.300); (6455.213, 2243.397); (6468.945, 2247.986); (6475.162, 2252.207)"
1281,"(2810.753, 3319.323); (2808.933, 3317.120); (2810.602, 3309.353); (2813.664, 3305.630); (2812.971, 3314.359)"
1282,"(2195.400, 2323.109); (2185.117, 2314.198); (2187.262, 2305.497); (2191.733, 2303.531); (2197.333, 2302.129); (2221.505, 2297.729); (2229.306, 2296.685); (2234.105, 2297.570); (2246.326, 2300.124); (2244.056, 2311.587); (2242.060, 2314.127); (2225.433, 2326.850); (2203.284, 2324.783)"
1283,"(7792.616, 1207.474); (7784.952, 1197.343); (7790.096, 1196.423); (7795.649, 1197.458); (7795.599, 1204.121)"
1284,"(5332.365, 1687.301); (5321.324, 1676.420); (5325.640, 1672.946); (5333.935, 1673.897); (5335.577, 1683.045)"
1285,"(2364.979, 1980.866); (2360.863, 1990.520); (2354.228, 1988.991); (2345.150, 1985.023); (2350.463, 1977.998); (2357.552, 1977.721)"
1286,"(7100.098, 1511.496); (7096.855, 1497.187); (7106.447, 1497.541); (7112.648, 1500.391); (7114.940, 1502.068); (7112.746, 1505.030)"
1287,"(5934.093, 3507.950); (5929.352, 3498.303); (5943.586, 3500.444); (5949.617, 3502.189); (5955.501, 3504.343); (5952.045, 3507.300); (5940.340, 3511.318)"
1288,"(7341.486, 1271.396); (7336.942, 1267.954); (7340.417, 1262.910); (7355.449, 1250.889); (7358.445, 1254.759); (7348.546, 1268.543)"
1289,"(4488.936, 2058.317); (4505.183, 2049.190); (4521.280, 2051.473); (4529.666, 2052.811); (4529.683, 2052.909); (4530.961, 2061.256); (4531.900, 2067.646); (4532.216, 2070.108); (4526.163, 2071.092); (4517.278, 2069.524); (4494.554, 2061.750)"
1290,"(1640.866, 3597.819); (1647.094, 3590.718); (1686.800, 3589.776); (1701.508, 3590.758); (1700.695, 3600.451); (1686.921, 3605.744); (1681.685, 3606.490); (1655.938, 3607.151); (1646.153, 3606.307)"
1291,"(5128.516, 1862.512); (5136.791, 1855.288); (5142.589, 1854.438); (5149.008, 1856.891); (5154.616, 1865.123); (5159.401, 1874.329); (5152.144, 1879.405); (5141.780, 1876.796); (5139.030, 1875.339)"
1292,"(6678.677, 3173.201); (6655.748, 3175.212); (6651.148, 3174.754); (6649.412, 3163.601); (6666.142, 3163.397)"
1293,"(4649.289, 1284.885); (4655.070, 1280.118); (4662.294, 1283.156); (4663.302, 1286.596); (4660.823, 1287.016); (4654.497, 1287.376)"
1294,"(7625.485, 1201.714); (7635.615, 1204.160); (7628.683, 1207.135)"
1295,"(3823.592, 1222.799); (3816.897, 1220.213); (3819.240, 1211.919); (3823.119, 1210.303); (3828.936, 1211.625); (3824.724, 1221.446)"
1296,"(5097.187, 1356.721); (5105.556, 1351.353); (5114.204, 1361.769); (5108.595, 1366.844); (5105.302, 1366.157); (5100.976, 1361.567)"
1297,"(169.337, 3959.190); (183.435, 3952.364); (179.194, 3956.705)"
1298,"(5353.012, 1104.763); (5361.004, 1103.523); (5358.622, 1108.707); (5354.259, 1110.808)"
1299,"(2448.689, 2070.920); (2441.258, 2060.630); (2446.593, 2055.685); (2463.629, 2055.304); (2469.989, 2061.667); (2459.708, 2066.937); (2451.713, 2070.318)"
1300,"(2144.892, 2628.886); (2135.047, 2630.929); (2123.648, 2628.087); (2120.787, 2624.836); (2121.692, 2622.110); (2127.342, 2618.844); (2140.230, 2624.588)"
1301,"(7377.863, 1206.566); (7369.276, 1202.558); (7371.711, 1195.743); (7378.973, 1198.573)"
