NO,Polygon Points
1061,"(871.518, 287.571); (861.107, 310.900); (854.014, 310.373); (840.740, 296.718); (842.611, 292.686); (845.808, 287.851); (849.574, 285.751); (865.045, 284.525)"
1062,"(1192.530, 3075.348); (1230.270, 3067.870); (1242.577, 3070.560); (1242.662, 3077.515); (1240.916, 3088.763); (1232.575, 3094.894); (1208.868, 3086.370); (1199.055, 3082.253)"
1063,"(706.035, 253.239); (706.050, 258.342); (700.377, 263.376); (697.004, 261.160); (698.685, 255.755)"
1064,"(1481.500, 2596.545); (1498.317, 2596.388); (1510.433, 2598.425); (1515.213, 2600.593); (1517.468, 2607.679); (1518.060, 2612.729); (1506.988, 2614.944); (1500.569, 2610.894)"
1065,"(800.948, 4066.341); (916.206, 4064.442); (929.371, 4070.580); (947.423, 4079.829); (950.555, 4085.355); (947.066, 4087.236); (930.616, 4087.106); (871.544, 4085.781); (784.058, 4083.576); (778.586, 4079.030); (777.499, 4073.082); (784.840, 4070.011)"
1066,"(3240.984, 3459.822); (3246.098, 3466.641); (3251.671, 3478.930); (3247.478, 3476.814)"
1067,"(1353.065, 2759.169); (1337.478, 2757.671); (1349.377, 2754.533); (1355.105, 2753.777)"
1068,"(2511.157, 3075.508); (2638.990, 3081.552); (2653.387, 3107.906); (2659.822, 3122.455); (2654.610, 3124.763); (2621.299, 3126.091); (2575.346, 3126.976); (2446.801, 3120.867); (2440.977, 3117.738); (2443.948, 3111.832); (2453.832, 3098.929); (2494.402, 3077.502); (2499.598, 3076.788)"
1069,"(2711.108, 3105.016); (2754.023, 3099.425); (2764.301, 3103.035); (2774.839, 3107.787); (2776.656, 3112.073); (2768.010, 3121.373); (2753.177, 3123.829); (2700.558, 3127.444); (2697.349, 3117.835); (2706.584, 3108.645)"
1070,"(564.153, 1525.857); (577.414, 1525.037); (590.102, 1529.186); (613.681, 1541.187); (611.871, 1546.436); (606.110, 1556.877); (589.516, 1559.481); (558.671, 1559.035); (553.983, 1550.466); (552.788, 1546.979); (554.352, 1539.618); (555.846, 1536.424); (559.399, 1531.854)"
1071,"(2542.845, 566.608); (2537.048, 555.261); (2547.063, 541.798); (2554.820, 546.739); (2557.348, 550.955); (2556.619, 556.410); (2548.762, 563.089)"
1072,"(824.626, 944.079); (834.748, 956.004); (836.256, 962.714); (839.067, 983.186); (833.665, 980.159); (808.669, 959.148); (811.690, 954.912); (818.111, 948.475)"
1073,"(879.489, 1494.582); (872.993, 1486.569); (877.904, 1483.838); (897.795, 1474.606); (905.225, 1471.251); (911.512, 1471.648); (905.669, 1482.619); (902.907, 1487.480); (898.483, 1489.387)"
1074,"(3150.448, 2479.671); (3144.849, 2487.411); (3146.165, 2478.723); (3151.393, 2475.242)"
1075,"(3303.287, 631.446); (3279.238, 631.327); (3273.337, 628.309); (3272.572, 625.197); (3274.495, 609.170); (3282.709, 591.617); (3364.016, 534.575); (3370.463, 532.398); (3378.872, 533.288); (3380.823, 539.095); (3381.094, 551.973); (3379.587, 563.319); (3371.231, 606.996); (3362.324, 621.921); (3340.686, 627.908)"
1076,"(2140.783, 272.638); (2130.766, 278.846); (2124.270, 277.713); (2121.439, 271.844); (2121.444, 269.961); (2123.021, 265.860); (2125.883, 262.569); (2131.345, 259.084); (2138.316, 260.216); (2140.007, 265.733)"
1077,"(2275.910, 2799.035); (2253.414, 2637.587); (2250.498, 2558.683); (2248.717, 2490.770); (2250.103, 2258.257); (2251.586, 2207.448); (2252.861, 2183.422); (2253.609, 2176.383); (2259.165, 2172.279); (2269.345, 2170.051); (2277.345, 2169.041); (2284.792, 2171.794); (2291.163, 2185.438); (2295.817, 2221.743); (2361.857, 2801.836); (2360.450, 2803.603); (2345.969, 2805.798); (2334.173, 2807.176); (2289.370, 2807.451); (2277.895, 2803.040)"
1078,"(1033.261, 2383.683); (1033.438, 2378.553); (1037.298, 2363.688); (1050.676, 2360.633); (1056.362, 2359.624); (1078.584, 2356.194); (1147.406, 2348.302); (1173.811, 2346.913); (1185.952, 2346.978); (1202.213, 2352.867); (1208.565, 2367.250); (1209.996, 2375.638); (1208.999, 2380.471); (1207.860, 2384.461); (1203.472, 2385.355); (1184.154, 2388.377); (1174.589, 2389.002); (1092.036, 2390.917); (1036.655, 2391.029)"
1079,"(3082.965, 938.058); (3080.624, 830.983); (3083.164, 828.318); (3235.504, 780.385); (3259.579, 773.458); (3264.964, 772.148); (3270.367, 772.595); (3272.817, 774.218); (3303.961, 806.277); (3315.943, 821.527); (3320.144, 829.028); (3341.656, 882.799); (3342.970, 889.958); (3344.759, 900.053); (3345.377, 906.725); (3344.510, 922.350); (3341.376, 930.758); (3253.964, 968.650); (3214.636, 982.883); (3198.332, 988.312); (3175.459, 995.490); (3127.558, 1009.832); (3106.948, 1014.732); (3105.103, 1012.529); (3099.711, 1004.667); (3095.686, 998.127); (3083.228, 943.700)"
1080,"(2084.449, 1493.146); (2238.735, 1262.102); (2271.714, 1262.179); (2281.727, 1263.193); (2285.379, 1267.849); (2289.976, 1277.749); (2291.490, 1286.187); (2311.067, 1736.136); (2307.450, 1748.065); (2288.045, 1775.953); (2283.104, 1779.919); (2217.049, 1782.847); (2204.604, 1783.158); (2194.177, 1783.385); (2159.094, 1782.640); (2080.079, 1777.228); (2057.445, 1774.449); (2066.271, 1649.059); (2076.718, 1539.665)"
1081,"(3754.470, 720.344); (3743.458, 727.388); (3738.890, 722.351); (3737.048, 717.219); (3751.985, 715.628)"
1082,"(3979.805, 916.643); (3977.033, 906.751); (3981.354, 899.800); (3987.463, 899.445); (3998.539, 900.290); (4007.425, 902.797); (4007.947, 911.739); (4001.032, 918.999)"
1083,"(1087.586, 327.765); (1094.236, 370.688); (1083.288, 371.594); (1032.655, 375.075); (1033.749, 368.973); (1041.928, 325.304); (1060.530, 325.683)"
1084,"(3634.766, 3405.980); (3631.547, 3408.643); (3600.796, 3415.177); (3599.049, 3412.246); (3594.467, 3377.612); (3593.698, 3322.847); (3593.416, 3302.331); (3593.256, 3285.228); (3593.570, 3280.701); (3601.777, 3266.862); (3611.167, 3263.965); (3617.457, 3272.166); (3628.133, 3314.084)"
1085,"(2792.524, 2502.913); (2794.333, 2489.754); (2799.171, 2485.060); (2806.943, 2488.471); (2813.623, 2502.061); (2815.378, 2507.317); (2809.417, 2518.646); (2800.015, 2519.275); (2793.018, 2515.820)"
1086,"(878.059, 1238.896); (873.007, 1236.063); (874.823, 1231.075); (886.504, 1220.546); (904.716, 1220.243); (903.292, 1231.053); (884.437, 1238.888)"
1087,"(3705.496, 726.884); (3689.391, 714.031); (3691.446, 706.917); (3698.822, 705.617); (3706.581, 706.087); (3718.165, 711.759)"
1088,"(2536.815, 714.381); (2539.710, 709.693); (2547.744, 713.064); (2547.059, 718.964); (2542.966, 727.286); (2539.165, 725.777)"
1089,"(3350.461, 311.553); (3356.925, 314.978); (3360.551, 324.744); (3360.760, 329.836); (3359.188, 335.742); (3356.632, 342.975); (3340.468, 338.899); (3337.291, 331.815); (3337.497, 323.081); (3340.369, 316.779); (3343.843, 314.041)"
1090,"(2065.271, 311.190); (2057.288, 299.298); (2061.261, 287.328); (2078.337, 282.607); (2081.614, 284.389); (2083.455, 289.248); (2082.883, 300.750); (2076.648, 308.141)"
1091,"(2712.992, 2706.084); (2723.959, 2698.706); (2731.205, 2698.906); (2738.045, 2703.221); (2739.827, 2711.336); (2714.001, 2710.076)"
1092,"(1833.110, 3150.160); (1843.474, 3147.184); (1851.776, 3158.654); (1837.974, 3158.069)"
1093,"(2820.461, 1350.718); (2821.975, 1357.050); (2820.000, 1363.379); (2812.476, 1367.012); (2808.670, 1366.682); (2808.691, 1356.284)"
1094,"(2914.610, 3464.195); (2919.130, 3467.090); (2903.407, 3474.823); (2896.081, 3478.333); (2888.526, 3479.132); (2888.996, 3472.056); (2893.787, 3465.475); (2899.077, 3464.646)"
1095,"(1318.902, 3169.491); (1112.206, 3190.920); (1064.409, 3188.063); (1032.911, 3131.727); (1033.675, 3125.016); (1041.151, 3122.351); (1065.417, 3115.527); (1074.211, 3113.714); (1085.624, 3112.119); (1304.245, 3097.547); (1317.227, 3097.207); (1322.862, 3097.158); (1328.115, 3097.550); (1330.756, 3098.409); (1342.570, 3107.758); (1348.726, 3113.523); (1356.920, 3125.564); (1353.933, 3139.949); (1349.739, 3148.360); (1341.512, 3159.386)"
1096,"(3163.803, 343.472); (3160.675, 339.973); (3166.849, 334.530); (3170.063, 332.103); (3172.002, 334.580); (3170.756, 341.973); (3167.750, 342.775)"
1097,"(2551.453, 374.622); (2566.500, 377.145); (2568.620, 379.968); (2573.963, 393.440); (2572.106, 395.412); (2557.685, 405.090); (2551.058, 406.761); (2537.261, 401.201); (2536.859, 395.421); (2537.250, 390.705); (2538.469, 385.111); (2540.444, 379.349); (2543.772, 376.815)"
1098,"(3097.499, 260.809); (3102.743, 253.513); (3105.600, 257.359); (3101.789, 263.032)"
1099,"(74.385, 2631.475); (73.447, 2625.657); (80.643, 2622.792); (94.738, 2627.466); (87.582, 2630.316)"
1100,"(112.830, 470.840); (104.920, 462.634); (106.124, 455.692); (116.079, 450.580); (123.499, 449.405); (135.051, 458.814); (135.666, 467.421); (130.898, 470.256)"
1101,"(1464.942, 2213.403); (1464.617, 2200.136); (1467.698, 2200.072); (1478.903, 2202.662); (1484.714, 2204.535); (1488.389, 2207.895); (1480.611, 2214.409); (1469.639, 2214.987)"
1102,"(1803.356, 1764.725); (1808.708, 1778.277); (1780.350, 1818.624); (1759.436, 1843.529); (1749.011, 1847.110); (1736.912, 1845.315); (1737.175, 1826.767); (1745.647, 1814.771); (1755.904, 1802.806); (1763.133, 1795.293); (1769.875, 1788.317); (1775.038, 1783.228); (1799.633, 1766.017)"
1103,"(3180.008, 2823.414); (3097.879, 2887.401); (3066.595, 2897.207); (3031.371, 2907.967); (2951.685, 2932.109); (2939.291, 2935.178); (2851.729, 2925.623); (2845.476, 2924.573); (2841.776, 2918.885); (2826.303, 2886.301); (2824.923, 2881.030); (2863.285, 2852.665); (2866.033, 2850.751); (2868.418, 2849.505); (2978.255, 2810.124); (2981.732, 2808.960); (3104.683, 2780.886); (3149.841, 2772.968); (3166.583, 2776.251); (3179.128, 2819.471)"
1104,"(2325.041, 475.266); (2309.031, 498.589); (2305.729, 503.310); (2295.671, 498.991); (2290.518, 494.910); (2270.204, 476.627); (2250.685, 458.860); (2248.649, 456.514); (2248.929, 447.897); (2249.246, 440.124); (2254.585, 431.447); (2292.752, 435.615); (2299.233, 440.926); (2323.315, 469.633)"
1105,"(1019.215, 1463.057); (1003.922, 1452.694); (1001.270, 1449.328); (1000.627, 1444.513); (1006.823, 1441.732); (1015.835, 1440.070); (1017.473, 1443.106)"
1106,"(2155.986, 1361.281); (2152.976, 1355.362); (2165.059, 1347.428); (2172.080, 1345.062); (2182.210, 1347.271); (2194.993, 1357.225); (2192.283, 1361.104); (2163.081, 1367.192)"
1107,"(3820.394, 3285.355); (3816.709, 3261.913); (3820.712, 3246.695); (3824.409, 3239.659); (3834.307, 3238.090); (3836.804, 3240.419); (3838.710, 3261.644); (3839.700, 3276.171); (3825.468, 3286.762)"
1108,"(1252.204, 2967.500); (1225.303, 2961.825); (1233.878, 2947.083); (1246.938, 2928.231); (1252.237, 2929.530); (1256.929, 2936.599); (1258.334, 2943.543); (1261.333, 2958.841); (1259.301, 2963.727)"
1109,"(3691.977, 2230.950); (3689.310, 2225.752); (3692.084, 2221.674); (3701.301, 2208.566); (3718.859, 2205.876); (3730.615, 2204.504); (3746.655, 2203.778); (3756.370, 2206.284); (3746.140, 2219.131); (3741.432, 2221.201); (3727.170, 2225.118); (3698.020, 2230.450)"
1110,"(2265.223, 406.520); (2255.955, 402.718); (2252.538, 399.129); (2249.023, 393.418); (2257.737, 374.439); (2262.416, 370.506); (2269.071, 373.324); (2280.033, 382.418); (2276.528, 392.597); (2273.144, 401.378)"
1111,"(1040.384, 3040.436); (1024.851, 3046.558); (1021.943, 3045.271); (1017.489, 3042.733); (1016.750, 3036.990); (1030.632, 3034.876); (1037.071, 3036.364)"
1112,"(3593.407, 3679.879); (3605.632, 3655.443); (3605.802, 3677.104); (3600.790, 3681.465); (3593.456, 3686.590)"
1113,"(1657.733, 677.685); (1663.193, 689.399); (1662.765, 694.958); (1652.699, 694.704); (1647.695, 693.296); (1643.329, 688.905); (1641.492, 684.825); (1648.396, 678.797)"
1114,"(2472.600, 1481.928); (2476.450, 1472.329); (2481.285, 1479.167); (2486.092, 1486.253); (2489.524, 1493.585); (2479.079, 1495.222); (2474.662, 1487.442)"
1115,"(3392.370, 247.184); (3385.044, 246.126); (3387.037, 244.386); (3392.629, 239.699)"
1116,"(2385.629, 278.808); (2377.797, 278.299); (2376.862, 273.072); (2376.627, 266.872); (2392.987, 258.576); (2396.533, 260.704); (2397.264, 263.655); (2395.505, 269.712)"
1117,"(1900.842, 1531.014); (1914.943, 1557.255); (1914.375, 1559.406); (1900.065, 1557.152); (1897.078, 1547.458); (1898.737, 1538.041)"
1118,"(3545.247, 420.916); (3549.153, 411.396); (3552.227, 417.648); (3546.223, 422.769); (3545.251, 422.911)"
1119,"(1062.329, 759.133); (1049.371, 755.245); (1063.262, 746.006); (1066.295, 749.297)"
1120,"(3432.660, 450.135); (3442.045, 448.066); (3452.258, 451.574); (3460.316, 464.050); (3463.623, 469.564); (3457.344, 470.856); (3452.004, 469.893); (3447.411, 466.687); (3433.973, 454.108)"
1121,"(2993.511, 439.115); (2985.281, 433.346); (2985.908, 425.962); (2992.021, 427.487); (2998.483, 429.549)"
1122,"(9.701, 1267.190); (9.355, 1262.837); (23.398, 1259.717); (28.302, 1261.425); (25.167, 1267.488); (22.803, 1270.862); (15.265, 1270.474)"
1123,"(3578.014, 3336.348); (3576.606, 3350.751); (3565.339, 3344.937); (3561.174, 3332.691); (3561.283, 3324.411); (3563.730, 3318.711); (3577.512, 3332.434)"
1124,"(3097.209, 2503.300); (3096.963, 2492.497); (3100.246, 2490.118); (3103.974, 2498.630)"
1125,"(813.027, 406.632); (808.702, 395.409); (816.738, 396.343); (818.498, 403.206)"
1126,"(2299.780, 3671.052); (2296.990, 3665.155); (2298.055, 3659.687); (2299.433, 3664.640)"
1127,"(2047.899, 1482.856); (2061.325, 1487.958); (2061.201, 1492.890); (2053.022, 1495.281); (2046.065, 1492.705); (2041.262, 1488.668); (2042.580, 1485.320)"
1128,"(304.025, 1559.141); (296.946, 1553.208); (299.376, 1549.100); (307.038, 1542.902); (312.713, 1544.923); (318.673, 1547.595); (313.044, 1555.920)"
1129,"(1077.050, 919.197); (1065.449, 900.866); (1068.886, 894.686); (1075.532, 889.885); (1087.521, 897.499)"
1130,"(2606.622, 2352.380); (2600.479, 2358.618); (2590.653, 2356.500); (2585.217, 2350.994); (2603.882, 2347.843)"
1131,"(237.176, 3158.533); (233.290, 3150.713); (235.582, 3119.746); (238.011, 3110.806); (244.440, 3116.632); (250.993, 3125.151); (255.195, 3130.616); (257.475, 3143.579); (249.353, 3153.755)"
1132,"(3496.845, 660.582); (3506.685, 644.123); (3510.434, 644.341); (3517.774, 650.769); (3519.095, 654.797); (3509.329, 661.718); (3501.791, 663.154)"
1133,"(3384.579, 338.763); (3390.767, 335.231); (3394.932, 337.636); (3396.153, 341.202); (3391.765, 343.220)"
1134,"(2994.667, 2070.734); (2984.731, 2061.811); (2986.098, 2059.357); (3006.485, 2053.193); (3015.707, 2057.847); (3018.094, 2060.886); (3013.589, 2065.998); (3007.318, 2069.105); (3002.130, 2070.605)"
1135,"(2952.944, 1035.072); (2956.272, 1029.599); (2964.303, 1029.311); (2978.259, 1032.107); (2976.460, 1036.620); (2973.024, 1045.088); (2970.534, 1046.915); (2954.334, 1038.582)"
1136,"(2122.344, 1071.607); (2098.152, 1078.697); (2093.328, 1077.462); (2088.686, 1071.106); (2091.386, 1065.204); (2102.450, 1059.776); (2118.308, 1053.645); (2130.962, 1054.697); (2128.446, 1062.952)"
1137,"(2262.994, 283.421); (2271.862, 293.962); (2271.004, 303.333); (2266.727, 310.781); (2259.589, 309.277); (2248.930, 297.603); (2250.402, 292.527); (2251.742, 288.347); (2255.475, 284.880)"
1138,"(4042.706, 286.666); (4053.488, 286.099); (4062.657, 291.592); (4066.055, 299.823); (4066.211, 304.840); (4061.868, 308.406); (4054.709, 310.900); (4045.380, 309.257); (4041.951, 308.412); (4040.909, 300.310); (4041.283, 295.173)"
1139,"(1513.077, 1159.484); (1535.671, 1147.966); (1553.125, 1153.722); (1558.078, 1162.234); (1557.798, 1167.415); (1551.942, 1172.184); (1541.540, 1175.187); (1522.512, 1172.794)"
1140,"(3122.948, 1894.578); (3113.139, 1890.341); (3121.732, 1881.888); (3129.207, 1885.981)"
1141,"(3020.426, 356.173); (3007.000, 374.580); (2989.612, 368.885); (2984.576, 367.044); (2985.441, 363.452); (2992.795, 344.531); (2999.304, 342.108); (3013.871, 348.718)"
1142,"(675.145, 3991.313); (667.677, 3990.732); (665.711, 3987.638); (665.394, 3984.066); (671.176, 3981.323); (677.082, 3980.870); (717.995, 3981.334); (719.781, 3984.600); (713.458, 3988.757); (692.802, 3990.735)"
1143,"(2971.436, 342.827); (2969.118, 334.963); (2974.536, 331.951); (2976.060, 334.824); (2973.508, 339.485)"
1144,"(355.034, 255.877); (351.447, 262.744); (345.631, 261.535); (345.194, 257.531); (352.628, 254.964)"
1145,"(757.201, 1686.618); (735.237, 1685.077); (717.093, 1674.173); (713.087, 1669.990); (714.215, 1665.687); (720.277, 1662.951); (724.988, 1661.202); (766.326, 1657.613); (762.948, 1680.668)"
1146,"(3176.626, 1446.997); (3177.455, 1436.117); (3183.812, 1434.948); (3186.905, 1436.105); (3196.642, 1451.275); (3192.908, 1462.821); (3181.816, 1462.319); (3178.702, 1455.379)"
1147,"(3923.046, 694.756); (3912.748, 687.990); (3920.077, 681.278); (3923.019, 688.178)"
1148,"(1320.559, 1834.601); (1324.094, 1815.494); (1329.519, 1816.189); (1332.552, 1820.632); (1343.083, 1847.374); (1325.887, 1844.849)"
1149,"(3909.593, 454.765); (3896.599, 453.010); (3905.938, 447.126)"
1150,"(489.057, 2319.808); (489.986, 2314.515); (502.472, 2309.585); (510.504, 2306.847); (515.653, 2308.210); (532.570, 2319.598); (525.146, 2324.845); (517.724, 2326.687); (512.683, 2326.629)"
1151,"(1241.505, 2413.875); (1239.252, 2422.936); (1233.873, 2419.131); (1227.053, 2400.903); (1225.449, 2394.843); (1231.520, 2394.043); (1237.155, 2398.398)"
1152,"(2937.143, 1062.664); (2941.554, 1055.975); (2947.324, 1059.999); (2949.577, 1061.854); (2945.495, 1062.761)"
1153,"(2129.214, 853.211); (2121.146, 833.733); (2123.539, 828.857); (2128.479, 827.115); (2149.740, 831.778); (2162.004, 837.142); (2165.118, 840.215); (2155.822, 851.114); (2136.455, 854.641)"
1154,"(171.106, 852.947); (169.315, 844.949); (172.296, 837.201); (179.625, 828.748); (195.559, 840.814); (198.437, 852.624); (188.790, 854.963); (177.526, 853.841)"
1155,"(1800.963, 2305.589); (1815.817, 2309.098); (1809.349, 2310.760); (1804.050, 2309.244)"
1156,"(3300.062, 343.823); (3306.230, 345.549); (3304.976, 362.017); (3297.378, 365.966); (3275.326, 374.526); (3272.695, 370.646); (3275.133, 352.393); (3286.857, 346.530); (3293.599, 344.825)"
1157,"(1240.852, 2901.527); (1240.671, 2895.702); (1254.824, 2892.014); (1261.333, 2891.707); (1266.209, 2893.468); (1269.249, 2897.977); (1269.886, 2902.673)"
1158,"(1836.768, 3127.192); (1808.355, 3122.615); (1802.474, 3116.789); (1801.366, 3111.426); (1811.099, 3108.850); (1820.817, 3109.931); (1836.719, 3114.658); (1847.375, 3120.637); (1843.266, 3123.863)"
1159,"(4072.644, 934.894); (4081.739, 927.346); (4087.070, 930.143); (4080.580, 932.839)"
1160,"(2985.218, 469.649); (2997.811, 465.860); (3018.431, 470.870); (3022.753, 475.480); (3020.513, 486.093); (3012.230, 502.773); (2994.639, 489.974); (2989.694, 481.316)"
1161,"(1484.574, 1660.618); (1495.944, 1670.688); (1486.831, 1669.181); (1481.143, 1664.588); (1481.304, 1662.058)"
1162,"(3124.368, 2624.172); (3124.071, 2630.318); (3113.344, 2631.297); (3104.333, 2627.019); (3098.770, 2623.405); (3096.762, 2618.145); (3119.943, 2622.304)"
1163,"(41.050, 231.153); (41.000, 224.547); (45.152, 222.599); (46.841, 229.907)"
1164,"(1573.498, 2000.946); (1573.135, 2006.652); (1562.139, 2006.761); (1544.875, 2002.128); (1547.041, 1993.281); (1553.913, 1990.987); (1564.923, 1991.241); (1568.888, 1994.266)"
1165,"(2911.199, 470.631); (2905.405, 469.299); (2909.792, 464.281); (2917.527, 463.204)"
1166,"(3676.710, 2182.756); (3672.947, 2180.511); (3674.860, 2178.710); (3685.160, 2179.447); (3680.342, 2182.723)"
1167,"(1897.137, 278.974); (1899.915, 271.700); (1908.710, 260.712); (1916.616, 257.712); (1916.016, 266.005); (1914.217, 274.018); (1906.974, 277.994)"
1168,"(3340.525, 2966.535); (3337.251, 2962.905); (3338.092, 2949.473); (3344.183, 2946.312); (3348.188, 2948.739); (3348.120, 2965.447)"
1169,"(474.698, 230.656); (473.095, 226.506); (477.307, 226.506); (479.510, 230.176)"
1170,"(1819.255, 1367.337); (1816.518, 1364.140); (1818.134, 1362.863); (1820.544, 1364.709)"
1171,"(3406.907, 1799.241); (3400.584, 1792.483); (3408.580, 1791.768); (3416.617, 1792.175); (3412.324, 1798.189)"
1172,"(3474.135, 263.142); (3464.645, 257.865); (3468.173, 253.796); (3471.475, 257.490)"
1173,"(3642.485, 1399.425); (3624.808, 1391.733); (3633.304, 1382.379); (3636.344, 1380.892); (3645.082, 1377.815); (3651.612, 1385.906)"
1174,"(3100.903, 1044.830); (3097.494, 1035.938); (3105.406, 1034.117); (3116.162, 1036.476); (3112.634, 1042.837); (3106.096, 1046.811)"
1175,"(1609.155, 282.282); (1625.566, 281.683); (1632.187, 294.209); (1631.961, 304.895); (1621.043, 311.365); (1614.991, 300.825); (1610.756, 289.503)"
1176,"(2700.113, 285.366); (2705.762, 283.639); (2704.593, 288.073); (2702.819, 293.931); (2697.364, 295.280); (2697.770, 289.758)"
1177,"(3698.031, 774.905); (3689.116, 773.345); (3690.354, 761.268); (3694.353, 757.314); (3699.162, 758.221); (3702.963, 760.938)"
1178,"(2893.752, 715.008); (2889.048, 703.868); (2898.576, 693.689); (2900.454, 693.155); (2917.282, 694.041); (2923.055, 694.425); (2931.020, 700.043); (2929.311, 707.152); (2921.558, 727.032); (2899.870, 718.112)"
1179,"(3865.310, 930.463); (3872.513, 932.326); (3866.001, 935.317)"
1180,"(537.131, 226.911); (543.597, 226.513); (541.318, 229.759); (538.679, 231.073)"
1181,"(936.954, 1187.058); (940.564, 1181.746); (943.737, 1190.569); (938.547, 1189.323)"
1182,"(1149.028, 470.948); (1145.249, 462.933); (1146.215, 457.608); (1154.693, 462.036)"
1183,"(808.885, 3088.556); (810.736, 3081.617); (825.776, 3078.313); (834.187, 3079.958); (841.651, 3084.447); (847.481, 3090.811); (850.117, 3094.529); (843.322, 3094.196); (833.342, 3093.474); (816.248, 3090.991)"
1184,"(136.389, 2398.420); (121.030, 2406.839); (124.953, 2396.644); (127.582, 2390.839); (130.145, 2386.036)"
1185,"(3641.388, 3181.481); (3645.088, 3189.451); (3641.636, 3190.556)"
1186,"(1329.547, 411.309); (1329.917, 418.507); (1326.814, 421.011); (1321.148, 422.829); (1322.716, 419.262)"
1187,"(3595.632, 3590.609); (3593.064, 3573.782); (3595.398, 3566.645); (3600.415, 3560.269); (3604.876, 3562.730); (3605.360, 3571.424); (3604.493, 3575.930); (3600.899, 3584.733)"
1188,"(3496.817, 3521.906); (3502.698, 3505.837); (3509.598, 3512.007); (3511.883, 3515.963); (3515.140, 3522.544); (3513.039, 3531.699); (3511.137, 3536.519); (3508.636, 3542.816); (3499.303, 3532.257)"
1189,"(3193.258, 254.240); (3198.167, 253.843); (3201.640, 262.996); (3195.099, 262.797)"
1190,"(2296.539, 3615.506); (2301.050, 3611.018); (2300.604, 3614.927); (2299.658, 3623.110)"
1191,"(2842.775, 342.542); (2840.956, 335.273); (2846.621, 331.886); (2847.312, 337.847)"
1192,"(3126.610, 790.914); (3113.450, 786.830); (3128.214, 774.258); (3136.339, 773.600); (3135.374, 786.189); (3131.505, 790.601)"
1193,"(3433.213, 1462.681); (3432.634, 1457.125); (3436.432, 1450.875); (3446.924, 1444.850); (3453.564, 1444.105); (3453.047, 1449.383)"
1194,"(857.450, 3122.323); (870.455, 3112.364); (883.997, 3121.597); (862.672, 3126.913)"
1195,"(2408.622, 2586.998); (2415.356, 2580.506); (2416.718, 2593.049); (2412.091, 2598.873); (2409.925, 2594.735)"
1196,"(380.725, 1799.207); (376.998, 1777.149); (383.916, 1776.760); (389.984, 1784.893)"
1197,"(924.627, 1094.932); (920.828, 1087.943); (928.023, 1088.393); (935.811, 1089.072); (930.737, 1094.392)"
1198,"(3298.329, 1802.854); (3302.453, 1815.310); (3290.256, 1811.961); (3273.298, 1802.256); (3274.091, 1798.131); (3285.868, 1797.387)"
1199,"(2014.615, 3031.490); (2008.605, 3024.878); (2018.507, 3028.658); (2021.966, 3031.266)"
1200,"(1640.959, 908.477); (1649.310, 897.410); (1660.589, 918.968); (1642.521, 912.792)"
1201,"(1257.499, 605.889); (1272.105, 602.048); (1269.932, 610.685); (1267.069, 615.282); (1257.666, 615.215)"
1202,"(3291.120, 3782.597); (3289.386, 3768.341); (3292.986, 3775.802); (3293.465, 3780.569)"
1203,"(3347.890, 3178.376); (3354.583, 3183.396); (3351.586, 3186.661); (3346.748, 3191.280); (3341.860, 3190.647); (3337.069, 3187.927); (3344.208, 3181.036)"
1204,"(3689.156, 918.094); (3694.974, 919.944); (3699.804, 927.225); (3701.179, 935.449); (3695.140, 933.513); (3690.262, 922.417)"
1205,"(620.604, 330.840); (617.372, 322.754); (622.234, 318.350); (633.476, 317.562); (638.326, 318.225); (643.754, 319.350); (647.325, 322.913); (650.586, 327.168); (643.044, 338.643); (633.164, 343.110)"
1206,"(296.656, 1162.051); (305.499, 1152.750); (311.125, 1159.209); (313.842, 1166.072); (311.020, 1174.698); (305.959, 1173.136); (298.064, 1169.228)"
1207,"(264.738, 679.410); (271.644, 671.851); (278.344, 673.966); (273.136, 678.473)"
1208,"(206.107, 3879.244); (185.138, 3871.092); (210.234, 3866.256); (220.441, 3867.435); (229.042, 3868.556); (222.395, 3874.947); (217.381, 3876.804)"
1209,"(3637.756, 438.603); (3625.099, 433.727); (3630.449, 431.317); (3635.713, 429.405)"
1210,"(1449.035, 2604.081); (1467.797, 2605.680); (1462.980, 2614.933); (1454.313, 2612.531)"
1211,"(1288.729, 599.208); (1289.257, 585.355); (1302.253, 584.099); (1296.646, 597.403)"
1212,"(83.413, 1203.127); (73.330, 1206.951); (76.912, 1200.690); (84.144, 1198.456)"
1213,"(4029.691, 775.417); (4024.676, 775.403); (4025.129, 774.380); (4030.223, 772.657)"
1214,"(1992.604, 993.030); (1988.798, 998.759); (1985.692, 997.849); (1980.167, 993.040); (1977.029, 985.487); (1983.985, 985.631)"
1215,"(1880.884, 242.782); (1885.619, 239.329); (1886.772, 244.811); (1883.220, 247.298)"
1216,"(2043.333, 323.660); (2049.979, 351.519); (2046.314, 359.753); (2039.292, 368.270); (2034.455, 373.313); (2030.332, 375.278); (1999.154, 370.067); (1992.925, 343.038); (1993.520, 334.174); (1999.315, 328.556); (2006.810, 321.999); (2013.243, 318.503); (2022.259, 318.322); (2035.650, 319.255)"
