NO,Polygon Points
937,"(7949.479, 2739.017); (7915.905, 2742.978); (7915.001, 2739.084); (7913.351, 2729.011); (7919.357, 2724.178); (7929.917, 2723.086); (7935.444, 2724.357); (7942.478, 2727.188)"
938,"(4364.602, 1143.486); (4360.876, 1131.069); (4363.462, 1117.765); (4371.070, 1116.524); (4380.966, 1117.717); (4389.521, 1120.531); (4381.133, 1138.333); (4378.374, 1141.680)"
939,"(6418.256, 3073.368); (6404.907, 3079.473); (6398.777, 3077.973); (6393.240, 3074.923); (6397.431, 3072.986); (6405.170, 3070.811)"
940,"(6143.259, 1302.908); (6137.235, 1294.876); (6139.112, 1290.142); (6146.733, 1290.072); (6150.761, 1296.915)"
941,"(3426.767, 2611.523); (3401.289, 2597.524); (3403.693, 2582.690); (3415.112, 2563.146); (3424.583, 2554.204); (3430.561, 2551.894); (3433.110, 2554.868); (3444.134, 2584.297); (3445.354, 2592.083); (3447.603, 2610.605); (3447.489, 2615.097)"
942,"(4536.057, 1142.975); (4521.142, 1133.888); (4523.450, 1125.791); (4528.679, 1124.190); (4534.126, 1124.402); (4542.392, 1140.291)"
943,"(2554.165, 3542.770); (2536.923, 3532.170); (2537.714, 3520.163); (2541.305, 3500.729); (2542.353, 3498.740); (2544.081, 3496.557); (2552.773, 3500.008); (2557.172, 3506.045); (2558.369, 3508.768); (2561.367, 3525.819)"
944,"(2633.186, 868.389); (2636.707, 863.805); (2640.268, 869.072); (2637.101, 871.262)"
945,"(5970.148, 1558.521); (5961.058, 1555.291); (5968.470, 1548.962); (5978.141, 1549.319)"
946,"(7823.723, 1606.674); (7816.991, 1598.334); (7824.245, 1598.507); (7832.133, 1607.021)"
947,"(5249.570, 1099.419); (5252.258, 1106.652); (5249.282, 1110.678); (5245.056, 1108.285); (5240.661, 1103.131); (5243.984, 1100.189)"
948,"(3304.810, 2228.480); (3312.958, 2218.513); (3317.201, 2221.439); (3322.738, 2227.985); (3318.759, 2230.985); (3310.783, 2230.868)"
949,"(5551.621, 1063.494); (5545.472, 1060.189); (5547.445, 1055.826); (5556.480, 1057.213)"
950,"(3301.949, 1179.378); (3300.838, 1184.165); (3297.481, 1188.064); (3288.650, 1190.901); (3288.875, 1182.365); (3290.821, 1179.451)"
951,"(1014.875, 3078.694); (1001.373, 3074.557); (1011.782, 3071.100); (1023.749, 3072.366)"
952,"(8183.567, 1638.765); (8168.835, 1628.933); (8183.521, 1627.481)"
953,"(7353.488, 3350.895); (7353.606, 3333.267); (7359.622, 3327.694); (7365.105, 3331.001); (7367.656, 3338.081); (7355.946, 3349.534)"
954,"(2352.445, 2647.047); (2349.781, 2646.848); (2347.595, 2640.627); (2345.427, 2633.511); (2354.734, 2617.012); (2361.258, 2607.447); (2368.631, 2607.923); (2371.857, 2617.618); (2371.137, 2626.685); (2361.785, 2643.795)"
955,"(584.861, 1026.437); (595.541, 1026.613); (593.559, 1031.093)"
956,"(5739.247, 2153.959); (5741.801, 2162.549); (5732.567, 2167.379); (5727.964, 2163.834); (5721.064, 2156.574); (5731.561, 2154.322)"
957,"(7531.028, 1014.630); (7324.406, 982.014); (7314.813, 970.740); (7309.167, 953.039); (7304.771, 864.416); (7312.408, 862.897); (7336.291, 860.048); (7419.108, 854.649); (7551.191, 860.631); (7555.561, 862.482); (7561.001, 864.858); (7566.353, 867.885); (7575.741, 902.828); (7576.376, 909.114); (7556.769, 1011.226); (7543.313, 1013.844)"
958,"(7465.498, 3819.363); (7479.681, 3818.658); (7495.951, 3830.777); (7472.699, 3826.482)"
959,"(8066.761, 2678.484); (7944.609, 2643.120); (7946.134, 2627.938); (7949.195, 2607.188); (7970.877, 2563.891); (7984.229, 2544.465); (7989.835, 2543.637); (8012.811, 2547.050); (8067.857, 2556.712); (8120.259, 2579.828); (8135.786, 2593.371); (8142.489, 2599.306); (8145.018, 2611.798); (8139.249, 2636.631); (8124.670, 2664.211); (8101.062, 2673.036); (8097.137, 2674.329); (8075.423, 2679.181)"
960,"(1381.293, 2166.612); (1372.187, 2164.958); (1361.342, 2152.367); (1352.712, 2141.693); (1357.706, 2134.376); (1369.252, 2128.491); (1384.012, 2132.515); (1409.304, 2153.171); (1408.786, 2162.776); (1400.669, 2166.431)"
961,"(6926.760, 1005.381); (6920.894, 975.219); (6921.389, 957.910); (6926.530, 895.006); (6934.711, 890.729); (7211.420, 855.010); (7216.506, 856.271); (7242.039, 879.274); (7225.233, 957.137); (7148.859, 997.685); (7134.418, 1005.221); (7101.334, 1012.069); (6982.105, 1015.296); (6950.310, 1013.931)"
962,"(7926.421, 1591.148); (7921.457, 1589.270); (7918.290, 1585.134); (7912.697, 1577.021); (7914.358, 1573.625); (7920.076, 1569.312); (7924.050, 1570.685); (7930.975, 1577.213); (7933.160, 1580.900); (7929.626, 1588.463)"
963,"(6413.783, 3027.117); (6408.929, 3012.801); (6421.601, 3006.878); (6442.192, 3000.906); (6450.622, 3001.310); (6463.588, 3002.892); (6471.409, 3005.641); (6478.948, 3008.473); (6470.323, 3015.961); (6462.189, 3020.190); (6451.643, 3023.977); (6431.582, 3030.984); (6424.467, 3030.949)"
964,"(2766.157, 2505.269); (2786.495, 2492.336); (2793.293, 2496.240); (2807.956, 2506.953); (2814.314, 2535.069); (2820.230, 2562.456); (2820.985, 2570.191); (2820.370, 2608.178); (2732.189, 2679.377); (2720.443, 2678.569); (2709.482, 2676.896); (2706.705, 2674.688); (2696.576, 2656.127); (2707.682, 2627.999)"
965,"(6639.421, 3011.263); (6629.688, 3036.356); (6618.383, 3042.580); (6584.227, 3057.654); (6571.806, 3061.182); (6560.363, 3063.453); (6555.227, 3057.333); (6548.075, 3047.233); (6541.491, 3037.378); (6537.434, 3030.163); (6540.099, 3026.050); (6565.823, 2997.074); (6592.105, 2986.101); (6597.439, 2987.933); (6630.827, 3004.316)"
966,"(5339.987, 1461.270); (5290.820, 1462.783); (5279.505, 1461.018); (5261.057, 1451.053); (5259.136, 1443.059); (5257.054, 1431.589); (5256.871, 1422.342); (5270.986, 1401.257); (5283.439, 1396.727); (5288.208, 1395.144); (5310.747, 1390.035); (5315.532, 1389.869); (5344.615, 1411.098); (5347.121, 1416.853); (5346.134, 1441.858); (5342.705, 1456.403)"
967,"(3528.775, 3408.703); (3537.365, 3347.500); (3540.727, 3344.753); (3546.385, 3346.853); (3549.051, 3348.542); (3585.959, 3380.772); (3596.268, 3421.507); (3578.631, 3439.559); (3561.364, 3447.142); (3546.053, 3447.442); (3530.636, 3440.663)"
968,"(3083.213, 2721.340); (3086.254, 2742.756); (3050.853, 2735.209); (3048.857, 2732.263); (3063.250, 2722.066); (3069.942, 2720.878)"
969,"(3383.265, 2545.952); (3336.656, 2451.792); (3350.257, 2426.375); (3373.868, 2392.204); (3384.883, 2382.495); (3428.506, 2386.188); (3434.688, 2388.197); (3451.985, 2405.694); (3445.509, 2423.448); (3394.716, 2546.395); (3390.469, 2550.841); (3387.083, 2551.465)"
970,"(2567.414, 3986.031); (2537.853, 4075.824); (2529.115, 4084.823); (2525.132, 4086.572); (2521.705, 4082.307); (2515.151, 4068.537); (2507.365, 4035.352); (2505.272, 4021.028); (2507.590, 3968.650); (2509.172, 3939.059); (2510.435, 3926.834); (2513.125, 3921.330); (2521.665, 3906.059); (2527.124, 3904.362); (2536.160, 3902.627); (2539.821, 3902.349); (2544.759, 3904.822); (2553.493, 3920.070); (2561.347, 3949.958)"
971,"(1609.475, 1433.118); (1608.651, 1425.485); (1614.348, 1412.933); (1618.902, 1406.465); (1628.679, 1395.015); (1633.135, 1390.440); (1642.603, 1382.106); (1656.071, 1375.863); (1672.629, 1393.751); (1693.397, 1420.500); (1702.883, 1438.159); (1704.720, 1443.174); (1698.829, 1455.314); (1688.490, 1463.440); (1652.644, 1450.345); (1610.267, 1433.441)"
972,"(6829.540, 2441.533); (6885.858, 2413.639); (6899.233, 2466.932); (6911.662, 2537.353); (6910.311, 2539.778); (6905.742, 2545.484); (6895.981, 2550.780); (6886.950, 2549.462); (6855.275, 2537.408); (6851.052, 2533.869); (6796.693, 2471.891); (6792.555, 2464.289); (6804.062, 2456.093)"
973,"(7503.583, 2099.647); (7432.908, 2069.136); (7433.142, 2061.211); (7445.970, 2052.884); (7476.580, 2044.258); (7508.121, 2037.670); (7521.995, 2036.829); (7523.714, 2049.810); (7523.193, 2054.669); (7517.901, 2096.810); (7511.322, 2102.943)"
974,"(1906.855, 1424.209); (1908.037, 1448.083); (1902.311, 1453.968); (1890.547, 1463.470); (1884.539, 1463.093); (1868.752, 1461.327); (1867.380, 1457.022); (1866.464, 1453.560); (1865.665, 1448.804); (1864.782, 1425.522); (1881.234, 1420.862)"
975,"(1428.999, 1376.201); (1451.370, 1390.186); (1444.570, 1408.479); (1419.462, 1450.525); (1414.845, 1455.510); (1403.536, 1463.470); (1383.460, 1453.203); (1363.118, 1441.997); (1357.559, 1433.658); (1352.953, 1416.831); (1353.948, 1410.882); (1357.449, 1402.114); (1361.148, 1396.920); (1366.629, 1392.682); (1414.169, 1369.254)"
976,"(1661.374, 2101.102); (1665.663, 2108.074); (1664.112, 2128.469); (1649.827, 2135.064); (1637.668, 2133.739); (1619.055, 2127.712); (1608.724, 2123.735); (1614.469, 2110.102); (1617.807, 2104.481); (1629.724, 2096.272); (1635.114, 2092.978); (1641.576, 2089.792)"
977,"(5207.392, 3151.109); (5250.719, 3242.466); (5240.268, 3289.709); (5232.714, 3307.123); (5230.784, 3308.607); (5222.292, 3314.571); (5209.538, 3319.485); (5195.513, 3315.868); (5146.888, 3296.035); (5145.116, 3290.334); (5128.653, 3163.712); (5130.729, 3156.928); (5133.989, 3149.246); (5138.448, 3143.814); (5166.266, 3138.241); (5183.147, 3138.905); (5192.977, 3142.669); (5197.707, 3145.074)"
978,"(3067.571, 2604.278); (3051.426, 2614.861); (3035.353, 2610.252); (3031.621, 2608.622); (3024.265, 2597.472); (3019.629, 2586.789); (3016.935, 2577.120); (3031.809, 2570.322); (3045.333, 2572.270); (3052.220, 2573.384); (3060.009, 2577.172); (3064.943, 2594.697)"
979,"(982.951, 2416.507); (998.566, 2410.561); (1006.885, 2412.390); (1024.428, 2420.261); (1032.825, 2435.340); (1036.067, 2449.153); (1035.925, 2452.168); (1034.930, 2454.786); (1032.258, 2455.480); (1008.986, 2454.957); (1002.800, 2453.774); (985.462, 2444.062); (976.283, 2436.054); (969.189, 2427.749); (969.887, 2424.320)"
980,"(5526.211, 3128.786); (5535.497, 3131.724); (5533.427, 3138.821); (5529.611, 3141.596); (5519.879, 3144.523); (5463.365, 3159.356); (5449.377, 3157.499); (5451.593, 3144.109); (5454.734, 3136.866); (5468.628, 3131.494); (5516.007, 3126.299)"
981,"(6153.435, 1848.775); (6159.071, 1821.131); (6185.407, 1755.777); (6189.202, 1753.192); (6194.088, 1751.922); (6209.069, 1749.936); (6223.198, 1748.414); (6224.526, 1748.385); (6244.838, 1748.842); (6249.016, 1749.469); (6253.167, 1752.286); (6269.066, 1779.666); (6269.924, 1784.910); (6271.636, 1797.435); (6267.779, 1846.638); (6266.547, 1849.995); (6261.044, 1855.874); (6174.959, 1908.995); (6167.265, 1910.142); (6161.611, 1910.916); (6158.086, 1909.598); (6155.782, 1905.329); (6154.343, 1896.802)"
982,"(4960.695, 2059.723); (4980.619, 2056.833); (5024.920, 2070.190); (5048.072, 2078.618); (5052.785, 2132.833); (5048.551, 2140.243); (5037.243, 2159.454); (5031.157, 2163.386); (5025.360, 2166.706); (5021.829, 2167.113); (4985.448, 2145.937); (4961.465, 2131.765); (4936.661, 2097.790); (4941.652, 2086.702); (4948.091, 2073.339)"
983,"(5099.572, 2226.280); (5096.606, 2215.178); (5099.365, 2211.180); (5104.010, 2209.298); (5110.677, 2210.979); (5114.836, 2212.509); (5114.427, 2225.741); (5108.163, 2231.320); (5102.462, 2229.832)"
984,"(5769.744, 3148.921); (5768.652, 3138.880); (5790.087, 3131.693); (5820.638, 3130.383); (5838.087, 3132.490); (5849.661, 3137.707); (5850.187, 3142.270); (5837.686, 3153.561); (5801.543, 3159.036); (5781.439, 3159.322); (5774.686, 3153.588)"
985,"(8138.378, 1246.896); (8136.622, 1235.178); (8150.188, 1234.653); (8167.938, 1239.355); (8169.716, 1246.723); (8172.397, 1261.517); (8169.862, 1266.398); (8156.197, 1270.600); (8151.065, 1265.811)"
986,"(6584.394, 1934.307); (6602.186, 1931.370); (6608.335, 1936.680); (6618.965, 1946.925); (6620.284, 1959.798); (6590.031, 1973.954); (6583.406, 1975.170); (6579.820, 1969.568); (6569.282, 1949.384); (6571.885, 1944.934)"
987,"(2266.415, 4042.980); (2387.618, 4043.115); (2399.522, 4046.161); (2412.771, 4054.261); (2423.798, 4061.362); (2434.139, 4071.581); (2436.273, 4075.360); (2431.015, 4081.358); (2419.461, 4084.075); (2402.946, 4085.495); (2300.299, 4086.881); (2249.402, 4072.528); (2249.755, 4067.566); (2252.512, 4049.806); (2259.200, 4046.494)"
988,"(7432.767, 3412.478); (7451.207, 3404.258); (7461.249, 3410.089); (7456.713, 3413.396); (7450.283, 3415.247)"
989,"(3381.585, 3383.168); (3368.601, 3342.367); (3371.656, 3336.452); (3375.750, 3335.981); (3381.904, 3336.162); (3401.522, 3344.193); (3402.485, 3371.395); (3401.168, 3378.558)"
990,"(3440.864, 2462.176); (3446.032, 2461.608); (3449.700, 2467.670); (3453.240, 2475.315); (3450.259, 2480.188); (3443.553, 2483.996); (3436.179, 2486.574); (3433.022, 2482.436); (3432.719, 2473.498); (3436.270, 2466.672)"
991,"(2709.034, 2537.534); (2697.200, 2457.128); (2699.649, 2454.686); (2707.637, 2453.150); (2732.323, 2452.017); (2747.310, 2454.667); (2754.766, 2458.268); (2769.071, 2467.164); (2738.881, 2538.697); (2727.909, 2551.230)"
992,"(8138.574, 2017.890); (8137.462, 1993.556); (8142.522, 1991.626); (8151.902, 1990.753); (8168.753, 1997.642); (8172.847, 2002.115); (8176.628, 2006.740); (8178.598, 2011.394); (8176.916, 2028.181); (8173.041, 2033.015); (8160.918, 2039.454); (8142.710, 2023.177)"
993,"(6144.630, 3927.252); (6135.971, 3924.923); (6123.722, 3885.324); (6121.133, 3872.147); (6125.048, 3867.348); (6134.055, 3870.486); (6138.858, 3880.920); (6145.371, 3899.481); (6150.039, 3913.363); (6150.590, 3917.105); (6147.025, 3924.930)"
994,"(7921.413, 2871.305); (7912.914, 2865.379); (7913.182, 2861.027); (7916.782, 2846.928); (7928.673, 2846.133); (7924.599, 2867.618)"
995,"(5051.025, 1480.258); (5048.626, 1494.127); (5026.337, 1526.843); (5023.395, 1526.493); (5013.057, 1520.511); (5002.097, 1496.098); (5000.724, 1491.245); (5005.755, 1482.391); (5013.552, 1475.608); (5024.674, 1475.173); (5040.369, 1477.463)"
996,"(3380.532, 3116.417); (3369.464, 3095.347); (3374.889, 3085.440); (3381.509, 3079.405); (3394.066, 3079.253); (3404.445, 3090.530); (3401.961, 3110.690); (3398.109, 3123.826); (3394.866, 3126.820); (3388.051, 3123.729)"
997,"(2197.592, 2281.915); (2185.391, 2264.718); (2194.809, 2248.435); (2211.672, 2243.199); (2227.488, 2241.756); (2245.721, 2248.108); (2234.576, 2290.071); (2230.819, 2294.988); (2225.861, 2293.531)"
998,"(6275.087, 1204.928); (6276.083, 1215.640); (6273.839, 1225.235); (6267.368, 1234.059); (6258.859, 1238.661); (6253.289, 1232.795); (6248.674, 1216.141); (6251.484, 1211.220); (6259.309, 1208.139)"
999,"(1736.549, 2286.981); (1739.530, 2254.678); (1769.849, 2259.301); (1777.600, 2262.708); (1788.710, 2270.125); (1786.010, 2279.020); (1783.733, 2285.541); (1751.178, 2295.187); (1743.064, 2291.058)"
1000,"(6808.238, 2423.014); (6769.763, 2417.998); (6763.493, 2413.058); (6760.739, 2406.570); (6762.501, 2394.325); (6767.226, 2391.575); (6812.959, 2388.925); (6817.998, 2389.455); (6821.557, 2394.459); (6819.029, 2413.843)"
1001,"(5203.513, 2044.742); (5210.099, 2043.207); (5226.770, 2043.834); (5232.272, 2054.083); (5231.539, 2059.920); (5224.673, 2066.523); (5214.320, 2070.851); (5203.184, 2066.970); (5193.294, 2060.054); (5195.909, 2053.243)"
1002,"(6545.033, 1926.688); (6536.542, 1919.387); (6544.590, 1917.253); (6556.312, 1920.598)"
1003,"(6244.209, 3033.192); (6229.834, 3048.363); (6213.308, 3062.736); (6176.438, 3047.948); (6170.617, 3044.327); (6161.552, 3032.725); (6153.240, 3020.071); (6156.451, 3015.066); (6168.246, 3010.871); (6198.037, 3010.529); (6227.596, 3018.626); (6237.508, 3023.196)"
1004,"(2040.963, 2360.809); (2049.722, 2373.387); (2031.390, 2384.230); (2015.215, 2390.505); (1998.273, 2383.901); (1993.216, 2379.321); (1995.401, 2372.052); (2002.151, 2363.176); (2013.609, 2357.566); (2028.754, 2355.711)"
1005,"(1332.937, 2153.225); (1312.664, 2167.325); (1304.139, 2164.793); (1291.129, 2148.800); (1289.307, 2140.972); (1302.208, 2137.703); (1327.960, 2144.280)"
1006,"(7820.720, 3991.225); (7816.979, 3974.501); (7822.091, 3975.279); (7823.178, 3988.091)"
1007,"(7704.860, 967.193); (7708.282, 961.987); (7713.388, 959.038); (7712.522, 965.787)"
1008,"(1079.864, 3719.249); (1111.704, 3723.386); (1110.143, 3730.338); (1105.640, 3733.051); (1093.782, 3735.243); (1082.809, 3734.536); (1073.444, 3732.282); (1064.701, 3725.634); (1072.180, 3721.230)"
1009,"(3449.500, 2289.781); (3429.873, 2294.896); (3422.936, 2288.145); (3404.880, 2267.192); (3400.940, 2259.588); (3408.010, 2252.537); (3416.791, 2246.270); (3424.720, 2243.977); (3435.216, 2245.477); (3440.590, 2251.886)"
1010,"(7709.137, 1921.300); (7720.549, 1930.490); (7705.864, 1942.567); (7699.299, 1942.155); (7689.053, 1935.941); (7697.175, 1923.151)"
1011,"(1850.660, 2127.176); (1825.845, 2134.561); (1818.042, 2134.053); (1807.472, 2129.239); (1800.560, 2125.062); (1803.094, 2114.306); (1816.785, 2107.063); (1822.249, 2106.075); (1829.107, 2105.274); (1835.354, 2109.184); (1841.761, 2113.344); (1846.213, 2118.844)"
1012,"(6633.976, 1982.602); (6636.059, 1991.509); (6618.308, 2005.672); (6614.861, 2006.719); (6601.034, 2006.957); (6604.767, 1997.080); (6611.780, 1988.886); (6621.615, 1983.764)"
1013,"(8184.116, 2941.971); (8179.221, 2950.538); (8174.120, 2947.068); (8169.376, 2939.882); (8180.884, 2935.088)"
1014,"(4073.477, 1283.791); (4081.461, 1276.415); (4087.254, 1279.813); (4086.776, 1285.755); (4079.103, 1287.152)"
1015,"(6393.607, 2983.200); (6392.584, 2978.043); (6407.770, 2977.176); (6414.001, 2980.983); (6404.101, 2982.400)"
1016,"(7616.382, 1274.793); (7622.689, 1284.097); (7617.827, 1287.260); (7613.110, 1286.571); (7609.493, 1285.657); (7612.473, 1280.324)"
1017,"(6601.433, 1669.193); (6610.213, 1662.574); (6616.364, 1666.243); (6613.257, 1670.855)"
1018,"(1448.818, 1045.808); (1455.015, 1036.928); (1459.935, 1042.311); (1455.873, 1046.776)"
1019,"(2127.100, 1047.030); (2120.982, 1041.892); (2127.962, 1042.542); (2132.210, 1044.932)"
1020,"(3513.383, 1932.291); (3521.592, 1934.512); (3530.502, 1943.264); (3518.197, 1940.084)"
1021,"(6424.554, 2726.397); (6430.668, 2722.477); (6438.482, 2723.336); (6430.938, 2726.703)"
1022,"(1028.189, 1094.956); (1016.920, 1092.296); (1021.946, 1089.448)"
1023,"(5096.563, 1759.019); (5110.563, 1756.071); (5115.203, 1763.317); (5111.925, 1767.385)"
1024,"(4072.897, 2051.557); (4081.490, 2050.577); (4083.928, 2055.022); (4078.713, 2055.009)"
1025,"(5269.005, 1679.931); (5271.585, 1684.876); (5268.106, 1687.195); (5262.450, 1686.308); (5256.579, 1683.931); (5261.195, 1681.890)"
1026,"(4923.574, 3070.089); (4928.246, 3075.234); (4914.315, 3079.349); (4910.779, 3079.071); (4904.829, 3077.762); (4914.088, 3070.154)"
1027,"(7926.006, 2327.264); (7913.082, 2322.185); (7922.612, 2317.842); (7931.553, 2319.888)"
1028,"(6137.297, 4080.055); (6165.254, 4075.717); (6174.334, 4083.520); (6163.495, 4087.277); (6141.446, 4087.310)"
1029,"(6513.274, 1628.781); (6519.543, 1629.914); (6511.635, 1638.677); (6504.765, 1639.086); (6508.651, 1633.704)"
1030,"(1849.117, 2402.103); (1862.509, 2394.799); (1867.029, 2398.634); (1870.971, 2406.147); (1863.976, 2407.152)"
1031,"(6137.013, 1390.016); (6148.346, 1388.241); (6152.464, 1398.485); (6146.110, 1398.540)"
1032,"(2880.156, 2625.206); (2845.408, 2647.427); (2830.739, 2641.471); (2825.201, 2636.865); (2841.906, 2620.372); (2857.980, 2616.478); (2867.014, 2618.887)"
1033,"(7988.518, 3557.572); (7981.995, 3559.352); (7972.694, 3556.222); (7961.385, 3545.626); (7974.143, 3546.861); (7986.453, 3548.593)"
1034,"(7352.693, 3836.807); (7363.584, 3833.759); (7371.560, 3837.762); (7383.674, 3846.521); (7356.005, 3844.268)"
1035,"(7193.027, 837.945); (7199.249, 835.715); (7197.959, 838.862)"
1036,"(5503.075, 2847.052); (5489.731, 2855.202); (5485.055, 2852.111); (5480.608, 2845.965); (5484.600, 2843.415); (5495.066, 2841.684)"
1037,"(6293.295, 3847.292); (6298.257, 3856.863); (6286.393, 3859.608); (6257.317, 3863.263); (6248.997, 3860.586); (6253.623, 3853.925); (6268.164, 3849.814)"
1038,"(4093.340, 2566.820); (4088.843, 2555.109); (4090.668, 2553.835); (4096.344, 2557.265)"
1039,"(8169.151, 1604.711); (8175.895, 1598.403); (8184.457, 1600.934); (8176.700, 1607.007)"
1040,"(3353.452, 1025.292); (3360.155, 1024.084); (3362.988, 1030.225); (3359.582, 1031.025)"
1041,"(7993.399, 967.171); (7992.546, 961.405); (7995.800, 958.826); (8001.296, 959.773)"
1042,"(6755.629, 3143.406); (6745.385, 3138.573); (6752.547, 3134.295); (6755.555, 3133.035); (6761.922, 3134.550); (6771.078, 3139.946)"
1043,"(1977.345, 2396.645); (1993.449, 2405.386); (1983.902, 2407.444)"
1044,"(4418.210, 1159.445); (4409.004, 1152.724); (4416.874, 1151.992); (4422.353, 1155.032)"
1045,"(1480.677, 1687.353); (1484.124, 1675.684); (1491.711, 1676.153); (1499.214, 1680.930); (1486.231, 1687.373)"
1046,"(6521.253, 1549.328); (6538.313, 1551.059); (6533.793, 1557.519); (6529.394, 1559.267)"
1047,"(6539.710, 1598.816); (6553.263, 1578.730); (6561.434, 1569.322); (6615.656, 1522.869); (6629.859, 1523.413); (6633.859, 1526.167); (6653.112, 1543.478); (6655.406, 1551.426); (6654.569, 1558.152); (6629.555, 1614.644); (6626.415, 1621.489); (6615.851, 1639.858); (6585.798, 1650.573); (6546.631, 1655.335); (6543.852, 1652.381); (6540.923, 1648.275); (6538.024, 1641.798); (6537.031, 1633.724); (6539.010, 1606.065)"
1048,"(7305.446, 1811.319); (7310.866, 1803.947); (7337.046, 1792.992); (7359.314, 1786.444); (7387.680, 1805.096); (7394.246, 1838.818); (7386.596, 1841.673); (7370.135, 1845.708); (7357.023, 1846.919); (7317.368, 1823.237)"
1049,"(7948.395, 1196.911); (7959.899, 1171.703); (7975.446, 1163.122); (7985.944, 1159.051); (8015.829, 1149.922); (8087.317, 1136.211); (8095.487, 1161.225); (8110.916, 1214.810); (8115.169, 1234.974); (8116.919, 1250.347); (8077.855, 1270.895); (8028.774, 1266.026); (8008.877, 1257.936); (7944.967, 1228.256); (7946.264, 1206.012)"
1050,"(1931.641, 2044.423); (1946.532, 2092.537); (1942.857, 2096.002); (1938.336, 2099.637); (1931.699, 2100.328); (1905.947, 2102.890); (1882.714, 2096.082); (1867.603, 2079.144); (1864.648, 2074.700); (1867.847, 2067.861); (1895.159, 2046.958); (1906.299, 2044.602)"
1051,"(7192.807, 803.433); (7197.568, 802.131); (7197.331, 806.626); (7194.168, 806.376)"
1052,"(649.813, 2664.370); (654.997, 2664.641); (653.686, 2675.659); (650.574, 2679.359); (648.948, 2677.285); (649.252, 2666.464)"
1053,"(6217.326, 1699.049); (6217.013, 1693.619); (6218.161, 1688.417); (6271.754, 1660.255); (6289.348, 1652.782); (6304.392, 1661.582); (6307.260, 1673.587); (6299.878, 1698.748); (6248.984, 1713.822); (6229.806, 1719.061)"
1054,"(1464.012, 1000.999); (1442.160, 1015.388); (1428.065, 997.043); (1422.006, 988.972); (1420.761, 987.000); (1419.273, 984.442); (1418.839, 982.046); (1417.278, 952.497); (1421.744, 949.386); (1442.371, 946.833); (1450.924, 946.384); (1469.088, 948.538); (1471.027, 954.524); (1481.175, 988.129); (1470.034, 996.661)"
1055,"(6809.796, 2222.282); (6793.220, 2183.127); (6798.213, 2182.475); (6814.808, 2185.255); (6844.674, 2200.232); (6850.661, 2205.359); (6853.752, 2209.192); (6850.224, 2226.136); (6836.432, 2230.678); (6820.385, 2230.049)"
1056,"(8072.574, 1540.084); (8077.943, 1528.360); (8083.210, 1529.667); (8092.472, 1533.748); (8094.673, 1540.190); (8093.241, 1550.795); (8084.755, 1558.980); (8073.406, 1545.440)"
1057,"(7945.170, 2454.284); (7945.461, 2438.784); (7952.212, 2435.609); (7958.851, 2434.800); (7986.591, 2442.368); (7995.900, 2447.342); (8028.076, 2467.224); (8029.276, 2470.473); (8029.851, 2475.679); (8025.278, 2481.051); (8006.809, 2486.987); (7978.968, 2486.600); (7971.489, 2485.384); (7953.435, 2478.694); (7949.652, 2472.557)"
1058,"(6161.628, 3459.171); (6285.351, 3456.910); (6287.358, 3466.677); (6288.244, 3487.624); (6287.335, 3493.025); (6284.282, 3497.868); (6278.493, 3504.659); (6266.764, 3509.034); (6238.870, 3510.540); (6226.478, 3510.958); (6180.459, 3495.529); (6163.767, 3486.848); (6152.664, 3476.770); (6152.713, 3465.329)"
1059,"(4071.823, 3099.048); (4086.610, 3108.359); (4086.561, 3114.307); (4047.724, 3182.074); (4041.013, 3186.422); (4029.580, 3191.491); (3977.493, 3111.060); (3976.519, 3107.927); (3986.285, 3104.939); (3993.468, 3103.801); (4039.072, 3098.977)"
1060,"(2683.773, 2810.155); (2692.079, 2805.130); (2706.186, 2806.349); (2723.623, 2811.095); (2726.700, 2820.968); (2722.555, 2828.957); (2701.612, 2835.505); (2686.371, 2837.651); (2672.609, 2839.017); (2666.867, 2832.953); (2665.047, 2825.354); (2667.668, 2822.599)"
1061,"(3473.263, 1134.287); (3462.438, 1140.163); (3456.024, 1143.140); (3419.679, 1124.004); (3409.914, 1118.122); (3404.978, 1113.138); (3401.392, 1101.432); (3404.155, 1092.664); (3409.302, 1082.430); (3413.990, 1073.786); (3418.599, 1068.902); (3427.335, 1067.753); (3433.830, 1071.045); (3454.474, 1096.952); (3471.389, 1128.838)"
1062,"(5131.420, 1449.489); (5128.589, 1408.141); (5130.282, 1385.564); (5157.444, 1373.961); (5174.963, 1369.435); (5194.999, 1370.582); (5212.097, 1373.740); (5214.237, 1383.967); (5165.074, 1460.923); (5152.820, 1462.745); (5136.253, 1453.530)"
1063,"(3528.908, 1603.207); (3546.427, 1576.658); (3549.971, 1575.715); (3562.586, 1573.178); (3579.644, 1573.391); (3606.336, 1588.772); (3616.784, 1597.552); (3629.540, 1611.319); (3634.126, 1620.706); (3636.885, 1629.580); (3637.132, 1639.079); (3625.548, 1644.156); (3614.074, 1648.260); (3561.362, 1654.549); (3554.210, 1651.069); (3543.575, 1645.460); (3540.280, 1641.290)"
