NO,Polygon Points
5579,"(2889.498, 6257.377); (2893.613, 6234.664); (2902.763, 6236.802); (2907.979, 6239.783); (2908.473, 6248.119); (2906.300, 6255.674); (2894.422, 6263.473)"
5580,"(1641.006, 6246.413); (1650.284, 6239.393); (1655.868, 6244.713); (1645.920, 6247.314)"
5581,"(8018.136, 5501.544); (8028.376, 5510.977); (8012.876, 5510.916); (8008.598, 5510.018); (8010.792, 5506.033)"
5582,"(3993.492, 4332.822); (4011.443, 4330.012); (4005.393, 4341.601); (3995.457, 4343.273)"
5583,"(6728.524, 7367.163); (6740.378, 7369.597); (6729.671, 7382.804)"
5584,"(6008.830, 7382.666); (6019.523, 7371.405); (6032.607, 7373.023); (6017.307, 7380.321)"
5585,"(4632.861, 5239.731); (4640.478, 5245.923); (4637.616, 5255.187); (4633.768, 5247.111)"
5586,"(3911.791, 4343.202); (3897.274, 4340.873); (3906.560, 4335.581); (3915.480, 4333.975)"
5587,"(40.552, 3533.044); (51.548, 3532.120); (50.423, 3536.561); (42.407, 3543.287)"
5588,"(1548.940, 4135.462); (1544.674, 4132.859); (1549.523, 4126.155); (1553.895, 4124.969); (1559.407, 4125.592)"
5589,"(6199.516, 4268.118); (6199.757, 4275.029); (6192.529, 4279.435); (6185.347, 4277.081); (6185.628, 4268.145); (6188.179, 4262.205)"
5590,"(4792.130, 4348.808); (4786.259, 4358.537); (4779.375, 4352.750); (4776.892, 4343.998); (4788.049, 4340.825)"
5591,"(1178.135, 5923.290); (1187.303, 5933.720); (1181.165, 5941.779); (1175.195, 5943.228); (1169.198, 5941.806); (1161.296, 5937.632); (1164.889, 5932.840)"
5592,"(2969.432, 3989.614); (2982.168, 3983.115); (2979.051, 3991.127)"
5593,"(1039.300, 3015.452); (1033.057, 3012.547); (1034.575, 3006.431); (1038.844, 3006.208); (1039.336, 3009.633)"
5594,"(6216.874, 4275.180); (6220.546, 4268.787); (6233.583, 4269.735); (6233.451, 4276.469); (6226.541, 4278.723); (6217.607, 4278.460)"
5595,"(1960.216, 4454.519); (1945.120, 4448.657); (1954.925, 4440.467); (1963.933, 4445.186); (1962.739, 4451.122)"
5596,"(3674.065, 4340.874); (3672.822, 4335.134); (3679.629, 4332.247); (3690.657, 4330.877); (3687.039, 4341.015); (3681.257, 4343.227)"
5597,"(7212.627, 7350.535); (7209.304, 7329.674); (7211.739, 7326.138); (7215.828, 7320.973); (7235.745, 7316.094); (7242.340, 7315.678); (7243.351, 7321.390); (7238.546, 7335.717); (7224.141, 7347.659)"
5598,"(4613.908, 7286.757); (4600.652, 7275.857); (4614.687, 7272.162); (4629.271, 7277.078); (4622.794, 7284.268)"
5599,"(3629.385, 4342.710); (3625.185, 4331.857); (3633.639, 4328.998); (3643.370, 4326.324); (3642.689, 4337.817)"
5600,"(1035.734, 7427.801); (1033.259, 7421.533); (1058.628, 7417.039); (1063.256, 7419.644); (1051.370, 7428.343); (1043.976, 7431.435)"
5601,"(2889.004, 3732.072); (2894.296, 3727.880); (2901.056, 3734.393); (2895.296, 3735.323)"
5602,"(3129.420, 4813.736); (3124.035, 4822.639); (3116.332, 4818.589); (3113.472, 4805.592); (3120.602, 4803.350)"
5603,"(5128.648, 3728.245); (5141.326, 3727.553); (5139.723, 3735.253)"
5604,"(2040.894, 3538.642); (2042.093, 3532.929); (2048.553, 3533.551); (2051.769, 3539.009); (2044.983, 3543.319)"
5605,"(3587.112, 4324.765); (3592.441, 4329.541); (3591.313, 4338.545); (3585.245, 4343.471); (3578.965, 4342.668); (3576.863, 4336.277); (3580.991, 4327.941)"
5606,"(2697.293, 6213.616); (2703.721, 6206.835); (2712.990, 6207.949); (2717.664, 6211.366); (2711.746, 6214.586); (2705.979, 6214.297)"
5607,"(41.166, 3021.887); (46.972, 3028.304); (44.401, 3030.502); (42.329, 3028.016)"
5608,"(1064.834, 4223.795); (1063.140, 4230.796); (1056.236, 4230.403); (1052.238, 4225.737); (1049.128, 4221.128); (1060.770, 4219.736)"
5609,"(2262.005, 6615.169); (2248.768, 6608.298); (2259.299, 6601.186); (2263.741, 6598.795); (2280.186, 6596.601); (2277.210, 6607.764); (2273.357, 6612.731); (2267.743, 6614.729)"
5610,"(7080.682, 8040.947); (7084.636, 8035.361); (7108.006, 8034.344); (7115.409, 8039.604); (7118.638, 8047.651); (7105.054, 8054.866); (7097.514, 8053.926); (7090.894, 8051.362); (7081.448, 8045.304)"
5611,"(3498.591, 4329.880); (3498.472, 4337.952); (3492.481, 4342.245); (3480.614, 4343.008); (3483.145, 4338.469)"
5612,"(4920.798, 6221.864); (4922.329, 6216.816); (4926.278, 6216.424); (4935.507, 6216.126); (4942.107, 6216.340); (4938.577, 6224.829); (4929.310, 6230.578); (4926.206, 6228.951)"
5613,"(1017.199, 4224.150); (1025.299, 4217.362); (1032.726, 4224.992); (1023.068, 4231.060)"
5614,"(729.088, 4221.722); (729.992, 4215.236); (742.062, 4220.656); (743.162, 4227.235); (737.617, 4230.744); (730.274, 4226.926)"
5615,"(6228.712, 3729.745); (6223.291, 3735.302); (6219.130, 3735.213); (6216.798, 3733.015); (6221.350, 3728.767); (6225.857, 3726.722)"
5616,"(45.810, 4752.240); (40.788, 4745.076); (44.113, 4739.169); (48.717, 4739.626); (56.169, 4741.710); (58.740, 4747.534); (58.085, 4752.147); (56.898, 4754.713); (54.214, 4759.056)"
5617,"(6344.674, 4278.843); (6351.713, 4267.736); (6361.885, 4275.394); (6356.352, 4278.176)"
5618,"(7177.201, 3538.094); (7188.041, 3540.759); (7187.640, 3542.386); (7180.581, 3543.097)"
5619,"(2284.400, 5398.013); (2280.811, 5390.963); (2286.375, 5382.854); (2292.594, 5382.029); (2300.110, 5384.646); (2304.928, 5389.449); (2305.908, 5396.593); (2292.416, 5398.813)"
5620,"(3648.039, 6895.220); (3644.847, 6902.955); (3641.998, 6897.703); (3640.811, 6888.132); (3647.776, 6887.310)"
5621,"(1609.366, 5089.400); (1613.044, 5083.380); (1624.256, 5082.612); (1630.987, 5085.890); (1629.027, 5091.176); (1625.640, 5095.334); (1617.865, 5095.454); (1611.019, 5094.772)"
5622,"(72.931, 3521.058); (81.635, 3515.738); (82.000, 3525.492); (75.951, 3527.079)"
5623,"(5880.885, 7920.694); (5893.959, 7912.191); (5903.081, 7912.313); (5910.386, 7914.753); (5913.626, 7919.341); (5909.843, 7925.188); (5901.487, 7927.043); (5893.333, 7927.207); (5886.567, 7924.432)"
5624,"(1606.249, 4462.767); (1612.341, 4463.199); (1611.314, 4466.908); (1593.044, 4470.676); (1599.376, 4463.487)"
5625,"(8136.650, 4238.569); (8139.513, 4231.589); (8143.924, 4234.712); (8153.491, 4241.611); (8146.166, 4247.496)"
5626,"(1157.768, 5790.373); (1168.914, 5794.154); (1161.987, 5797.185); (1156.577, 5799.452); (1150.947, 5798.130); (1145.400, 5792.750); (1151.011, 5790.442)"
5627,"(2968.950, 5309.955); (2978.724, 5304.228); (2991.178, 5312.180); (2993.371, 5318.869); (2978.983, 5318.232); (2972.619, 5313.782)"
5628,"(7864.703, 3999.180); (7871.295, 3993.939); (7875.024, 4005.072); (7867.425, 4007.041)"
5629,"(6473.168, 4269.317); (6489.537, 4273.365); (6483.523, 4279.197); (6479.601, 4279.280)"
5630,"(7741.697, 4007.328); (7736.694, 4002.755); (7744.184, 3996.907); (7750.074, 3998.683)"
5631,"(3799.639, 4193.762); (3799.158, 4198.952); (3794.173, 4198.183); (3790.167, 4196.473); (3784.927, 4191.360); (3792.124, 4189.196)"
5632,"(7179.943, 3734.956); (7176.962, 3731.264); (7183.104, 3730.069); (7189.009, 3731.950)"
5633,"(2243.193, 3287.222); (2232.529, 3281.842); (2237.185, 3277.366); (2242.208, 3281.075)"
5634,"(2264.480, 5151.935); (2266.711, 5165.957); (2264.434, 5175.264); (2249.301, 5171.631); (2253.041, 5160.276); (2257.463, 5155.790)"
5635,"(6792.689, 6311.439); (6805.908, 6301.621); (6809.673, 6302.408); (6810.954, 6308.842); (6802.925, 6310.436)"
5636,"(8061.938, 5123.310); (8062.956, 5132.652); (8057.020, 5139.457); (8051.065, 5142.920); (8040.665, 5142.826); (8042.989, 5130.131)"
5637,"(3061.964, 4000.777); (3058.545, 4007.136); (3054.667, 4006.332); (3052.250, 4001.686); (3049.380, 3995.049); (3057.958, 3994.650)"
5638,"(1047.323, 7737.481); (1051.173, 7744.514); (1047.285, 7749.838); (1038.188, 7751.303); (1022.427, 7747.089); (1017.254, 7741.102); (1026.651, 7735.694)"
5639,"(2920.820, 3712.858); (2923.151, 3707.132); (2928.414, 3711.894); (2933.156, 3719.071); (2924.587, 3715.667)"
5640,"(2984.756, 5389.296); (2987.445, 5383.201); (2995.947, 5377.711); (3004.812, 5382.703); (3010.033, 5389.109); (3007.328, 5393.919); (2994.385, 5398.801); (2987.390, 5398.069); (2985.878, 5393.475)"
5641,"(2526.714, 3281.750); (2521.015, 3286.753); (2521.174, 3281.164); (2523.462, 3277.380)"
5642,"(93.225, 4765.625); (86.490, 4775.373); (80.223, 4774.375); (72.891, 4769.125); (78.192, 4764.737); (87.475, 4761.730)"
5643,"(64.203, 4454.751); (57.337, 4448.292); (63.360, 4448.526); (69.496, 4448.891); (75.657, 4450.534); (70.521, 4454.423)"
5644,"(4608.852, 7166.594); (4617.510, 7168.876); (4613.778, 7180.728); (4611.982, 7185.652); (4585.418, 7190.887); (4584.555, 7185.393); (4591.089, 7177.528); (4603.996, 7168.078)"
5645,"(1156.674, 6214.942); (1156.274, 6226.213); (1150.874, 6230.335); (1142.383, 6231.047); (1134.028, 6227.530); (1129.176, 6215.865); (1140.464, 6211.006); (1153.088, 6211.648)"
5646,"(5008.823, 6263.375); (5000.783, 6255.981); (5001.103, 6250.220); (5007.162, 6240.244); (5013.756, 6236.539); (5017.892, 6235.126); (5020.790, 6240.353); (5022.685, 6247.854); (5020.344, 6255.014)"
5647,"(6352.616, 2437.931); (6345.331, 2438.652); (6349.959, 2433.000)"
5648,"(1240.806, 4763.892); (1251.197, 4759.838); (1260.511, 4767.158); (1257.299, 4774.155); (1250.357, 4774.818); (1243.376, 4770.310)"
5649,"(3369.171, 4196.479); (3373.154, 4189.729); (3383.983, 4194.025); (3372.154, 4198.685)"
5650,"(2377.809, 6412.683); (2376.823, 6408.608); (2384.506, 6403.531); (2391.613, 6404.433); (2402.005, 6409.597); (2407.110, 6413.353); (2398.457, 6418.933); (2392.088, 6422.717); (2386.510, 6420.683)"
5651,"(137.587, 3511.052); (136.647, 3504.390); (139.054, 3500.454); (144.329, 3505.889)"
5652,"(2952.669, 3714.279); (2958.839, 3711.038); (2965.293, 3717.885); (2960.855, 3719.400)"
5653,"(6976.139, 2102.778); (6969.382, 2103.003); (6972.896, 2096.980)"
5654,"(7772.535, 6442.147); (7766.579, 6454.901); (7758.038, 6451.654); (7752.929, 6445.797); (7765.044, 6440.820)"
5655,"(2465.812, 5190.929); (2457.238, 5185.456); (2465.054, 5179.751); (2475.811, 5180.535); (2479.527, 5183.543); (2471.022, 5189.940)"
5656,"(3336.707, 4196.395); (3340.889, 4192.394); (3349.847, 4194.134); (3351.736, 4197.866); (3344.532, 4199.278)"
5657,"(105.982, 7472.367); (104.964, 7464.575); (111.939, 7458.338); (118.969, 7457.997); (125.954, 7457.880); (141.476, 7461.293); (139.324, 7475.334); (137.568, 7479.252); (118.680, 7476.151); (113.148, 7474.795)"
5658,"(6413.048, 4247.167); (6408.757, 4241.754); (6411.187, 4237.440); (6415.198, 4231.143); (6420.969, 4231.770); (6425.105, 4238.508); (6422.092, 4244.326)"
5659,"(7082.090, 3093.709); (7080.780, 3089.301); (7084.990, 3091.439); (7090.489, 3095.316)"
5660,"(3049.066, 3719.363); (3053.355, 3712.895); (3061.049, 3708.292); (3060.251, 3717.664)"
5661,"(6095.206, 8102.140); (6080.742, 8118.991); (6076.327, 8118.472); (6057.101, 8116.150); (6065.824, 8100.436); (6075.319, 8096.202); (6082.107, 8097.053)"
5662,"(4799.131, 5138.998); (4791.818, 5143.377); (4779.740, 5137.171); (4778.251, 5133.832); (4776.784, 5127.232); (4798.730, 5128.170)"
5663,"(5676.607, 3092.342); (5672.917, 3085.743); (5678.011, 3087.889); (5680.988, 3095.374)"
5664,"(7273.093, 6159.544); (7279.964, 6151.081); (7296.569, 6148.137); (7299.373, 6152.088); (7297.384, 6165.870); (7291.967, 6166.518); (7285.455, 6164.137)"
5665,"(1998.298, 3511.449); (1993.106, 3508.157); (1999.483, 3504.740); (2004.223, 3506.541); (2001.535, 3510.403)"
5666,"(2728.937, 5102.896); (2744.652, 5097.757); (2744.073, 5111.034); (2735.424, 5109.218)"
5667,"(121.040, 4758.764); (129.306, 4749.463); (135.610, 4750.430); (138.369, 4753.559); (135.110, 4755.709)"
5668,"(1933.843, 4135.319); (1928.568, 4122.458); (1934.722, 4121.001); (1943.423, 4126.758)"
5669,"(1404.786, 4741.144); (1405.376, 4758.011); (1400.744, 4759.122); (1393.320, 4757.855); (1385.136, 4752.935); (1388.324, 4740.289); (1394.372, 4740.130)"
5670,"(2444.740, 3958.917); (2440.798, 3953.606); (2444.585, 3952.720); (2452.521, 3953.947)"
5671,"(3336.644, 5379.184); (3340.715, 5374.369); (3348.541, 5378.090); (3359.490, 5396.068); (3357.228, 5398.903); (3345.784, 5397.765); (3338.550, 5390.304)"
5672,"(171.858, 4006.789); (169.062, 3994.144); (176.377, 3994.438); (182.200, 3998.781)"
5673,"(5928.967, 3086.136); (5935.316, 3090.974); (5930.183, 3094.757)"
5674,"(5023.293, 5975.044); (5011.810, 5973.616); (5003.281, 5966.725); (5000.655, 5957.422); (5011.208, 5953.467); (5019.724, 5954.568); (5024.342, 5960.831); (5025.739, 5963.600); (5026.667, 5967.479); (5026.341, 5973.731)"
5675,"(8153.116, 4022.395); (8156.657, 4011.349); (8165.700, 4013.650); (8163.442, 4022.466); (8161.383, 4022.740)"
5676,"(5758.836, 3095.076); (5753.032, 3093.328); (5756.510, 3089.478); (5762.002, 3090.159)"
5677,"(1528.583, 6214.627); (1540.661, 6219.586); (1533.139, 6228.468); (1523.847, 6231.369); (1518.239, 6229.536); (1513.353, 6226.298); (1515.911, 6221.441); (1520.397, 6217.719)"
5678,"(3453.743, 7430.353); (3458.608, 7432.241); (3457.283, 7435.856); (3453.407, 7440.778); (3436.425, 7447.120); (3432.775, 7446.549); (3437.142, 7437.956)"
5679,"(58.056, 6727.134); (40.638, 6725.921); (46.364, 6721.347); (52.839, 6718.463)"
5680,"(6264.788, 4268.463); (6272.257, 4265.874); (6281.567, 4268.558); (6278.787, 4272.417); (6271.327, 4279.103); (6267.870, 4274.804)"
5681,"(2527.316, 3086.147); (2528.814, 3090.924); (2526.338, 3094.724); (2520.647, 3092.619); (2522.249, 3086.620)"
5682,"(1926.347, 4451.564); (1927.871, 4463.673); (1925.732, 4471.078); (1918.894, 4469.698); (1913.012, 4468.363); (1912.964, 4457.567); (1915.376, 4453.386)"
5683,"(1406.500, 4911.626); (1402.480, 4918.740); (1394.033, 4917.862); (1385.469, 4904.696); (1387.017, 4902.892); (1393.368, 4904.917); (1399.178, 4907.289)"
5684,"(3686.182, 7325.002); (3683.275, 7335.017); (3678.499, 7333.666); (3673.032, 7316.085); (3680.545, 7317.994)"
5685,"(7176.523, 2545.212); (7181.774, 2542.732); (7181.752, 2548.990); (7179.044, 2551.047)"
5686,"(1401.275, 2085.604); (1405.456, 2083.633); (1407.732, 2086.012); (1405.271, 2087.102)"
5687,"(4606.830, 4231.191); (4611.374, 4244.323); (4604.775, 4246.900); (4600.651, 4245.910); (4601.531, 4235.861)"
5688,"(1454.770, 4913.831); (1449.498, 4906.955); (1450.436, 4902.394); (1452.761, 4901.218); (1460.143, 4900.778); (1465.214, 4900.769); (1469.806, 4902.432); (1468.855, 4909.679); (1465.058, 4914.683); (1461.385, 4919.487)"
5689,"(7833.375, 4278.066); (7834.125, 4272.321); (7849.883, 4272.838); (7847.445, 4277.940); (7842.560, 4279.156)"
5690,"(1023.687, 6534.762); (1016.928, 6526.651); (1024.655, 6527.094); (1031.801, 6532.234)"
5691,"(8032.665, 4022.521); (8025.407, 4019.267); (8034.294, 4012.945); (8038.278, 4014.952)"
5692,"(3286.831, 4129.663); (3284.498, 4135.011); (3279.406, 4132.352); (3272.918, 4126.604); (3283.188, 4124.127)"
5693,"(748.610, 3095.435); (744.896, 3089.103); (750.838, 3089.354); (754.231, 3092.288)"
5694,"(2899.765, 5111.133); (2893.994, 5108.395); (2891.027, 5104.112); (2888.595, 5099.234); (2889.145, 5094.685); (2893.865, 5089.406); (2899.426, 5089.025); (2906.223, 5091.585); (2909.109, 5097.149); (2904.164, 5105.872)"
5695,"(681.070, 3089.581); (685.097, 3087.426); (689.561, 3094.775); (682.768, 3094.836)"
5696,"(7212.686, 3511.405); (7208.714, 3509.855); (7209.841, 3504.970); (7212.505, 3500.289); (7216.423, 3501.458)"
5697,"(1577.130, 4746.487); (1584.284, 4742.209); (1588.674, 4743.586); (1594.120, 4745.646); (1597.000, 4751.782); (1595.414, 4756.939); (1594.022, 4758.982); (1590.418, 4758.265); (1585.302, 4756.133); (1582.263, 4752.857)"
5698,"(77.253, 3495.352); (72.912, 3489.716); (75.279, 3484.807); (82.144, 3483.690); (81.993, 3491.901)"
5699,"(7993.243, 4270.395); (8010.063, 4271.237); (8003.709, 4278.641); (7996.765, 4276.327)"
5700,"(3225.223, 4772.702); (3226.727, 4759.527); (3236.897, 4762.355); (3245.160, 4768.065); (3239.961, 4774.671)"
5701,"(145.255, 4898.011); (153.203, 4906.503); (147.961, 4913.619); (142.275, 4917.249); (138.495, 4918.779); (136.706, 4916.301); (136.654, 4911.896); (136.929, 4904.937)"
5702,"(7843.863, 4246.733); (7832.810, 4241.537); (7841.389, 4237.796); (7848.733, 4237.521); (7848.507, 4243.838); (7846.231, 4246.162)"
5703,"(3304.551, 4131.166); (3308.253, 4120.869); (3314.665, 4123.537); (3315.982, 4130.189); (3308.947, 4135.287)"
5704,"(3337.352, 4129.666); (3338.777, 4121.040); (3348.459, 4122.272); (3345.307, 4128.425); (3340.609, 4134.630); (3337.404, 4134.121)"
5705,"(3373.246, 4135.094); (3369.008, 4124.541); (3370.764, 4122.977); (3376.711, 4127.792); (3383.004, 4133.943)"
5706,"(6264.547, 7245.729); (6273.351, 7243.816); (6286.522, 7246.405); (6277.981, 7253.190); (6275.363, 7254.749); (6267.804, 7250.059)"
5707,"(8153.428, 5151.877); (8158.580, 5147.787); (8172.337, 5149.527); (8175.394, 5155.236); (8172.104, 5158.278); (8167.997, 5158.622); (8156.714, 5155.971)"
5708,"(5360.697, 4150.855); (5353.258, 4146.361); (5358.078, 4144.629); (5367.659, 4147.539)"
5709,"(7800.586, 8059.317); (7807.446, 8057.054); (7817.303, 8057.986); (7824.765, 8064.720); (7830.461, 8071.033); (7823.627, 8070.107); (7818.954, 8068.119)"
5710,"(6254.295, 2550.853); (6248.561, 2550.220); (6248.896, 2542.974); (6252.888, 2546.199)"
5711,"(5899.688, 3110.906); (5896.882, 3105.127); (5901.981, 3102.061); (5903.455, 3107.168)"
5712,"(3474.442, 4120.531); (3478.582, 4132.941); (3475.117, 4134.655); (3466.060, 4131.532); (3464.961, 4125.149); (3469.435, 4122.248)"
5713,"(4027.884, 5294.649); (4026.947, 5301.832); (4012.763, 5303.234); (4008.897, 5296.527); (4011.646, 5285.742); (4015.885, 5278.686); (4018.900, 5280.233); (4023.966, 5286.051)"
5714,"(7902.381, 3959.048); (7896.609, 3952.658); (7901.917, 3952.345); (7905.432, 3953.184); (7907.308, 3955.760); (7908.605, 3958.793)"
5715,"(3012.098, 3494.984); (3000.895, 3492.035); (3009.966, 3488.189)"
5716,"(2384.711, 3110.394); (2376.913, 3111.386); (2378.856, 3101.831)"
5717,"(1610.993, 2567.062); (1609.005, 2558.501); (1614.816, 2558.869); (1616.253, 2566.381)"
5718,"(2543.073, 5139.799); (2531.863, 5143.003); (2525.608, 5141.740); (2523.575, 5137.467); (2520.795, 5130.603); (2526.780, 5128.856); (2532.578, 5132.552)"
5719,"(5331.248, 4141.616); (5336.411, 4148.606); (5331.799, 4150.902); (5321.334, 4143.557); (5326.655, 4142.453)"
5720,"(778.866, 4444.821); (780.493, 4454.375); (769.733, 4455.148); (763.587, 4452.972); (760.535, 4449.687); (763.395, 4442.645); (771.053, 4441.143)"
5721,"(9.085, 3475.457); (15.955, 3474.034); (19.737, 3479.143); (14.449, 3478.687)"
5722,"(154.011, 6439.062); (153.960, 6448.910); (152.204, 6455.082); (142.129, 6446.553); (137.317, 6441.587); (141.950, 6440.375); (148.407, 6439.530)"
5723,"(696.732, 4439.383); (680.888, 4433.877); (682.894, 4428.842); (694.034, 4423.276); (699.682, 4426.789); (699.166, 4434.056)"
5724,"(4104.651, 2581.518); (4105.990, 2578.409); (4113.053, 2579.434); (4109.021, 2582.052); (4106.570, 2582.874)"
5725,"(6351.244, 2087.173); (6344.686, 2086.829); (6346.170, 2080.250)"
5726,"(5673.284, 6821.388); (5684.238, 6815.986); (5689.590, 6823.383); (5682.887, 6823.456)"
5727,"(3833.250, 6902.715); (3840.758, 6891.375); (3855.518, 6894.373); (3839.992, 6901.185)"
5728,"(110.790, 3942.568); (104.752, 3938.569); (111.512, 3934.499); (117.208, 3931.471); (116.248, 3938.216)"
5729,"(3305.197, 4750.703); (3310.078, 4739.069); (3324.328, 4747.665); (3322.544, 4755.881); (3313.886, 4759.414); (3305.812, 4757.565)"
5730,"(316.996, 6167.173); (313.032, 6161.935); (315.323, 6157.041); (322.942, 6156.252); (332.965, 6157.628); (335.109, 6163.054)"
5731,"(6544.076, 2087.266); (6536.793, 2087.185); (6543.462, 2081.868)"
5732,"(2453.930, 6230.864); (2440.970, 6226.711); (2450.485, 6221.291); (2460.673, 6215.760)"
5733,"(4793.040, 4141.627); (4808.288, 4146.772); (4796.734, 4151.155)"
5734,"(7695.356, 6631.255); (7688.924, 6629.989); (7697.992, 6622.411); (7704.968, 6621.032); (7699.482, 6627.792)"
5735,"(585.935, 4023.439); (584.521, 4017.835); (588.065, 4010.774); (597.691, 4012.091); (589.919, 4023.403)"
5736,"(2512.717, 3477.176); (2504.811, 3478.793); (2505.548, 3473.220); (2513.973, 3468.332)"
5737,"(2692.145, 3479.091); (2680.620, 3478.196); (2688.499, 3473.103)"
5738,"(3624.591, 7370.972); (3635.081, 7370.447); (3637.836, 7377.175); (3639.077, 7382.229); (3640.451, 7388.771); (3634.507, 7397.379); (3630.604, 7399.434); (3627.562, 7394.289); (3626.291, 7389.705); (3625.053, 7377.646)"
5739,"(7945.336, 3133.742); (7950.978, 3138.422); (7949.680, 3142.689); (7948.461, 3141.909)"
5740,"(1867.273, 7312.954); (1865.110, 7295.446); (1872.640, 7294.108); (1887.164, 7300.107); (1899.791, 7309.167); (1899.557, 7309.350); (1887.342, 7318.368); (1886.218, 7319.059)"
5741,"(233.419, 4019.355); (234.344, 4016.267); (240.314, 4016.368); (246.039, 4019.891); (244.149, 4022.692)"
5742,"(8173.044, 4374.989); (8169.414, 4373.945); (8171.591, 4359.809); (8181.788, 4357.081); (8177.950, 4371.920)"
5743,"(3065.122, 3468.230); (3070.008, 3469.743); (3068.411, 3479.376); (3065.819, 3477.374)"
5744,"(2376.745, 7149.173); (2377.416, 7130.463); (2380.674, 7127.131); (2409.399, 7129.901); (2410.109, 7130.126); (2405.302, 7150.822); (2404.790, 7151.223); (2392.576, 7158.801); (2386.381, 7156.856); (2381.370, 7154.949)"
5745,"(1713.934, 7197.878); (1716.598, 7194.885); (1718.060, 7195.373); (1723.610, 7200.089); (1739.055, 7216.178); (1738.493, 7219.814); (1729.324, 7223.105); (1717.741, 7222.609); (1710.363, 7218.109); (1705.045, 7214.814); (1704.935, 7213.549); (1712.152, 7200.938)"
5746,"(7035.964, 6660.407); (7043.133, 6669.469); (7042.464, 6672.352); (7026.340, 6678.085); (7017.220, 6678.722); (7016.564, 6672.653); (7023.350, 6667.218); (7030.328, 6661.832)"
5747,"(6200.582, 4235.674); (6209.047, 4231.320); (6212.953, 4232.114); (6213.886, 4246.104); (6205.351, 4246.714)"
5748,"(2252.147, 3942.946); (2248.672, 3935.737); (2258.483, 3934.228); (2261.433, 3940.282)"
5749,"(3805.043, 4150.741); (3800.534, 4140.947); (3805.666, 4136.768); (3810.796, 4136.154); (3816.379, 4140.654); (3815.456, 4148.587)"
5750,"(23.977, 4707.375); (24.980, 4716.123); (13.344, 4726.888); (9.136, 4721.833); (10.244, 4716.944)"
5751,"(5870.121, 7375.845); (5865.124, 7356.654); (5865.728, 7351.805); (5869.588, 7349.978); (5879.845, 7351.707); (5896.107, 7360.229); (5897.013, 7360.827); (5900.082, 7365.098); (5900.686, 7370.319); (5899.794, 7374.671); (5897.890, 7377.778); (5894.975, 7381.848); (5882.722, 7382.951); (5881.712, 7383.031); (5876.148, 7383.368); (5873.076, 7381.649)"
5752,"(5757.902, 6455.290); (5752.520, 6451.593); (5753.392, 6447.942); (5755.901, 6440.597); (5759.233, 6442.358); (5759.423, 6444.767); (5759.116, 6450.152); (5758.966, 6451.792); (5758.013, 6455.338)"
5753,"(3241.367, 4142.887); (3242.566, 4142.056); (3248.794, 4139.155); (3251.818, 4139.527); (3255.307, 4146.219); (3256.352, 4149.334); (3252.114, 4151.235); (3248.808, 4150.894); (3248.213, 4150.580)"
5754,"(117.933, 5270.638); (104.596, 5269.585); (110.256, 5252.758); (118.398, 5246.681); (127.698, 5250.432); (125.977, 5261.831); (122.996, 5268.088)"
5755,"(7602.567, 6608.664); (7593.490, 6601.425); (7595.941, 6594.218); (7604.679, 6585.876); (7614.585, 6586.933); (7621.055, 6590.351); (7624.299, 6597.081); (7623.581, 6607.177); (7611.224, 6614.913)"
5756,"(5310.614, 5129.429); (5309.294, 5143.225); (5297.786, 5140.301); (5289.253, 5133.967); (5288.669, 5129.076); (5292.819, 5125.254)"
5757,"(1993.229, 3230.249); (1996.757, 3229.018); (2001.707, 3234.051); (1999.706, 3239.133); (1997.734, 3239.316); (1995.808, 3235.924)"
5758,"(5724.158, 6743.009); (5733.238, 6760.161); (5732.305, 6767.264); (5725.825, 6773.960); (5714.078, 6774.976); (5705.479, 6768.751); (5705.510, 6759.739); (5705.536, 6752.368); (5710.462, 6745.151)"
5759,"(3033.001, 4894.903); (3041.018, 4889.239); (3045.277, 4888.992); (3052.054, 4890.472); (3054.078, 4898.782); (3049.640, 4901.035); (3038.646, 4902.905); (3036.169, 4903.159); (3033.571, 4896.851)"
5760,"(556.141, 4436.325); (553.239, 4428.439); (556.172, 4420.450); (563.427, 4419.998); (570.141, 4422.330); (570.288, 4429.619); (567.499, 4438.913); (561.909, 4438.969)"
5761,"(6625.241, 4278.539); (6617.374, 4276.033); (6618.948, 4267.819); (6626.994, 4262.430)"
5762,"(4179.088, 5398.632); (4168.524, 5389.170); (4168.726, 5382.286); (4176.106, 5375.002); (4186.175, 5373.894); (4190.605, 5379.202); (4184.056, 5397.123)"
5763,"(4664.942, 4121.314); (4673.438, 4122.983); (4672.942, 4129.950); (4669.369, 4135.048); (4666.339, 4134.623)"
5764,"(151.232, 4713.753); (154.176, 4722.298); (142.582, 4727.450); (136.521, 4726.258); (136.850, 4719.948); (139.668, 4706.773); (146.548, 4710.730)"
5765,"(290.852, 7254.607); (270.334, 7249.520); (268.319, 7244.044); (264.907, 7223.976); (280.323, 7222.002); (295.108, 7220.534); (295.933, 7224.219); (296.382, 7227.798); (296.507, 7230.457); (296.566, 7234.052); (296.478, 7252.720); (293.739, 7253.664)"
