NO,Polygon Points
239,"(2696.743, 752.306); (2700.687, 750.683); (2704.071, 752.825); (2706.174, 758.647); (2700.325, 758.869)"
240,"(3469.469, 886.504); (3464.964, 873.084); (3472.804, 868.756); (3478.706, 869.067); (3482.807, 874.120); (3481.911, 879.629)"
241,"(3470.929, 743.195); (3465.153, 741.166); (3466.818, 739.261); (3472.009, 739.316)"
242,"(3708.430, 1222.670); (3704.948, 1212.045); (3706.144, 1205.197); (3713.902, 1204.888); (3720.218, 1206.731); (3713.124, 1219.939)"
243,"(221.597, 1622.626); (200.697, 1600.722); (204.696, 1601.602); (222.873, 1610.371); (228.737, 1620.153)"
244,"(1026.555, 1995.381); (1011.459, 2038.647); (1008.137, 2037.248); (1005.789, 1970.870); (1005.558, 1964.348); (1000.865, 1831.660); (1005.866, 1834.462); (1010.074, 1840.284); (1013.136, 1846.139); (1021.285, 1868.994)"
245,"(3276.798, 873.065); (3277.045, 878.675); (3270.084, 882.528); (3252.946, 886.758); (3243.194, 886.781); (3240.784, 882.314); (3241.045, 882.060); (3241.710, 881.609); (3256.430, 872.250); (3263.015, 868.935); (3269.876, 866.290)"
246,"(1172.594, 1974.641); (1160.709, 1966.932); (1162.224, 1950.098); (1163.754, 1937.174); (1165.902, 1941.228)"
247,"(1808.508, 1474.353); (1806.861, 1495.243); (1802.475, 1486.981); (1801.326, 1478.712); (1806.333, 1474.061)"
248,"(3743.546, 864.095); (3747.781, 866.594); (3745.010, 870.010); (3740.834, 871.227); (3737.411, 869.089); (3738.232, 865.771)"
249,"(1958.090, 919.196); (1946.416, 916.556); (1929.570, 899.721); (1929.131, 893.196); (1930.189, 887.986); (1937.196, 884.739); (1961.657, 888.981); (1965.591, 893.638); (1972.932, 913.577); (1971.494, 917.547)"
250,"(3433.099, 1382.868); (3435.290, 1375.605); (3443.875, 1374.127); (3450.537, 1375.282); (3456.660, 1377.315); (3466.886, 1394.936); (3471.242, 1405.814); (3473.153, 1420.412); (3467.427, 1430.920); (3461.002, 1426.705); (3452.555, 1420.531); (3437.195, 1394.222)"
251,"(4073.410, 839.487); (4079.703, 828.329); (4079.406, 836.960)"
252,"(1742.657, 759.405); (1736.732, 751.269); (1740.367, 749.909); (1743.857, 751.862)"
253,"(1383.281, 921.188); (1382.943, 932.302); (1377.847, 935.219); (1373.097, 930.352); (1368.979, 925.427); (1371.903, 924.270)"
254,"(3954.371, 764.676); (3952.654, 768.210); (3949.269, 771.786); (3945.340, 774.870); (3950.075, 766.915)"
255,"(1071.041, 1670.834); (1064.284, 1671.272); (1051.206, 1670.201); (1049.175, 1663.790); (1063.907, 1668.169)"
256,"(2440.587, 813.372); (2441.897, 807.065); (2454.128, 800.104); (2461.435, 802.968); (2465.450, 805.367); (2469.480, 811.068); (2462.531, 821.974); (2454.257, 822.775); (2449.145, 822.988); (2441.885, 822.827)"
257,"(641.418, 1714.111); (649.951, 1711.354); (656.507, 1712.052); (663.667, 1715.242); (659.571, 1725.528); (657.509, 1729.067); (655.611, 1731.399); (633.744, 1745.173); (623.740, 1751.245); (616.970, 1744.924); (620.814, 1737.988); (632.282, 1723.761)"
258,"(2599.972, 1169.274); (2566.615, 1205.361); (2564.586, 1207.308); (2528.317, 1203.854); (2514.803, 1200.667); (2506.411, 1189.130); (2504.693, 1180.452); (2504.797, 1170.312); (2533.470, 1159.168); (2548.692, 1157.467); (2590.521, 1161.326)"
259,"(2230.879, 2039.479); (2124.317, 1946.273); (2119.000, 1940.575); (2091.271, 1857.627); (2088.959, 1850.358); (2060.836, 1751.583); (2056.551, 1729.146); (2057.664, 1721.526); (2064.374, 1717.150); (2070.143, 1714.620); (2096.433, 1706.130); (2110.385, 1701.760); (2203.713, 1672.608); (2268.124, 1652.641); (2285.843, 1650.547); (2292.189, 1649.876); (2297.351, 1655.828); (2301.824, 1665.908); (2309.238, 1685.328); (2339.773, 1777.248); (2355.679, 1829.272); (2360.651, 1851.599); (2361.985, 1865.912); (2338.570, 1989.141); (2334.623, 2005.716); (2326.592, 2010.346); (2277.893, 2027.374); (2267.012, 2030.362)"
260,"(1672.882, 1954.714); (1674.101, 1606.845); (1677.064, 1556.755); (1688.404, 1561.760); (1690.175, 1565.386); (1708.078, 1627.264); (1750.671, 1790.757); (1752.316, 1805.851); (1747.921, 1826.169); (1700.977, 2027.835); (1697.213, 2033.618); (1691.338, 2039.474); (1681.324, 2037.339); (1678.855, 2031.088); (1676.573, 2009.612)"
261,"(3724.161, 902.269); (3720.943, 895.910); (3728.572, 892.905); (3750.048, 892.255); (3755.376, 895.233); (3759.034, 903.203); (3754.152, 917.989); (3748.925, 918.626)"
262,"(2781.120, 922.599); (2775.824, 944.025); (2770.761, 950.567); (2764.983, 951.304); (2750.642, 950.618); (2743.139, 949.652); (2732.028, 945.450); (2730.100, 933.139); (2729.251, 920.963); (2731.567, 913.061); (2734.044, 908.031); (2747.635, 903.848); (2769.271, 903.585); (2778.539, 918.118)"
263,"(3481.091, 766.584); (3487.720, 765.222); (3489.481, 774.794); (3482.459, 772.188)"
264,"(2803.115, 1707.569); (2772.473, 1817.522); (2699.841, 1881.780); (2642.686, 1907.968); (2632.215, 1910.860); (2622.654, 1909.838); (2617.116, 1907.883); (2611.847, 1905.087); (2609.693, 1902.178); (2595.826, 1860.906); (2569.460, 1748.106); (2580.008, 1674.502); (2587.525, 1657.356); (2589.421, 1655.050); (2601.861, 1652.515); (2756.888, 1659.096); (2788.925, 1682.019); (2791.388, 1686.282)"
265,"(3273.279, 1861.827); (3279.082, 1858.306); (3326.374, 1859.179); (3339.830, 1860.168); (3379.937, 1864.405); (3405.077, 1869.761); (3413.449, 1871.722); (3415.096, 1877.523); (3404.740, 1879.017); (3399.983, 1879.082); (3314.797, 1877.511); (3281.450, 1876.678); (3275.838, 1874.092)"
266,"(2519.869, 1073.437); (2504.631, 1056.935); (2510.910, 1049.445); (2547.462, 1025.362); (2552.252, 1023.553); (2563.793, 1021.272); (2575.693, 1027.458); (2574.877, 1047.894); (2541.261, 1075.645); (2536.070, 1078.982); (2527.133, 1076.293)"
267,"(2559.472, 1703.005); (2558.926, 1714.344); (2547.489, 1718.199); (2539.843, 1719.097); (2496.583, 1718.867); (2492.338, 1717.407); (2473.579, 1694.665); (2473.380, 1683.441); (2478.665, 1681.392); (2506.835, 1685.293); (2552.187, 1698.311)"
268,"(3474.238, 1835.092); (3474.058, 1837.903); (3376.035, 1847.260); (3291.593, 1840.472); (3285.238, 1839.061); (3273.208, 1820.028); (3272.602, 1805.818); (3289.237, 1800.853); (3319.667, 1793.999); (3335.414, 1792.992); (3428.035, 1797.648); (3448.830, 1800.357); (3455.091, 1803.439)"
269,"(3885.195, 1516.077); (3882.212, 1530.074); (3875.875, 1535.994); (3844.271, 1546.436); (3779.093, 1557.904); (3770.609, 1558.909); (3749.284, 1557.252); (3737.122, 1552.856); (3732.270, 1550.417); (3721.545, 1539.069); (3720.555, 1533.155); (3721.369, 1527.904); (3724.620, 1523.506); (3731.186, 1520.173); (3764.790, 1517.778); (3817.626, 1514.767); (3876.513, 1513.117); (3881.451, 1513.570)"
270,"(2834.957, 891.401); (2850.961, 888.962); (2856.698, 892.259); (2862.020, 896.303); (2866.881, 910.466); (2864.042, 916.043); (2841.580, 919.248); (2833.538, 916.661); (2828.576, 909.586); (2824.580, 897.563); (2829.338, 893.237)"
271,"(2647.079, 1143.118); (2601.807, 1142.355); (2579.912, 1118.240); (2569.466, 1076.616); (2576.100, 1074.009); (2578.252, 1073.472); (2648.921, 1073.813); (2651.855, 1081.074); (2650.420, 1132.969)"
272,"(2187.812, 857.807); (2222.064, 867.607); (2221.349, 876.508); (2199.678, 887.244); (2195.716, 886.658); (2191.057, 882.524); (2185.071, 874.690); (2185.114, 867.601); (2186.255, 861.363)"
273,"(1993.456, 1974.651); (1998.341, 1849.306); (2002.166, 1838.382); (2005.945, 1829.858); (2022.356, 1810.258); (2033.999, 1801.250); (2041.605, 1806.008); (2043.466, 1810.009); (2045.704, 1828.270); (2052.016, 1888.112); (2059.307, 1987.004); (2056.327, 1997.331); (2049.968, 2011.625); (2040.605, 2030.425); (2035.362, 2038.522); (2021.091, 2039.479); (2008.096, 2036.669); (2004.568, 2029.808); (1999.888, 2011.942)"
274,"(1800.877, 1165.868); (1809.402, 841.262); (1837.150, 825.312); (1844.567, 823.326); (1904.181, 866.272); (1906.733, 880.592); (1939.623, 1110.175); (1940.480, 1134.594); (1941.795, 1224.894); (1943.045, 1345.348); (1941.805, 1368.780); (1937.606, 1378.337); (1934.722, 1382.398); (1911.958, 1399.396); (1903.935, 1395.505); (1899.334, 1392.399); (1826.830, 1240.290); (1808.624, 1190.396)"
275,"(3606.579, 1289.756); (3592.721, 1302.759); (3594.778, 1294.031); (3600.411, 1287.183)"
276,"(2794.152, 1855.718); (2792.747, 1850.806); (2792.880, 1838.902); (2793.291, 1831.257); (2805.447, 1831.224); (2808.149, 1841.855); (2806.201, 1851.915); (2800.931, 1862.992)"
277,"(3846.097, 1474.001); (3845.544, 1490.162); (3813.185, 1495.236); (3794.764, 1495.475); (3789.114, 1494.294); (3785.917, 1491.755); (3784.677, 1485.960); (3786.569, 1480.018); (3790.883, 1468.585); (3821.127, 1464.936); (3826.149, 1465.240); (3845.246, 1468.344)"
278,"(1340.042, 2032.149); (1334.286, 2035.797); (1334.313, 2025.171); (1338.728, 2024.488); (1339.504, 2027.581)"
279,"(4073.465, 1404.804); (4075.068, 1401.045); (4081.580, 1400.285); (4087.463, 1400.261); (4086.603, 1406.401); (4082.754, 1410.768); (4078.841, 1414.616); (4076.224, 1411.075)"
280,"(2175.683, 781.071); (2167.558, 791.246); (2158.616, 784.620); (2153.250, 776.133); (2153.416, 768.707); (2166.176, 767.271); (2171.797, 767.388); (2174.387, 774.198)"
281,"(2648.524, 1191.429); (2658.921, 1182.061); (2666.341, 1187.070); (2660.478, 1191.202)"
282,"(938.571, 1843.471); (942.483, 1850.297); (946.582, 1860.916); (950.185, 1872.815); (945.460, 1874.982); (929.594, 1876.302); (868.971, 1878.096); (792.320, 1878.594); (753.334, 1878.652); (746.531, 1877.020); (745.267, 1873.104); (745.013, 1869.164); (770.784, 1856.792); (777.400, 1854.538); (819.500, 1842.984); (828.703, 1840.538); (874.472, 1833.951); (912.923, 1833.773); (918.943, 1833.927)"
283,"(2869.289, 954.657); (2871.333, 961.046); (2865.574, 967.034); (2861.423, 964.755); (2857.446, 962.444); (2861.661, 957.973)"
284,"(3217.237, 1253.319); (3208.972, 1192.860); (3216.039, 1186.822); (3238.246, 1174.719); (3306.236, 1197.061); (3312.832, 1256.637); (3312.814, 1264.474); (3307.544, 1269.185); (3293.440, 1270.427); (3288.688, 1270.679); (3261.006, 1264.030)"
285,"(2494.049, 823.404); (2488.920, 819.636); (2491.723, 812.240); (2496.619, 810.707); (2497.879, 814.513); (2498.633, 817.716)"
286,"(2550.325, 1142.580); (2537.035, 1136.912); (2554.673, 1110.601); (2559.763, 1118.069); (2558.585, 1124.274); (2555.696, 1136.601)"
287,"(1980.183, 1110.700); (1960.964, 1082.805); (1961.800, 1079.177); (1964.794, 1069.423); (1967.401, 1064.279); (1975.601, 1062.531); (1990.749, 1068.974); (1997.581, 1096.171); (1996.132, 1102.197); (1993.962, 1108.553); (1988.529, 1110.184)"
288,"(3834.273, 1787.920); (3849.901, 1816.396); (3840.651, 1833.814); (3837.441, 1839.844); (3826.626, 1846.697); (3820.828, 1846.575); (3816.575, 1845.124); (3817.497, 1804.884); (3817.827, 1794.521); (3820.440, 1790.590); (3829.146, 1787.169)"
289,"(498.763, 1319.060); (488.522, 1305.781); (490.411, 1298.674); (496.293, 1298.300); (499.186, 1303.185)"
290,"(886.962, 766.331); (898.702, 773.144); (895.843, 780.225); (880.540, 791.071); (875.934, 787.323); (872.833, 783.183); (875.036, 776.258); (882.299, 768.052)"
291,"(561.843, 117.101); (724.728, 139.753); (915.361, 225.997); (919.981, 237.293); (919.033, 243.906); (915.476, 245.136); (874.066, 246.382); (687.878, 247.016); (661.812, 244.344); (537.991, 216.309); (529.956, 214.432); (523.393, 211.460); (522.876, 208.870); (521.185, 199.109); (526.821, 133.984); (529.909, 126.210); (534.355, 122.292); (545.173, 117.540); (554.263, 117.101)"
292,"(2320.111, 1060.757); (2312.707, 1047.472); (2322.790, 1038.070); (2360.784, 1022.240); (2371.614, 1019.679); (2381.189, 1019.544); (2387.756, 1024.968); (2390.490, 1038.225); (2381.912, 1054.855); (2371.062, 1071.079); (2361.029, 1077.555); (2341.758, 1079.257); (2334.455, 1079.268)"
293,"(2611.544, 1285.265); (2627.323, 1288.553); (2623.066, 1303.152); (2618.546, 1308.857); (2505.324, 1334.961); (2505.297, 1334.957); (2505.360, 1294.014); (2505.368, 1289.190); (2505.369, 1288.977); (2505.387, 1286.996); (2563.124, 1283.819); (2599.262, 1283.542)"
294,"(2728.679, 859.192); (2734.052, 856.635); (2758.381, 851.827); (2761.964, 852.393); (2765.331, 872.153); (2761.906, 884.933); (2758.763, 887.274); (2754.063, 885.306); (2742.248, 876.094); (2729.534, 863.421)"
295,"(3893.227, 1462.382); (3897.653, 1484.145); (3896.113, 1494.664); (3887.947, 1494.497); (3880.656, 1482.729); (3886.483, 1464.941)"
296,"(768.595, 742.530); (761.263, 737.153); (767.722, 734.708)"
297,"(1962.574, 1974.599); (1961.465, 1949.350); (1965.210, 1939.586); (1970.903, 1941.951); (1968.375, 1968.257)"
298,"(2361.151, 1745.487); (2359.531, 1750.813); (2348.208, 1740.779); (2344.544, 1733.435); (2352.562, 1735.643); (2360.092, 1739.151)"
299,"(1626.958, 771.184); (1623.078, 791.398); (1619.080, 790.926); (1613.798, 790.084); (1609.939, 785.874); (1608.590, 781.777); (1608.653, 768.443); (1613.759, 765.884)"
300,"(2235.016, 1174.936); (2232.949, 1169.058); (2233.154, 1165.429); (2240.777, 1159.244); (2239.979, 1167.326); (2237.887, 1174.584)"
301,"(2735.495, 1510.302); (2743.094, 1538.862); (2736.581, 1543.538); (2680.895, 1577.313); (2677.404, 1579.343); (2668.312, 1583.920); (2630.540, 1591.417); (2625.456, 1591.454); (2586.104, 1591.031); (2576.625, 1587.774); (2568.571, 1565.574); (2625.165, 1519.334); (2629.874, 1516.492); (2650.837, 1509.011); (2689.941, 1497.308); (2727.379, 1486.973)"
302,"(2902.391, 2036.615); (2851.742, 2039.136); (2840.022, 2024.201); (2826.537, 1990.654); (2825.217, 1983.591); (2826.312, 1836.108); (2826.891, 1823.076); (2834.298, 1797.582); (2844.932, 1765.118); (2852.345, 1748.109); (2857.194, 1744.335); (2876.164, 1750.685); (2952.033, 1858.122); (2958.055, 1876.532); (2958.881, 1906.132); (2959.132, 1922.847); (2946.772, 1992.425); (2941.510, 2012.347)"
303,"(3827.055, 1885.062); (3825.044, 1890.140); (3804.435, 1897.071); (3789.520, 1901.853); (3762.913, 1910.169); (3752.730, 1910.678); (3753.112, 1903.973); (3760.606, 1896.255); (3777.717, 1888.129); (3783.240, 1886.580); (3809.879, 1880.332); (3822.432, 1880.783)"
304,"(1007.747, 1809.485); (1006.939, 1814.133); (1004.471, 1814.948); (955.357, 1813.181); (875.621, 1809.555); (874.810, 1805.099); (873.096, 1771.960); (877.348, 1770.522); (894.493, 1771.617); (972.306, 1781.405); (976.577, 1782.666); (995.503, 1790.395)"
305,"(3023.309, 1980.911); (3016.972, 1890.258); (3021.486, 1866.255); (3027.130, 1853.942); (3052.819, 1852.640); (3057.793, 1853.087); (3061.241, 1860.147); (3064.328, 1871.774); (3065.894, 1879.266); (3063.015, 1944.963); (3057.898, 2028.656); (3054.695, 2034.603); (3049.975, 2037.115); (3037.498, 2039.383); (3032.920, 2034.129)"
306,"(3485.979, 1870.958); (3478.205, 1878.547); (3469.098, 1878.463); (3453.646, 1875.940); (3436.283, 1871.899); (3432.510, 1867.740); (3441.358, 1861.790); (3461.433, 1863.167); (3482.392, 1865.393)"
307,"(3678.788, 1126.877); (3672.738, 1112.004); (3677.764, 1109.769); (3685.341, 1110.027); (3686.093, 1113.670); (3686.225, 1123.550)"
308,"(3944.928, 2003.534); (3954.386, 1998.339); (4006.179, 1999.502); (4081.333, 2014.948); (4087.032, 2019.422); (4081.942, 2031.334); (4080.430, 2034.240); (4074.080, 2037.506); (4065.910, 2038.546); (4037.431, 2036.594); (4005.939, 2030.136); (3986.114, 2025.087); (3954.368, 2011.410)"
309,"(3409.202, 1560.656); (3507.342, 1542.323); (3520.914, 1550.255); (3523.382, 1552.695); (3524.185, 1561.198); (3514.962, 1578.905); (3511.464, 1585.319); (3504.283, 1590.503); (3492.357, 1591.360); (3462.430, 1589.008); (3447.470, 1586.585); (3406.246, 1575.883); (3401.322, 1571.516); (3400.872, 1564.911); (3407.155, 1561.109)"
310,"(2039.128, 1462.138); (2037.743, 1491.679); (2034.179, 1495.065); (2026.965, 1492.159); (2020.745, 1489.062); (2014.794, 1485.159); (1995.209, 1463.119); (1993.224, 1457.308); (1995.873, 1447.744); (2000.753, 1444.687); (2007.415, 1443.423); (2015.272, 1447.176); (2023.395, 1451.061)"
311,"(3765.017, 1013.768); (3760.641, 1015.061); (3732.536, 978.114); (3728.279, 972.121); (3724.498, 965.910); (3720.833, 958.605); (3725.728, 955.445); (3733.343, 956.557); (3762.326, 961.329); (3767.828, 962.823); (3769.989, 965.112); (3770.955, 985.381); (3766.047, 1010.085)"
312,"(692.999, 930.494); (699.472, 950.635); (688.421, 947.835); (681.441, 944.224); (681.932, 932.551); (687.286, 930.460)"
313,"(682.081, 1673.104); (693.284, 1683.092); (687.458, 1686.243); (680.487, 1686.706); (669.935, 1683.818); (664.891, 1678.051); (675.943, 1674.531)"
314,"(1547.917, 1778.421); (1551.302, 1775.205); (1559.439, 1778.558); (1606.713, 1808.843); (1610.004, 1810.955); (1606.813, 1814.842); (1578.007, 1813.542); (1563.273, 1809.124); (1545.868, 1801.721); (1545.257, 1799.024); (1545.716, 1793.197)"
315,"(3082.862, 1491.227); (3080.509, 1473.882); (3083.729, 1465.931); (3089.570, 1457.968); (3112.588, 1431.219); (3175.944, 1363.079); (3183.676, 1360.297); (3199.701, 1355.184); (3205.565, 1354.982); (3209.204, 1359.459); (3217.918, 1380.638); (3231.993, 1417.214); (3229.563, 1424.038); (3136.268, 1526.701)"
316,"(3082.195, 1512.980); (3178.791, 1542.302); (3185.348, 1544.989); (3188.075, 1553.651); (3176.444, 1583.308); (3172.292, 1585.349); (3115.967, 1587.557); (3029.713, 1590.879); (3023.237, 1586.803); (3020.463, 1579.745); (3017.154, 1553.742); (3017.673, 1549.151); (3020.127, 1529.058); (3021.342, 1526.399); (3023.365, 1523.135); (3045.781, 1517.588)"
317,"(476.874, 139.709); (467.559, 176.567); (82.256, 246.909); (35.684, 232.028); (17.518, 221.344); (12.190, 207.748); (8.950, 188.423); (9.238, 157.127); (118.610, 97.230); (121.922, 96.150); (147.605, 95.688); (324.493, 94.471); (417.499, 97.316); (436.438, 99.542); (448.118, 103.994); (470.903, 127.156); (476.395, 133.355)"
318,"(1010.829, 1719.050); (989.238, 1712.823); (973.383, 1662.366); (970.546, 1637.769); (969.021, 1594.284); (969.486, 1578.264); (993.961, 1572.220); (1002.285, 1571.070); (1027.626, 1574.107); (1035.164, 1579.197); (1037.470, 1581.786); (1039.763, 1607.832); (1024.143, 1692.598); (1018.978, 1705.556)"
319,"(4031.604, 1969.083); (3976.883, 1805.580); (3979.535, 1803.320); (4038.255, 1782.580); (4069.675, 1799.672); (4072.817, 1803.767); (4066.464, 1869.306); (4050.448, 1971.627); (4048.305, 1975.345); (4033.937, 1970.290)"
320,"(2194.276, 1116.676); (2184.886, 1084.675); (2187.265, 1078.927); (2190.337, 1076.466); (2207.837, 1066.625); (2211.476, 1065.044); (2215.733, 1064.772); (2231.568, 1064.320); (2247.543, 1064.174); (2267.371, 1065.113); (2271.452, 1068.632); (2267.055, 1077.716); (2255.019, 1101.282); (2248.191, 1112.751); (2227.380, 1142.968); (2211.473, 1132.571)"
321,"(3891.376, 855.473); (3881.125, 851.389); (3891.041, 839.675); (3895.734, 838.033); (3909.224, 835.951); (3911.045, 840.407); (3902.756, 850.567)"
322,"(1001.036, 1336.158); (1003.576, 1334.341); (1014.503, 1328.286); (1062.112, 1333.450); (1064.694, 1336.355); (1069.820, 1356.931); (1068.134, 1365.336); (1064.988, 1367.050); (1008.642, 1360.817); (1002.847, 1358.624); (1001.462, 1355.738)"
323,"(2249.466, 1330.756); (2264.100, 1302.596); (2281.791, 1293.452); (2317.917, 1283.949); (2337.333, 1280.805); (2363.384, 1285.960); (2368.885, 1289.608); (2372.228, 1303.542); (2370.151, 1311.602); (2369.728, 1312.470); (2345.059, 1318.834); (2274.055, 1332.458); (2270.267, 1333.036); (2251.501, 1335.326)"
324,"(3401.304, 1425.051); (3401.712, 1419.397); (3417.899, 1414.496); (3424.448, 1415.514); (3428.698, 1420.484); (3427.032, 1424.723); (3413.891, 1430.553); (3410.941, 1430.849); (3403.996, 1427.180)"
325,"(3664.334, 1062.773); (3657.403, 1055.561); (3668.951, 1028.012); (3685.614, 1012.804); (3694.920, 1007.359); (3701.505, 1008.157); (3706.685, 1009.361); (3724.657, 1018.889); (3723.419, 1052.145); (3721.152, 1061.795); (3715.802, 1066.382); (3687.888, 1079.368); (3680.482, 1074.766)"
326,"(2248.599, 818.191); (2250.331, 813.214); (2255.517, 807.448); (2264.525, 797.694); (2268.421, 795.327); (2271.025, 800.557); (2273.396, 806.899); (2259.545, 820.380); (2256.584, 822.131); (2254.219, 822.894); (2248.777, 822.215)"
327,"(780.643, 1425.191); (776.602, 1411.106); (779.920, 1411.451); (798.998, 1417.732); (805.297, 1425.008); (806.858, 1431.443); (793.400, 1430.266)"
328,"(2413.043, 1152.258); (2418.996, 1150.226); (2441.763, 1162.817); (2442.455, 1169.106); (2441.636, 1173.287); (2438.863, 1174.180); (2432.430, 1174.464); (2411.208, 1174.776); (2408.746, 1169.758); (2409.483, 1164.329)"
329,"(1962.251, 1214.747); (1961.431, 1207.348); (1963.458, 1198.722); (1979.970, 1190.989); (1985.862, 1197.167); (1991.406, 1212.426); (1990.722, 1216.396); (1968.385, 1238.898)"
330,"(3695.737, 853.859); (3689.485, 844.477); (3690.347, 835.529); (3698.697, 823.899); (3717.229, 829.275); (3720.194, 833.645); (3718.813, 845.960); (3712.125, 855.280)"
331,"(3180.147, 1133.976); (3176.788, 1114.298); (3178.290, 1111.755); (3188.276, 1111.810); (3194.463, 1113.455); (3193.142, 1137.278); (3192.060, 1142.532)"
332,"(3791.953, 1174.800); (3785.392, 1162.726); (3795.286, 1159.368); (3801.203, 1157.981); (3810.538, 1158.418); (3816.271, 1160.482); (3806.314, 1170.123); (3798.030, 1173.522)"
333,"(1209.155, 1327.446); (1207.002, 1334.738); (1200.569, 1332.026); (1193.250, 1321.150); (1194.268, 1315.246); (1198.310, 1309.971); (1201.709, 1306.295); (1205.039, 1311.318); (1207.079, 1316.502); (1208.811, 1321.917)"
334,"(3689.755, 1413.589); (3688.663, 1423.665); (3684.088, 1427.176); (3675.056, 1429.911); (3667.974, 1431.377); (3663.039, 1429.950); (3656.801, 1424.244); (3660.038, 1420.859); (3681.934, 1412.648)"
335,"(3662.316, 797.626); (3679.510, 797.488); (3677.377, 812.264); (3670.416, 823.006); (3661.834, 818.261); (3657.317, 813.570); (3657.591, 807.224); (3660.387, 801.168)"
336,"(2265.150, 1617.283); (2277.083, 1610.563); (2286.230, 1610.116); (2292.109, 1612.510); (2289.364, 1618.054); (2275.992, 1622.513); (2270.660, 1620.990)"
337,"(1132.108, 850.412); (1129.325, 829.650); (1133.649, 826.031); (1149.779, 821.156); (1154.453, 824.915); (1159.248, 851.977); (1145.669, 854.644)"
338,"(3913.336, 1202.080); (3930.974, 1180.876); (3941.026, 1169.325); (3943.943, 1172.945); (3948.553, 1180.391); (3938.495, 1198.011); (3931.508, 1203.355); (3925.393, 1205.761); (3914.303, 1206.638)"
339,"(3801.788, 1655.175); (3801.381, 1632.268); (3805.189, 1631.369); (3810.537, 1631.586); (3813.809, 1641.113)"
340,"(3245.088, 1062.683); (3241.437, 1058.945); (3241.793, 1053.171); (3249.638, 1048.925); (3255.931, 1049.636); (3258.095, 1056.038); (3252.584, 1061.047)"
341,"(3176.530, 845.887); (3182.681, 838.639); (3198.460, 831.382); (3207.927, 834.735); (3209.074, 841.583); (3198.520, 850.759); (3191.402, 855.370); (3182.723, 853.656); (3179.282, 851.047)"
342,"(2513.954, 790.734); (2505.328, 779.493); (2507.046, 773.798); (2509.657, 770.026); (2513.025, 769.920); (2529.099, 769.810); (2525.881, 790.048)"
343,"(2514.116, 855.372); (2504.537, 850.464); (2508.364, 842.404); (2529.751, 821.526); (2532.930, 828.766); (2530.205, 837.816); (2524.827, 844.872); (2520.014, 850.215)"
344,"(2472.965, 1855.311); (2473.591, 1846.349); (2480.729, 1837.002); (2486.857, 1832.134); (2535.047, 1844.929); (2546.427, 1850.342); (2560.384, 1857.693); (2571.649, 1863.783); (2572.795, 1873.428); (2568.868, 1878.985); (2562.642, 1878.799); (2549.184, 1875.768); (2520.429, 1869.173); (2484.558, 1858.760)"
345,"(3851.335, 1913.370); (3861.279, 1919.488); (3848.372, 1924.722); (3840.917, 1927.174); (3828.998, 1925.582); (3826.139, 1924.357); (3818.946, 1918.122); (3817.154, 1912.864); (3831.219, 1912.599); (3842.410, 1912.754)"
346,"(3664.546, 1682.805); (3656.771, 1673.044); (3665.898, 1670.942); (3672.226, 1670.629); (3678.112, 1671.812); (3686.583, 1678.595); (3676.549, 1685.675); (3670.333, 1687.093)"
347,"(2968.759, 1151.050); (2980.526, 1147.508); (2985.691, 1152.563); (2981.391, 1156.219); (2973.774, 1159.220); (2970.278, 1159.168)"
348,"(2738.229, 1219.160); (2744.604, 1244.922); (2721.973, 1261.000); (2698.959, 1268.925); (2685.167, 1271.163); (2661.714, 1264.023); (2654.410, 1261.298); (2635.912, 1252.062); (2633.339, 1244.589); (2634.532, 1239.390); (2656.947, 1216.413); (2663.929, 1215.019); (2668.777, 1214.361); (2695.435, 1214.437); (2728.442, 1217.034)"
349,"(2884.230, 1028.289); (2900.984, 1059.488); (2891.149, 1071.902); (2887.602, 1073.270); (2866.697, 1077.056); (2842.410, 1079.370); (2829.678, 1076.910); (2824.579, 1066.077); (2828.564, 1047.632); (2831.806, 1040.935); (2849.792, 1026.377); (2856.657, 1021.042); (2861.958, 1019.457)"
350,"(3976.511, 1181.460); (3989.047, 1156.560); (4053.206, 1149.333); (4063.078, 1151.823); (4064.234, 1157.592); (4065.412, 1195.537); (4060.444, 1204.284); (4051.254, 1206.505); (4008.177, 1206.226); (3999.760, 1205.483); (3980.727, 1197.504); (3976.820, 1195.469)"
351,"(2714.589, 902.825); (2713.240, 899.696); (2713.696, 893.113); (2716.565, 891.809); (2717.983, 894.421)"
352,"(3016.770, 1377.637); (3019.533, 1352.039); (3060.462, 1324.278); (3097.735, 1302.667); (3106.056, 1299.185); (3120.635, 1294.835); (3148.492, 1296.051); (3154.703, 1303.490); (3155.105, 1323.896); (3150.107, 1333.845); (3129.417, 1359.055); (3125.620, 1362.642); (3117.243, 1370.259); (3112.468, 1373.979); (3094.934, 1382.395); (3073.442, 1390.141); (3055.394, 1394.728); (3037.376, 1398.975); (3021.263, 1387.874)"
353,"(2770.979, 1398.734); (2760.766, 1360.377); (2761.542, 1348.508); (2873.046, 1326.508); (2892.325, 1325.936); (2907.781, 1328.570); (2908.551, 1365.327)"
